occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
0.667,0.146,0.146,0,0,0,0,0.372,0.621,0.621,0,0,0.0663
0.667,0.177,0.177,0,0,0,0,0.391,0.64,0.64,0,0,0.224
0.333,0.195,0.195,0,0,0,0,0.33,0.647,0.647,0,0,0.123
0.333,0.208,0.208,0,0,0,0,0.279,0.647,0.647,0,0,0.278
0.333,0.203,0.203,0,0,0,0,0.284,0.647,0.647,0,0,0.484
0.333,0.197,0.197,0,0,0,0,0.288,0.647,0.647,0,0,0.164
0.333,0.193,0.193,0,0,0,0,0.284,0.647,0.647,0,0,0.324
0.333,0.191,0.191,0,0,0,0,0.302,0.647,0.647,0,0,0.0463
0.333,0.194,0.194,0,0,0,0,0.316,0.647,0.647,0,0,0.324
0,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.0463
0.333,0.239,0.239,0,0,0,0,0.354,0.679,0.679,0,0,0.185
0.667,0.297,0.297,0.517,0,0,0,0.419,0.699,0.699,0,0,0.0926
1,0.658,0.658,0,0,0,0,0.673,0.849,0.849,0,0,0.139
1,0.665,0.665,0,0.0833,0,0,0.711,0.836,0.836,0.598,0,0
1,0.826,0.826,0,0.25,0,0,0.993,0.934,0.934,0.711,0,0.278
1,0.646,0.646,0,0,0,0,0.965,0.857,0.857,0.11,0,0.0463
1,0.395,0.395,0,0,0,0,0.636,0.706,0.706,0,0,0
1,0.103,0.103,0,0,0,0,0.405,0.614,0.614,0,0,0
1,0.0661,0.0661,0,0,0,0,0.358,0.608,0.608,0,0,0.185
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.0466,0.0466,0,0,0,0,0.326,0.608,0.608,0,0,0.0682
1,0.114,0.114,0.117,0,0,0,0.422,0.654,0.654,0,0,0.172
1,0.247,0.247,0.65,0.0833,0,0,0.487,0.68,0.68,0.65,0,0.103
0.667,0.177,0.177,0,0.583,0,0,0.391,0.64,0.64,0,0,0.0463
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.278
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.185
0.333,0.203,0.203,0,0,0,0,0.284,0.647,0.647,0,0,0.278
0.333,0.197,0.197,0,0,0,0,0.288,0.647,0.647,0,0,0
0.333,0.193,0.193,0,0,0,0,0.284,0.647,0.647,0,0,0
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
0.333,0.206,0.206,0,0,0,0,0.321,0.66,0.66,0,0,0.139
0.333,0.239,0.239,0.25,0,0,0,0.354,0.679,0.679,0,0,0.0926
1,0.804,0.804,0,0,0.298,0,0.741,0.973,0.973,0,0,0
1,0.965,0.965,0,0,0,0.567,0.881,0.993,0.993,0,0.224,0.0463
1,0.975,0.975,0,0,0,0.517,0.937,0.973,0.973,0,0.0816,0
1,0.565,0.565,0.367,0,0,0,0.748,0.81,0.81,0,0,0
1,0.445,0.445,0.4,0,0,0,0.729,0.758,0.758,0,0,0.24
1,0.22,0.22,0,0,0,0,0.447,0.634,0.634,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0.25,0,0,0,0.258,0.562,0.562,0,0,0.172
1,0.371,0.371,0.0333,0,0,0,0.3,0.732,0.732,0,0,0.162
0.667,0.362,0.362,0.217,0,0,0,0.31,0.732,0.732,0,0,0.0349
0.667,0.35,0.35,0.25,0,0,0,0.319,0.732,0.732,0,0,0
0.667,0.342,0.342,0,0,0,0,0.31,0.732,0.732,0,0,0
1,0.486,0.486,0,0,0,0,0.392,0.818,0.818,0,0,0.231
1,0.343,0.343,0,0,0.277,0,0.375,0.732,0.732,0,0,0
1,0.368,0.368,0,0,0.0213,0.267,0.384,0.758,0.758,0,0.359,0.139
1,0.434,0.434,0.25,0,0,0,0.449,0.797,0.797,0,0.111,0.278
1,0.551,0.551,0,0,0,0,0.58,0.836,0.836,0,0,0.278
1,0.658,0.658,0,0,0,0,0.673,0.849,0.849,0,0,0.185
1,0.975,0.975,0,0.292,0,0,0.937,0.973,0.973,0.774,0,0.0926
1,0.826,0.826,0,0.375,0,0,0.993,0.934,0.934,0,0,0.231
1,0.646,0.646,0,0,0,0,0.965,0.857,0.857,0,0,0.231
1,0.395,0.395,0,0,0,0,0.636,0.706,0.706,0,0,0.139
1,0.103,0.103,0,0,0,0,0.405,0.614,0.614,0,0,0
1,0.0661,0.0661,0,0,0,0,0.358,0.608,0.608,0,0,0
1,0.0514,0.0514,0,0,0,0,0.344,0.608,0.608,0,0,0
1,0.044,0.044,0,0,0,0,0.344,0.608,0.608,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.0466,0.0466,0,0,0,0,0.326,0.608,0.608,0,0,0
1,0.0789,0.0789,0,0,0,0,0.34,0.608,0.608,0,0,0.0463
1,0.146,0.146,0,0,0,0,0.372,0.621,0.621,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.433
1,0.195,0.195,0,0,0,0,0.33,0.647,0.647,0,0,0.508
1,0.371,0.371,0,0,0,0,0.3,0.732,0.732,0,0,0.236
0.667,0.362,0.362,0,0,0,0,0.31,0.732,0.732,0,0,0.481
0.667,0.35,0.35,0,0,0,0,0.319,0.732,0.732,0,0,0.424
0.667,0.342,0.342,0,0,0,0,0.31,0.732,0.732,0,0,0
0.667,0.339,0.339,0,0,0,0,0.347,0.732,0.732,0,0,0
0.333,0.194,0.194,0,0,0,0,0.316,0.647,0.647,0,0,0.0463
0.333,0.206,0.206,0,0,0,0,0.321,0.66,0.66,0,0,0.338
0.667,0.434,0.434,0.25,0,0,0,0.449,0.797,0.797,0,0,0.139
0.667,0.551,0.551,0,0,0,0,0.58,0.836,0.836,0,0,0.139
0.667,0.658,0.658,0,0,0,0,0.673,0.849,0.849,0,0,0.0463
0.667,0.665,0.665,0,0,0,0,0.711,0.836,0.836,0.156,0,0.0926
0.667,0.565,0.565,0,0.604,0,0,0.748,0.81,0.81,0.826,0,0.0463
1,0.646,0.646,0,0.0625,0,0,0.965,0.857,0.857,0.0808,0,0.373
1,0.571,0.571,0,0,0,0,0.825,0.779,0.779,0,0,0.287
1,0.162,0.162,0,0,0,0,0.552,0.667,0.667,0,0,0
1,0.0881,0.0881,0,0,0,0,0.459,0.654,0.654,0,0,0
1,0.0514,0.0514,0,0,0,0,0.344,0.608,0.608,0,0,0.0463
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.0902
1,0.044,0.044,0,0,0,0,0.34,0.608,0.608,0,0,0.117
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.0463
1,0.0789,0.0789,0,0,0,0,0.34,0.608,0.608,0,0,0.247
1,0.349,0.349,0.25,0,0,0,0.601,0.74,0.74,0.465,0,0.13
1,0.442,0.442,0,1,0,0,0.657,0.798,0.798,0.542,0,0.509
1,0.496,0.496,0,0,0.298,0,0.475,0.818,0.818,0.474,0,0.427
1,0.535,0.535,0,0,0,0.817,0.322,0.818,0.818,0,0.521,0.333
0.667,0.362,0.362,0,0,0,0.267,0.31,0.732,0.732,0,0.352,0.272
0.667,0.35,0.35,0,0,0,0,0.319,0.732,0.732,0,0,0.495
0.333,0.044,0.044,0,0,0.617,0,0.258,0.562,0.562,0,0.116,0.0463
0.333,0.191,0.191,0,0,0,0.817,0.302,0.647,0.647,0,0.521,0.0463
0.667,0.343,0.343,0,0,0,0,0.375,0.732,0.732,0,0.393,0
1,0.53,0.53,0,0,0,0,0.447,0.857,0.857,0,0.641,0.324
1,0.629,0.629,0,0,0,0,0.545,0.915,0.915,0,0.513,0
1,0.804,0.804,0.25,0,0,0,0.741,0.973,0.973,0,0.145,0.0926
1,0.965,0.965,0,0,0,0,0.881,0.993,0.993,0,0,0.0463
1,0.975,0.975,0,0,0,0,0.937,0.973,0.973,0,0,0.185
1,0.565,0.565,0,0,0,0,0.748,0.81,0.81,0,0,0.0926
1,0.445,0.445,0,0,0,0,0.729,0.758,0.758,0,0,0.185
1,0.395,0.395,0,0,0,0,0.636,0.706,0.706,0,0,0
1,0.103,0.103,0,0,0,0,0.405,0.614,0.614,0,0,0.0463
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.0912
1,0.0789,0.0789,0,0,0,0,0.34,0.608,0.608,0,0,0.124
0.667,0.146,0.146,0,0,0,0,0.372,0.621,0.621,0,0,0.19
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
0.333,0.195,0.195,0,0,0,0,0.33,0.647,0.647,0,0,0
0.333,0.208,0.208,0,0,0,0,0.279,0.647,0.647,0,0,0.278
0.333,0.203,0.203,0,0,0,0,0.284,0.647,0.647,0,0,0
0.333,0.197,0.197,0,0,0,0,0.288,0.647,0.647,0,0,0
0.333,0.193,0.193,0,0,0,0,0.284,0.647,0.647,0,0,0.185
0.333,0.191,0.191,0,0,0,0,0.302,0.647,0.647,0,0,0
0.333,0.194,0.194,0,0,0,0,0.316,0.647,0.647,0,0,0
0.333,0.206,0.206,0.617,0,0,0,0.321,0.66,0.66,0,0,0.0463
0.333,0.239,0.239,0.15,0,0,0,0.354,0.679,0.679,0,0,0.185
1,0.804,0.804,0.117,0,0,0,0.741,0.973,0.973,0,0,0.0926
1,0.965,0.965,0.4,0,0,0,0.881,0.993,0.993,0,0,0.231
1,0.975,0.975,0,0,0,0,0.937,0.973,0.973,0,0,0.185
1,0.826,0.826,0,0,0,0,0.993,0.934,0.934,0,0,0.0926
1,0.445,0.445,0,0,0,0,0.729,0.758,0.758,0,0,0.158
1,0.395,0.395,0,0,0,0,0.636,0.706,0.706,0,0,0
1,0.103,0.103,0,0,0,0,0.405,0.614,0.614,0,0,0
1,0.0661,0.0661,0,0,0,0,0.358,0.608,0.608,0,0,0.0926
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.0463
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.163
1,0.0789,0.0789,0,0,0,0,0.34,0.608,0.608,0,0,0.243
1,0.247,0.247,0,0,0,0,0.487,0.68,0.68,0,0,0.0899
0.333,0.177,0.177,0,0,0,0,0.391,0.64,0.64,0,0,0.123
0.333,0.195,0.195,0,0,0,0,0.33,0.647,0.647,0,0,0.272
0.333,0.208,0.208,0,0,0,0,0.279,0.647,0.647,0,0,0.479
0.333,0.203,0.203,0,0,0,0,0.284,0.647,0.647,0,0,0.251
0,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.0463
0.333,0.193,0.193,0,0,0,0,0.284,0.647,0.647,0,0,0.0463
0.333,0.191,0.191,0,0,0,0,0.302,0.647,0.647,0,0,0
0.333,0.194,0.194,0,0,0,0,0.316,0.647,0.647,0,0,0.185
0.667,0.368,0.368,0,0,0,0,0.384,0.758,0.758,0,0,0.185
0.667,0.434,0.434,0,0,0,0,0.449,0.797,0.797,0,0,0.306
1,0.804,0.804,0,0,0,0,0.741,0.973,0.973,0,0,0.503
1,0.965,0.965,0,0,0,0,0.881,0.993,0.993,0,0,0.0644
1,0.975,0.975,0,0,0,0,0.937,0.973,0.973,0,0,0.139
1,0.826,0.826,0.25,0.0833,0,0,0.993,0.934,0.934,0.512,0,0.231
1,0.245,0.245,0,0.583,0,0,0.493,0.66,0.66,0.596,0,0
1,0.22,0.22,0,0,0,0,0.447,0.634,0.634,0.754,0,0.0926
1,0.103,0.103,0,0,0,0,0.405,0.614,0.614,0,0,0.355
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.0926
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.185
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.0463
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.441
1,0.0789,0.0789,0,0,0,0,0.34,0.608,0.608,0,0,0.74
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
0.333,0.195,0.195,0,0,0,0,0.33,0.647,0.647,0,0,0
0.333,0.208,0.208,0,0,0,0,0.279,0.647,0.647,0,0,0.0463
0.333,0.203,0.203,0,0,0,0,0.284,0.647,0.647,0,0,0
0.667,0.35,0.35,0,0,0,0,0.319,0.732,0.732,0,0,0.139
0.333,0.193,0.193,0,0,0.0638,0,0.284,0.647,0.647,0,0,0
0.667,0.339,0.339,0,0,0.553,0.0667,0.347,0.732,0.732,0,0.378,0.0463
0.667,0.343,0.343,0,0,0,1,0.375,0.732,0.732,0,0.861,0
0.333,0.206,0.206,0,0,0,0.0167,0.321,0.66,0.66,0,0.598,0.0926
0.333,0.239,0.239,0,0,0,0,0.354,0.679,0.679,0,0.154,0
0.333,0.297,0.297,0.25,0,0,0,0.419,0.699,0.699,0,0,0.0463
0.333,0.351,0.351,0,0,0,0,0.465,0.705,0.705,0,0,0.239
0.667,0.665,0.665,0,0,0,0,0.711,0.836,0.836,0,0,0.37
1,0.826,0.826,0,0,0,0,0.993,0.934,0.934,0,0,0.0926
1,0.646,0.646,0,0,0,0,0.965,0.857,0.857,0,0,0
1,0.395,0.395,0,0,0,0,0.636,0.706,0.706,0,0,0.231
1,0.103,0.103,0,0,0,0,0.405,0.614,0.614,0,0,0.0463
1,0.0661,0.0661,0,0,0,0,0.358,0.608,0.608,0,0,0.0926
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.0463
0.667,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
0.667,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
0.667,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.484
0.667,0.309,0.309,0,0,0,0,0.524,0.719,0.719,0,0,0.111
0.333,0.195,0.195,0,0,0,0,0.33,0.647,0.647,0,0,0
0.333,0.208,0.208,0,0,0.702,0,0.279,0.647,0.647,0,0,0
0.333,0.203,0.203,0,0,0.213,0.333,0.284,0.647,0.647,0,0.607,0.185
0.333,0.197,0.197,0,0,0,0.75,0.288,0.647,0.647,0,0.619,0.417
0.333,0.193,0.193,0,0,0,0,0.284,0.647,0.647,0,0.711,0.231
0.333,0.191,0.191,0,0,0,0,0.302,0.647,0.647,0,0.543,0.0463
0.333,0.194,0.194,0,0,0,0,0.316,0.647,0.647,0,0.381,0.0463
0.333,0.206,0.206,0,0,0,0,0.321,0.66,0.66,0,0,0
0.333,0.239,0.239,0.767,0,0,0,0.354,0.679,0.679,0,0,0.0463
0.333,0.297,0.297,0,0,0,0,0.419,0.699,0.699,0,0,0.185
1,0.965,0.965,0,0,0,0,0.881,0.993,0.993,0,0,0
1,0.975,0.975,0,0,0,0,0.937,0.973,0.973,0,0,0.231
1,0.826,0.826,0,0,0,0,0.993,0.934,0.934,0,0,0.0463
1,0.646,0.646,0,0,0,0,0.965,0.857,0.857,0,0,0.268
1,0.395,0.395,0,0,0,0,0.636,0.706,0.706,0,0,0.131
1,0.103,0.103,0,0,0,0,0.405,0.614,0.614,0,0,0.0463
1,0.0661,0.0661,0,0,0,0,0.358,0.608,0.608,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.0463
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.336
1,0.362,0.362,0,0,0,0,0.31,0.732,0.732,0,0,0
0.667,0.35,0.35,0,0.292,0.617,0,0.319,0.732,0.732,0.715,0.102,0
0.667,0.342,0.342,0,0.0417,0,0.733,0.31,0.732,0.732,0,0.78,0
0.667,0.339,0.339,0,0,0,0.0833,0.347,0.732,0.732,0,0.325,0
0.667,0.343,0.343,0,0,0,0,0.375,0.732,0.732,0,0.402,0.0463
0.667,0.368,0.368,0,0,0,0,0.384,0.758,0.758,0,0.45,0
0.667,0.434,0.434,0,0,0,0,0.449,0.797,0.797,0,0.494,0.278
1,0.804,0.804,0.25,0,0,0,0.741,0.973,0.973,0,0.68,0.231
1,0.965,0.965,0,0,0,0,0.881,0.993,0.993,0,0.436,0.0463
1,0.975,0.975,0,0,0,0,0.937,0.973,0.973,0,0.291,0.231
1,0.826,0.826,0,0,0,0,0.993,0.934,0.934,0,0.436,0.535
0.667,0.445,0.445,0,0,0,0,0.729,0.758,0.758,0,0,0.466
1,0.571,0.571,0,0,0,0,0.825,0.779,0.779,0,0,0.286
1,0.222,0.222,0,0,0,0,0.699,0.72,0.72,0,0,0.185
1,0.0881,0.0881,0,0,0,0,0.459,0.654,0.654,0,0,0.231
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.344,0.608,0.608,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.177,0.177,0.25,0,0,0,0.391,0.64,0.64,0,0,0
0.333,0.195,0.195,0,0,0,0,0.33,0.647,0.647,0,0,0
0.333,0.208,0.208,0,0,0,0,0.279,0.647,0.647,0,0,0
0.333,0.203,0.203,0,0,0,0,0.284,0.647,0.647,0,0,0
0.333,0.197,0.197,0,0,0,0,0.288,0.647,0.647,0,0,0.0463
0.333,0.193,0.193,0,0,0,0,0.284,0.647,0.647,0,0,0.0463
0.333,0.191,0.191,0,0,0.617,0,0.302,0.647,0.647,0,0.0861,0.0926
0.667,0.343,0.343,0,0,0,0.733,0.375,0.732,0.732,0,0.0593,0.37
0.667,0.368,0.368,0,0,0,0.35,0.384,0.758,0.758,0,0,0.0463
0.667,0.434,0.434,0.25,0,0,0,0.449,0.797,0.797,0,0,0.18
1,0.804,0.804,0,0,0,0,0.741,0.973,0.973,0,0,0.727
1,0.965,0.965,0,0,0.298,0.233,0.881,0.993,0.993,0,0.206,0.139
1,0.975,0.975,0,0,0,0.85,0.937,0.973,0.973,0,0.38,0.0926
1,0.826,0.826,0,0,0,0,0.993,0.934,0.934,0,0.829,0
1,0.646,0.646,0,0,0,0,0.965,0.857,0.857,0,0.205,0.139
1,0.395,0.395,0,0,0,0,0.636,0.706,0.706,0.508,0,0.278
1,0.103,0.103,0,0.667,0,0,0.405,0.614,0.614,0.355,0,0.0926
1,0.0661,0.0661,0,0,0,0,0.358,0.608,0.608,0.142,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.0463
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
1,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0.0594
1,0.247,0.247,0,0,0,0,0.487,0.68,0.68,0,0,0.612
0.333,0.044,0.044,0,0,0,0,0.258,0.562,0.562,0,0,0
0.333,0.195,0.195,0,0,0,0,0.33,0.647,0.647,0,0,0.168
0.333,0.208,0.208,0,0,0,0,0.279,0.647,0.647,0,0,0.327
0.333,0.203,0.203,0.117,0,0,0,0.284,0.647,0.647,0,0,0.231
0.333,0.197,0.197,0.65,0,0,0,0.288,0.647,0.647,0,0,0
0.333,0.193,0.193,0,0,0,0,0.284,0.647,0.647,0,0,0.0463
0.333,0.191,0.191,0,0,0,0,0.302,0.647,0.647,0,0,0.0463
0.333,0.194,0.194,0,0,0,0,0.316,0.647,0.647,0,0,0.185
