occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,cooking_range,hot_water_fixtures
0.644,0.642,0.048,0.181,0,0,0,0,0,0.231
0.333,0.565,0.0163,0.0501,0,0,0,0,0,0.25
0.333,0.565,0.0163,0.0501,0,0,0,0,0,0
0.333,0.565,0.0163,0.0501,0,0,0,0,0,0
0.333,0.614,0.0511,0.126,0,0,0,0,0,0
0.333,0.651,0.0828,0.183,0,0,0,0,0,0.118
0.333,0.651,0.0891,0.184,0,0,0,0,0,0.236
0.356,0.665,0.102,0.203,0,0,0,0,0,0.315
0.772,0.822,0.244,0.449,0,0,0,0,0.25,0.158
1,0.954,0.379,0.722,0,0,0,0,0,0.0394
1,0.99,0.493,0.912,0,0,0,0,0,0.0394
0.833,0.919,0.554,0.839,0,0,0,0,0,0.118
1,0.957,0.88,0.907,0,0,0,0,0,0.354
1,0.896,0.931,0.717,0,0,0,0,0,0.184
1,0.712,0.447,0.342,0,0,0,0,0,0.108
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
0.894,0.577,0.0173,0.0506,0,0,0,0,0,0.159
0.772,0.618,0.0265,0.0809,0,0,0,0,0.317,0.396
1,0.673,0.0481,0.196,0,0,0,0,0.45,0.389
1,0.707,0.0675,0.292,0,0,0,0,0.317,0.236
1,0.731,0.0849,0.33,0,0,0,0,0.45,0.199
1,0.807,0.136,0.464,0.693,0.267,0,0,0,0.0944
1,0.822,0.164,0.489,0.271,0,0,0,0,0.859
1,0.822,0.182,0.472,0,0,0,0,0,0.37
0.956,0.811,0.188,0.439,0,0,0,0,0,0.601
0.333,0.651,0.0828,0.183,0,0,0,0,0,0.152
0.333,0.651,0.0891,0.184,0,0,0,0,0,0.0788
0.333,0.658,0.0965,0.193,0,0,0,0,0,0.158
0.522,0.742,0.173,0.326,0.515,0.533,0,0,0,0
0.772,0.868,0.3,0.578,0.476,0,0,0,0.25,0.118
1,0.99,0.493,0.912,0.799,0.317,0,0,0,0.118
0.811,0.831,0.393,0.638,0.729,0.217,0,0,0,0.374
0.939,0.801,0.546,0.563,0.398,0.533,0,0,0,0.0799
1,0.729,0.457,0.386,0.201,0,0,0,0,0
1,0.649,0.246,0.227,0,0,0,0,0,0
1,0.627,0.135,0.16,0,0,0,0,0,0
1,0.603,0.0593,0.0873,0,0,0,0,0,0.0788
1,0.601,0.0339,0.061,0,0,0,0,0,0
1,0.565,0.0186,0.0501,0,0,0,0,0,0
1,0.565,0.0186,0.0501,0,0,0,0,0,0
1,0.565,0.0186,0.0501,0,0,0,0,0,0
1,0.565,0.0186,0.0501,0,0,0,0,0,0
1,0.565,0.0186,0.0501,0,0,0,0,0,0
1,0.565,0.0186,0.0501,0,0,0,0,0,0
0.756,0.628,0.0599,0.156,0,0,0,0,0,0.298
0.667,0.651,0.0898,0.198,0,0,0,0,0,0.303
0.667,0.714,0.175,0.301,0,0,0,0,0,0.107
0.667,0.737,0.218,0.329,0,0,0,0,0,0.195
0.589,0.717,0.209,0.288,0,0,0,0,0,0.142
0.256,0.631,0.114,0.152,0,0,0,0,0,0
0.244,0.628,0.129,0.149,0,0,0,0,0,0.0788
0.494,0.683,0.22,0.23,0,0,0,0,0.233,0.315
0.667,0.791,0.364,0.403,0,0,0,0,0.0167,0.0788
0.828,0.897,0.466,0.642,0,0,0,0,0,0.0394
1,0.993,0.636,0.942,0,0,0,0,0,0.0788
1,0.984,0.816,1,0,0,0,0,0,0.0394
1,0.95,0.984,0.878,0,0,0,0,0,0
1,0.81,0.74,0.542,0,0,0,0,0,0.158
1,0.707,0.421,0.356,0,0,0,0,0,0
1,0.623,0.132,0.143,0,0,0,0,0,0
1,0.613,0.065,0.0865,0,0,0,0,0,0.312
1,0.565,0.0186,0.0501,0,0,0,0,0,0
1,0.565,0.0186,0.0501,0,0,0,0,0,0
1,0.565,0.0186,0.0501,0,0,0,0,0,0
1,0.565,0.0186,0.0501,0,0,0,0,0,0
1,0.576,0.02,0.0581,0,0,0,0,0,0
0.922,0.607,0.0277,0.111,0,0,0,0,0,0.0788
0.828,0.623,0.0418,0.149,0,0,0,0,0,0.103
1,0.649,0.0683,0.192,0,0,0,0,0,0.202
0.678,0.694,0.128,0.272,0,0,0,0,0,0.484
0.333,0.651,0.107,0.196,0,0,0,0,0,0.0394
0.333,0.651,0.118,0.19,0,0,0,0,0,0.0394
0.333,0.651,0.127,0.185,0,0,0,0,0,0
0.656,0.734,0.271,0.31,0,0,0,0,0.25,0.276
0.839,0.781,0.382,0.387,0,0,0,0,0,0.197
0.667,0.756,0.343,0.34,0,0,0,0,0,0
0.744,0.819,0.405,0.446,0,0,0,0,0,0.433
0.922,0.931,0.515,0.696,0,0,0,0,0,0.0788
0.744,0.884,0.481,0.718,0,0,0,0,0,0
1,0.879,0.62,0.763,0,0,0,0,0,0.0788
1,0.95,0.984,0.878,0,0,0,0,0,0.0394
1,0.883,0.967,0.683,0,0,0,0,0,0.255
1,0.787,0.645,0.528,0,0,0,0,0,0.019
1,0.682,0.245,0.237,0,0,0,0,0,0
1,0.602,0.0689,0.0907,0,0,0,0,0,0.0985
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
0.894,0.648,0.0441,0.193,0,0,0,0,0.567,0
0.644,0.701,0.0655,0.283,0,0,0,0,0.533,0.0394
0.333,0.648,0.0506,0.19,0,0,0,0,0.183,0.118
0.333,0.651,0.0585,0.197,0,0,0,0,0,0.0394
0.333,0.651,0.0654,0.196,0,0,0,0,0,0.0394
0.333,0.651,0.0716,0.191,0,0,0,0,0,0.197
0.333,0.651,0.0762,0.186,0,0,0,0,0,0.315
0.333,0.651,0.0828,0.183,0,0,0,0,0,0.0394
0.333,0.651,0.0891,0.184,0,0,0,0,0,0.0788
0.522,0.714,0.144,0.277,0,0,0,0,0.0667,0.336
0.667,0.785,0.21,0.39,0,0,0,0,0.183,0.384
0.667,0.824,0.258,0.498,0,0,0,0,0.0667,0.0394
0.939,0.929,0.424,0.787,0,0,0,0,0.183,0.416
1,0.988,0.681,0.998,0,0,0,0,0,0.184
1,0.957,0.88,0.907,0,0,0,0,0,0
1,0.84,0.762,0.608,0,0,0,0,0,0.0394
1,0.692,0.375,0.31,0,0,0,0,0,0
1,0.627,0.135,0.16,0,0,0,0,0,0.192
1,0.603,0.0569,0.0873,0,0,0,0,0,0.118
1,0.573,0.0212,0.0547,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.591,0.0187,0.0512,0,0,0,0,0,0.125
1,0.615,0.0247,0.0726,0,0,0,0,0,0.156
1,0.673,0.0481,0.196,0,0,0,0,0.317,0.283
0.706,0.637,0.0412,0.173,0,0,0,0,0.2,0.202
0.333,0.614,0.0376,0.132,0,0,0,0,0.25,0.0788
0.333,0.651,0.0585,0.197,0,0,0,0,0,0.158
0.333,0.651,0.0654,0.196,0,0,0.274,0.246,0,0.276
0.333,0.651,0.0716,0.191,0,0,0.56,0,0,0.236
0.333,0.651,0.0762,0.186,0,0,0.382,0,0,0.0788
0.333,0.651,0.0828,0.183,0,0,0.627,0,0,0.118
0.333,0.651,0.0891,0.184,0,0,0.5,0,0,0.0394
0.439,0.689,0.123,0.24,0,0,0.818,0,0,0.118
0.667,0.785,0.21,0.39,0,0,0.274,0,0,0.158
0.667,0.824,0.258,0.498,0,0,0.239,0,0,0.0788
0.772,0.894,0.391,0.724,0,0,0.853,0,0,0.118
1,0.988,0.681,0.998,0,0,0.595,0,0,0
1,0.957,0.88,0.907,0,0,0.457,0,0,0.217
1,0.896,0.931,0.717,0,0,0.454,0,0,0
1,0.735,0.504,0.394,0,0,0.278,0,0,0
1,0.627,0.135,0.16,0,0,0,0,0,0
1,0.614,0.0637,0.0935,0,0,0,0,0,0
1,0.585,0.028,0.061,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.568,0.0166,0.0502,0,0,0,0,0,0
0.978,0.608,0.0233,0.0681,0,0,0,0,0,0
0.478,0.569,0.0176,0.057,0,0,0,0,0,0.119
0.144,0.591,0.025,0.0947,0,0,0,0,0,0.0199
0.106,0.592,0.0282,0.0958,0,0,0,0,0,0
0.333,0.651,0.0585,0.197,0,0,0,0,0,0.394
0.333,0.651,0.0654,0.196,0,0,0.197,0.246,0,0.0788
0.333,0.651,0.0716,0.191,0,0,0.454,0,0,0.158
0.333,0.651,0.0762,0.186,0,0,0.494,0,0,0.197
0.606,0.721,0.138,0.291,0,0,0.537,0,0.567,0.0788
0.667,0.737,0.162,0.317,0,0,0.508,0,0.2,0
0.478,0.695,0.129,0.251,0,0,0.145,0,0,0.0394
0.417,0.7,0.134,0.257,0,0,0,0,0,0
0.628,0.816,0.254,0.497,0,0,0.33,0.246,0,0.197
1,0.99,0.493,0.912,0,0,0.485,0,0,0
0.728,0.873,0.492,0.74,0,0,0.33,0,0,0.197
0.667,0.826,0.592,0.621,0,0,0.543,0,0,0
0.939,0.873,0.873,0.669,0,0,0.466,0,0,0
1,0.776,0.605,0.487,0,0,0.55,0,0,0
1,0.671,0.231,0.248,0,0,0.407,0,0,0.0394
1,0.6,0.0551,0.0856,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
0.811,0.565,0.0163,0.0501,0,0,0,0,0,0
0.667,0.565,0.0163,0.0501,0,0,0,0,0,0
0.644,0.614,0.0376,0.132,0,0,0,0,0,0.153
0.311,0.645,0.0554,0.187,0,0,0,0,0,0.309
0,0.565,0.0163,0.0501,0,0,0,0,0,0.21
0,0.565,0.0163,0.0501,0,0,0,0,0,0
0,0.565,0.0163,0.0501,0,0,0,0,0,0
0.0222,0.571,0.021,0.0589,0,0,0,0,0,0.0394
0.356,0.656,0.0941,0.193,0,0,0,0,0.0667,0.197
0.667,0.751,0.177,0.335,0,0,0,0,0.7,0.118
0.939,0.877,0.291,0.533,0,0,0,0,0,0.315
1,0.954,0.379,0.722,0,0,0,0,0,0.118
1,0.99,0.493,0.912,0,0,0,0,0.0667,0.236
1,0.988,0.681,0.998,0,0,0,0,0.183,0
1,0.957,0.88,0.907,0,0,0,0,0,0.0394
1,0.84,0.762,0.608,0,0,0,0,0,0
1,0.692,0.375,0.31,0,0,0,0,0,0
1,0.578,0.0489,0.0803,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.633,0.0391,0.167,0,0,0,0,0.517,0.671
0.622,0.622,0.0361,0.147,0,0,0,0,0,0.349
0.333,0.565,0.0163,0.0501,0,0,0,0,0,0
0.333,0.565,0.0163,0.0501,0,0,0,0,0,0
0.333,0.565,0.0163,0.0501,0,0,0,0,0,0
0.333,0.565,0.0163,0.0501,0,0,0,0,0,0
0.333,0.565,0.0163,0.0501,0,0,0,0,0,0
0.333,0.565,0.0163,0.0501,0,0,0,0,0,0
0.333,0.571,0.0212,0.0591,0,0,0,0,0,0.0394
0.333,0.658,0.0965,0.193,0,0,0,0,0,0.0788
0.333,0.675,0.113,0.22,0,0,0.365,0.246,0,0.118
0.356,0.704,0.146,0.291,0,0,0.417,0,0.0667,0.118
0.644,0.839,0.322,0.604,0,0,0,0,0.183,0.0788
0.522,0.784,0.381,0.546,0,0,0,0,0,0.197
0.856,0.897,0.77,0.769,0,0,0,0,0,0.0394
0.978,0.889,0.911,0.704,0,0,0,0,0.25,0.12
0.689,0.697,0.387,0.321,0,0,0,0,0,0.235
1,0.671,0.231,0.248,0,0,0,0,0,0.574
1,0.603,0.0593,0.0873,0,0,0,0,0,0
1,0.577,0.0273,0.0568,0,0,0,0,0,0
1,0.565,0.0186,0.0501,0,0,0,0,0,0
1,0.565,0.0186,0.0501,0,0,0,0,0,0
1,0.599,0.0211,0.0515,0,0,0,0,0,0.0788
1,0.622,0.0254,0.0837,0,0,0,0,0,0.0948
1,0.677,0.0438,0.219,0,0,0,0,0,0.0394
1,0.713,0.073,0.303,0,0,0,0,0,0.197
0.922,0.756,0.138,0.372,0.26,0.233,0,0,0,0.314
0.667,0.737,0.161,0.345,0.736,0.3,0,0,0.733,0
0.589,0.717,0.173,0.307,0.227,0,0,0,0.3,0.0394
0.578,0.714,0.193,0.291,0,0,0,0,0.25,0
0.339,0.652,0.128,0.187,0,0,0,0,0,0.197
0.411,0.671,0.175,0.213,0,0,0,0,0,0
0.339,0.652,0.166,0.186,0,0,0,0,0,0.0788
0.578,0.733,0.303,0.304,0,0,0,0,0,0.0394
0.994,0.903,0.534,0.577,0,0,0.239,0.246,0,0.158
1,0.963,0.558,0.755,0,0,0,0,0,0.0394
0.756,0.887,0.479,0.712,0,0,0,0,0,0.0394
0.667,0.845,0.55,0.683,0,0,0,0,0,0.118
0.667,0.822,0.662,0.602,0,0,0,0,0,0
0.667,0.777,0.651,0.472,0,0,0,0,0,0.147
0.422,0.671,0.325,0.273,0,0,0,0,0,0
0.578,0.623,0.132,0.143,0,0,0,0,0,0
0.806,0.613,0.065,0.0865,0,0,0,0,0,0
0.667,0.612,0.0369,0.0629,0,0,0,0,0,0
0.667,0.577,0.0221,0.0524,0,0,0,0,0,0
0.667,0.565,0.0186,0.0501,0,0,0,0,0,0
0.667,0.565,0.0186,0.0501,0,0,0,0,0,0
0.828,0.587,0.0216,0.0667,0,0,0,0,0,0.118
0.922,0.607,0.0277,0.111,0,0,0,0,0,0
0.667,0.623,0.0418,0.149,0,0,0,0,0,0.146
0.994,0.732,0.118,0.331,0,0,0,0,0,0.197
1,0.737,0.161,0.345,0,0,0,0,0,0.33
0.922,0.717,0.173,0.307,0,0,0,0,0,0.59
0.667,0.714,0.193,0.291,0,0,0,0,0,0.277
0.667,0.737,0.234,0.319,0,0,0,0,0,0.295
0.667,0.737,0.27,0.315,0,0,0,0,0,0.523
0.667,0.737,0.309,0.318,0,0,0,0,0,0.236
0.911,0.756,0.343,0.34,0,0,0,0,0.233,0.0788
1,0.878,0.493,0.539,0,0,0,0,0.283,0.0394
0.922,0.931,0.515,0.696,0,0,0,0,0,0.276
0.667,0.851,0.43,0.645,0,0,0,0,0,0.236
0.744,0.877,0.617,0.758,0,0,0,0,0,0
1,0.95,0.984,0.878,0,0,0,0,0,0
1,0.883,0.967,0.683,0,0,0,0,0,0
1,0.734,0.504,0.407,0,0,0,0,0,0
1,0.623,0.132,0.143,0,0,0,0,0,0
0.756,0.599,0.054,0.0785,0,0,0,0,0,0
0.667,0.565,0.0163,0.0501,0,0,0,0,0,0
0.856,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
0.978,0.588,0.0184,0.0511,0,0,0,0,0,0.188
0.667,0.565,0.0163,0.0501,0,0,0,0,0,0
0.667,0.599,0.0277,0.108,0,0,0,0,0,0.217
0.644,0.63,0.0399,0.162,0,0,0,0,0,0.241
0.333,0.614,0.0376,0.132,0,0,0,0,0,0.236
0.333,0.651,0.0585,0.197,0,0,0,0,0.25,0
0.333,0.651,0.0654,0.196,0,0,0,0,0,0
0.333,0.651,0.0716,0.191,0,0,0.586,0.246,0,0.0788
0.333,0.651,0.0762,0.186,0,0,0.376,0,0,0.118
0.356,0.651,0.0828,0.183,0,0,0.365,0,0,0
0.478,0.651,0.0891,0.184,0,0,0.229,0,0.25,0.0394
0.333,0.658,0.0965,0.193,0,0,0,0,0,0.197
0.167,0.616,0.0599,0.127,0,0,0,0,0,0
0.167,0.625,0.0712,0.148,0,0,0,0,0,0
0.522,0.789,0.277,0.515,0,0,0,0,0,0.0394
0.667,0.847,0.459,0.682,0.675,0.533,0,0,0,0.236
0.667,0.826,0.592,0.621,0.581,0,0,0,0,0
0.689,0.705,0.398,0.333,0.698,0.8,0,0,0,0.118
1,0.692,0.375,0.31,0.419,0,0,0,0,0
1,0.627,0.135,0.16,0,0,0,0,0,0
0.917,0.618,0.0655,0.0952,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.573,0.0189,0.0639,0,0,0,0,0,0
1,0.707,0.0675,0.292,0,0,0,0,0,0.118
0.728,0.662,0.056,0.215,0,0,0,0,0,0.236
0.644,0.651,0.0585,0.197,0,0,0,0,0,0
0.333,0.651,0.0654,0.196,0,0,0,0,0,0
0.333,0.651,0.0716,0.191,0,0,0,0,0,0
0.333,0.651,0.0762,0.186,0,0,0,0,0,0.0394
0.333,0.651,0.0828,0.183,0,0,0,0,0,0.0788
0.333,0.651,0.0891,0.184,0,0,0,0,0,0.0788
0.333,0.658,0.0965,0.193,0,0,0,0,0,0.315
0.333,0.675,0.113,0.22,0,0,0,0,0,0.276
0.461,0.747,0.188,0.371,0,0,0,0,0,0.0394
1,0.99,0.493,0.912,0.403,0.533,0,0,0,0.248
1,0.988,0.681,0.998,0.192,0,0,0,0,0
0.978,0.909,0.76,0.807,0,0,0,0,0,0
0.667,0.675,0.321,0.272,0,0,0,0,0,0.0788
0.772,0.649,0.246,0.227,0,0,0,0,0,0
1,0.627,0.135,0.16,0,0,0,0,0,0.0788
1,0.592,0.0398,0.0717,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.568,0.0163,0.0501,0,0,0,0,0,0.0788
0.811,0.585,0.0166,0.0501,0,0,0,0,0,0
0.667,0.565,0.0163,0.0501,0,0,0,0,0,0
0.667,0.603,0.029,0.115,0,0,0,0,0,0.132
0.667,0.707,0.0675,0.292,0,0,0,0,0,0.713
0.667,0.662,0.056,0.215,0,0,0,0,0.25,0.277
0.667,0.651,0.0585,0.197,0,0,0,0,0,0.0394
0.667,0.699,0.0948,0.278,0,0,0,0,0,0
0.667,0.737,0.127,0.331,0,0,0,0,0,0.158
0.667,0.737,0.136,0.321,0,0,0,0,0,0.213
0.561,0.709,0.127,0.274,0,0,0,0,0,0.333
0.333,0.651,0.0891,0.184,0,0,0,0,0,0
0.439,0.689,0.123,0.24,0,0,0,0,0,0
0.667,0.785,0.21,0.39,0.396,0.533,0,0,0,0.251
0.667,0.824,0.258,0.498,0.476,0,0,0,0,0.354
0.856,0.93,0.436,0.802,0,0,0,0,0.25,0.0394
0.894,0.866,0.457,0.717,0.393,0.567,0,0,0,0.0788
0.667,0.696,0.304,0.336,0.436,0.233,0,0,0,0.0788
0.667,0.619,0.152,0.163,0,0,0,0,0,0
0.667,0.565,0.0163,0.0501,0,0,0,0,0,0
0.667,0.565,0.0163,0.0501,0,0,0,0,0,0
0.75,0.565,0.0163,0.0501,0,0,0,0,0,0
0.667,0.565,0.0163,0.0501,0,0,0,0,0,0
0.667,0.565,0.0163,0.0501,0,0,0,0,0,0
0.667,0.565,0.0163,0.0501,0,0,0,0,0,0
0.856,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.599,0.0277,0.108,0,0,0,0,0,0.0788
0.894,0.636,0.0419,0.171,0,0,0,0,0,0.121
0.667,0.648,0.0506,0.19,0,0,0,0,0,0.29
0.772,0.727,0.0988,0.328,0,0,0,0,0,0.0992
1,0.822,0.164,0.489,0,0,0,0,0,0.467
0.728,0.752,0.136,0.358,0,0,0,0,0,0.514
0.667,0.737,0.136,0.321,0,0,0,0,0,0.231
0.561,0.666,0.094,0.207,0,0,0,0,0.25,0.118
0.144,0.602,0.0467,0.107,0,0,0,0,0,0
0.0833,0.586,0.0349,0.0837,0,0,0,0,0,0
0.272,0.657,0.0977,0.193,0,0,0,0,0.517,0.158
0.711,0.851,0.287,0.56,0,0,0,0,0,0
1,0.99,0.493,0.912,0,0,0,0,0,0.0394
0.917,0.953,0.617,0.919,0,0,0,0,0,0.118
1,0.957,0.88,0.907,0,0,0,0,0,0.0394
1,0.84,0.762,0.608,0,0,0,0,0,0
1,0.687,0.363,0.299,0,0,0,0,0,0.166
1,0.565,0.0163,0.0501,0,0,0,0,0,0
0.917,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.565,0.0163,0.0501,0,0,0,0,0,0
1,0.568,0.017,0.0524,0,0,0,0,0,0.0788
0.978,0.649,0.0422,0.175,0,0,0,0,0,0.551
0.478,0.591,0.025,0.0947,0,0,0,0,0,0.337
0.333,0.614,0.0376,0.132,0,0,0,0,0,0.133
0.333,0.651,0.0585,0.197,0,0,0,0,0,0.0394
0.333,0.651,0.0654,0.196,0,0,0,0,0,0.0394
0.333,0.651,0.0716,0.191,0,0,0.101,0.0702,0,0.0394
0.333,0.651,0.0762,0.186,0,0,0.462,0.175,0,0
0.333,0.651,0.0828,0.183,0,0,0,0,0,0.0394
0.333,0.651,0.0891,0.184,0,0,0,0,0,0.236
0.356,0.665,0.102,0.203,0,0,0,0,0,0.158
0.667,0.785,0.21,0.39,0,0,0,0,0,0.158
0.772,0.868,0.3,0.578,0,0,0,0,0.0667,0.182
1,0.99,0.493,0.912,0,0,0,0,0.45,0.118
1,0.988,0.681,0.998,0,0,0,0,0,0.235
1,0.957,0.88,0.907,0,0,0,0,0,0.0788
1,0.896,0.931,0.717,0,0,0,0,0,0.196
1,0.751,0.53,0.439,0,0,0,0,0,0.395
1,0.685,0.249,0.264,0,0,0,0,0,0.0774
1,0.588,0.049,0.0793,0,0,0,0,0,0.119
1,0.565,0.0186,0.0501,0,0,0,0,0,0
1,0.565,0.0186,0.0501,0,0,0,0,0,0
1,0.565,0.0186,0.0501,0,0,0,0,0,0
1,0.565,0.0186,0.0501,0,0,0,0,0,0
1,0.565,0.0186,0.0501,0,0,0,0,0,0
