occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,hot_water_showers
0.8,0.164,0.164,0,0,0,0,0.337,0.621,0.19,0,0,0.176,0.152
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0894,0.0894,0,0,0,0,0.337,0.593,0.0591,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0361,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.157,0.0178
1,0.0506,0.0506,0,0,0,0,0.337,0.589,0.0184,0,0,0.216,0.316
1,0.0698,0.0698,0,0,0,0,0.337,0.589,0.022,0,0,0.118,0.172
1,0.172,0.172,0.183,0,0,0,0.253,0.633,0.0394,0,0,0.223,0.325
1,0.289,0.289,1,0,0,0,0.168,0.704,0.0682,0,0,0.19,0.277
1,0.391,0.391,1,0,0,0,0.0842,0.766,0.104,0,0,0.423,0.459
1,0.402,0.402,0.4,0,0,0,0.0842,0.766,0.123,0,0,0.105,0.1
0.6,0.306,0.306,0,0,0,0,0.168,0.715,0.107,0,0,0.206,0.143
0.4,0.213,0.213,0,0,0,0,0.253,0.664,0.0837,0,0.146,0.225,0.17
0.4,0.208,0.208,0,0,0.717,0.39,0.253,0.664,0.0879,0,0.516,0.442,0.435
0.4,0.206,0.206,0,0,0,0.441,0.253,0.664,0.0982,0,0,0.183,0.108
0.4,0.129,0.129,0,0,0,0,0.337,0.613,0.0596,0,0,0.325,0
0.4,0.138,0.138,0.25,0,0,0,0.337,0.621,0.0653,0,0,0.265,0.0188
0.8,0.491,0.491,0,0,0,0,0.0842,0.844,0.265,0,0,0.306,0.394
0.8,0.648,0.648,0,0,0,0,0.0842,0.891,0.325,0,0,0.0722,0
0.6,0.607,0.607,0.183,0,0,0,0.168,0.82,0.331,0,0,0.228,0.0174
0.8,0.803,0.803,1,0,0,0,0.0842,0.891,0.609,0,0,0.312,0.0871
0.8,0.668,0.668,0.1,0,0,0,0.0842,0.86,0.752,0,0,0.121,0.0184
0.8,0.506,0.506,0,0,0,0,0.0842,0.798,0.712,0,0,0.204,0.244
0.8,0.244,0.244,0,0,0,0,0.253,0.648,0.224,0,0,0.183,0.162
1,0.129,0.129,0,0,0,0,0.253,0.625,0.102,0,0,0.0703,0.103
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.148,0.163
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.013,0.019
1,0.0506,0.0506,0.25,0,0,0,0.337,0.589,0.0184,0,0,0.065,0.0949
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.129,0.188
1,0.129,0.129,0,0,0,0,0.337,0.609,0.0333,0,0,0.25,0.26
0.8,0.135,0.135,0,0,0,0,0.337,0.613,0.038,0,0,0.292,0.321
0.6,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
0.6,0.135,0.135,0.25,0,0,0,0.337,0.613,0.0462,0,0,0.325,0
0.6,0.213,0.213,0,0,0,0,0.253,0.664,0.0837,0,0,0.301,0.0181
0.6,0.287,0.287,0,0,0,0,0.168,0.715,0.124,0,0,0.388,0.254
0.6,0.284,0.284,0,0,0,0,0.168,0.715,0.139,0,0,0.572,0.127
0.6,0.289,0.289,0,0,0,0,0.168,0.715,0.147,0,0,0.18,0
0.4,0.226,0.226,0,0,0,0,0.253,0.68,0.115,0,0,0.253,0
0.6,0.381,0.381,0.25,0,0,0,0.168,0.774,0.203,0,0,0.216,0
0.8,0.648,0.648,0,0,0,0,0.0842,0.891,0.325,0,0,0.108,0
0.8,0.793,0.793,0,0,0,0,0.0842,0.907,0.436,0,0,0.469,0
0.6,0.614,0.614,0,0,0,0,0.168,0.809,0.461,0,0,0,0
1,0.668,0.668,0,0,0,0,0.0842,0.86,0.752,0,0,0.115,0.115
1,0.506,0.506,0,0,0,0,0.0842,0.798,0.712,0,0,0.0846,0.0182
1,0.244,0.244,0,0,0,0,0.253,0.648,0.224,0,0,0.162,0.237
1,0.0894,0.0894,0,0,0,0,0.337,0.593,0.0591,0,0,0,0
1,0.0644,0.0644,0,0,0,0,0.337,0.589,0.0318,0,0,0,0
1,0.0545,0.0545,0,0,0,0,0.337,0.589,0.022,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.337,0.589,0.0173,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0115,0.0168
1,0.0506,0.0506,0,0,0,0,0.337,0.589,0.0184,0,0,0.14,0.204
0.8,0.0698,0.0698,0.25,0,0,0,0.337,0.589,0.022,0,0,0.0866,0.126
1,0.172,0.172,0,0,0,0,0.253,0.633,0.0394,0,0,0.391,0.571
0.8,0.209,0.209,0.25,0,0,0,0.253,0.656,0.0508,0,0,0.527,0.453
0.8,0.22,0.22,0,0.733,0,0,0.253,0.664,0.06,0.62,0,0.177,0.206
0.8,0.314,0.314,0.183,0.883,0.25,0,0.168,0.715,0.096,0.349,0.194,0.345,0.384
1,0.477,0.477,0.0667,0,0.95,0.153,0,0.818,0.168,0,0.259,0.443,0.488
0.8,0.377,0.377,0,0,0,0.678,0.0842,0.766,0.152,0,0,0.232,0.234
0.8,0.366,0.366,0,0,0,0,0.0842,0.766,0.16,0,0,0.422,0.51
0.4,0.206,0.206,0,0,0,0,0.253,0.664,0.0982,0,0,0.361,0.158
0.4,0.209,0.209,0,0,0,0,0.253,0.664,0.103,0,0,0.1,0.0935
0.4,0.226,0.226,0,0.483,0,0,0.253,0.68,0.115,0.34,0,0,0
0.6,0.381,0.381,0.183,0.317,0,0,0.168,0.774,0.203,0.723,0,0.144,0
0.6,0.498,0.498,0.0667,0.233,0,0,0.168,0.809,0.248,0.397,0,0.0361,0
0.8,0.793,0.793,0,0.3,0,0,0.0842,0.907,0.436,0.576,0,0.26,0.116
0.6,0.426,0.426,0,0.267,0,0,0.253,0.726,0.313,0.686,0,0.289,0
0.8,0.513,0.513,0,0,0,0,0.168,0.785,0.568,0.305,0,0.18,0
1,0.392,0.392,0,0,0,0,0.168,0.739,0.538,0,0,0.0722,0
1,0.244,0.244,0,0,0,0,0.253,0.648,0.224,0,0,0.144,0
1,0.129,0.129,0,0,0,0,0.253,0.625,0.102,0,0,0,0
1,0.0792,0.0792,0,0,0,0,0.253,0.617,0.0562,0,0,0.069,0.101
1,0.0594,0.0594,0,0,0,0,0.253,0.617,0.0336,0,0,0.0361,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0361,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.138,0.202
1,0.129,0.129,0,0,0,0,0.337,0.609,0.0367,0,0,0.122,0.178
0.8,0.22,0.22,0.25,0,0,0,0.253,0.664,0.0841,0,0,0.0604,0.0881
0.6,0.226,0.226,0,0,0,0,0.253,0.664,0.108,0,0,0.131,0.192
0.6,0.306,0.306,0,0,0,0,0.168,0.715,0.18,0,0,0.549,0.328
0.6,0.295,0.295,0,0,0,0,0.168,0.715,0.197,0,0,0.366,0.192
0.6,0.287,0.287,0,0.533,0,0,0.168,0.715,0.211,0.647,0,0.242,0.195
0.6,0.284,0.284,0,0,0,0,0.168,0.715,0.248,0.408,0,0.133,0.194
0.6,0.289,0.289,0,0,0,0,0.168,0.715,0.283,0.45,0,0.0989,0.144
0.6,0.226,0.226,0.25,0,0,0,0.253,0.68,0.213,0,0,0.313,0.194
0.6,0.27,0.27,0,0,0,0,0.253,0.703,0.223,0,0,0.144,0
0.6,0.498,0.498,0,0.15,0,0,0.168,0.809,0.337,0.11,0,0.0361,0
0.8,0.793,0.793,0,0.65,0,0,0.0842,0.907,0.521,0.709,0,0.253,0
0.8,0.803,0.803,0,0,0,0,0.0842,0.891,0.684,0.199,0,0.216,0
0.8,0.668,0.668,0,0,0,0,0.0842,0.86,0.804,0,0,0.253,0
0.8,0.278,0.278,0,0,0,0,0.253,0.68,0.38,0,0,0.108,0
0.8,0.244,0.244,0,0,0,0,0.253,0.648,0.244,0,0,0.189,0.171
1,0.129,0.129,0,0,0,0,0.253,0.625,0.117,0,0,0.0361,0
1,0.0644,0.0644,0,0,0,0,0.337,0.589,0.0372,0,0,0.186,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.111,0.111,0,0,0,0,0.337,0.597,0.0269,0,0,0,0
0.8,0.129,0.129,0.25,0,0,0,0.337,0.609,0.0367,0,0,0.335,0.489
1,0.306,0.306,0,0,0,0,0.168,0.715,0.117,0,0,0.147,0.162
0.8,0.402,0.402,0,0,0,0,0.0842,0.766,0.197,0,0,0.0722,0
0.2,0.135,0.135,0,0,0,0,0.337,0.613,0.0722,0,0,0.0722,0
0.2,0.131,0.131,0,0,0,0,0.337,0.613,0.0779,0,0,0.144,0
0.2,0.129,0.129,0.1,0,0,0,0.337,0.613,0.0825,0,0,0.108,0
0.2,0.128,0.128,0.15,0,0,0,0.337,0.613,0.0949,0,0,0.18,0
0.6,0.289,0.289,0,0,0,0,0.168,0.715,0.283,0,0,0.253,0
0.6,0.314,0.314,0,0,0,0,0.168,0.739,0.31,0,0,0.216,0
0.6,0.381,0.381,0,0,0,0,0.168,0.774,0.326,0,0,0.18,0
1,0.798,0.798,0,0,0,0,0,0.973,0.549,0,0,0.0722,0
0.8,0.793,0.793,0,0,0,0,0.0842,0.907,0.521,0,0,0.144,0
1,0.803,0.803,0,0,0,0,0.0842,0.891,0.684,0,0,0.108,0
1,0.668,0.668,0,0,0,0,0.0842,0.86,0.804,0,0,0.208,0.198
1,0.506,0.506,0,0,0,0,0.0842,0.798,0.742,0,0,0.251,0.208
1,0.439,0.439,0,0,0,0,0.0842,0.735,0.47,0,0,0.227,0.173
1,0.169,0.169,0,0,0,0,0.168,0.657,0.167,0,0,0.405,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0.183,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.233,0.233,0.0667,0,0,0,0.168,0.668,0.0512,0,0,0,0
0.8,0.289,0.289,0.683,0,0,0,0.168,0.704,0.0682,0,0,0,0
0.6,0.22,0.22,1,0,0,0,0.253,0.664,0.06,0,0,0.119,0.173
0.4,0.138,0.138,1,0,0,0,0.337,0.613,0.0426,0,0,0,0
0.4,0.135,0.135,1,0,0,0,0.337,0.613,0.0462,0,0,0.0361,0
0.4,0.213,0.213,1,0,0,0,0.253,0.664,0.0837,0,0,0.0361,0
0.2,0.129,0.129,0.5,0,0,0,0.337,0.613,0.0519,0,0,0.144,0
0.4,0.128,0.128,0,0,0,0,0.337,0.613,0.057,0,0,0.216,0
0.4,0.129,0.129,0,0,0,0,0.337,0.613,0.0596,0,0,0.157,0.0182
0.6,0.314,0.314,0.683,0,0,0,0.168,0.739,0.164,0,0,0.252,0.21
0.6,0.381,0.381,0.35,0,0,0,0.168,0.774,0.203,0,0,0.234,0.184
0.6,0.498,0.498,0.517,0,0,0,0.168,0.809,0.248,0,0,0.306,0.236
0.8,0.607,0.607,0,0,0,0,0.168,0.82,0.331,0,0,0.203,0.139
0.8,0.803,0.803,0.433,0,0,0,0.0842,0.891,0.609,0,0,0.22,0.268
1,0.823,0.823,0.85,0,0,0,0,0.934,0.936,0,0,0.234,0.288
1,0.506,0.506,0,0,0,0,0.0842,0.798,0.712,0,0,0.148,0.163
1,0.342,0.342,0,0,0,0,0.168,0.692,0.328,0,0,0.301,0.175
1,0.169,0.169,0,0,0,0,0.168,0.657,0.146,0,0,0.184,0.268
1,0.0792,0.0792,0,0,0,0,0.253,0.617,0.0477,0,0,0.149,0.164
1,0.0545,0.0545,0,0,0,0,0.337,0.589,0.022,0,0,0.215,0.109
1,0.0495,0.0495,0,0,0,0,0.337,0.589,0.0173,0,0,0.396,0.15
1,0.0495,0.0495,0,0,0,0,0.337,0.589,0.0163,0,0,0.113,0.165
1,0.0506,0.0506,0,0,0,0,0.337,0.589,0.0184,0,0,0.328,0.267
1,0.0698,0.0698,0,0,0,0,0.337,0.589,0.022,0,0,0.329,0.48
1,0.172,0.172,0.517,0,0,0,0.253,0.633,0.0394,0,0,0.092,0.134
0.8,0.129,0.129,0.183,0,0,0,0.337,0.609,0.0333,0,0,0,0
0.6,0.135,0.135,0.0667,0,0,0,0.337,0.613,0.038,0,0,0.229,0.0185
0.6,0.226,0.226,0,0,0.25,0,0.253,0.664,0.0693,0,0.367,0.382,0.452
0.6,0.22,0.22,0.183,0,1,0,0.253,0.664,0.0765,0,0.401,0.269,0.129
0.6,0.213,0.213,0.0667,0,0.433,0.542,0.253,0.664,0.0837,0,0.293,0.216,0
0.6,0.208,0.208,0,0,0,0,0.253,0.664,0.0879,0,0.554,0.289,0
0.6,0.206,0.206,0,0,0,0,0.253,0.664,0.0982,0,0.409,0.0361,0
0.4,0.209,0.209,0,0,0,0,0.253,0.664,0.103,0,0.564,0.253,0
0.4,0.226,0.226,0,0,0,0,0.253,0.68,0.115,0,0.451,0.0722,0
0.6,0.381,0.381,0,0,0,0,0.168,0.774,0.203,0,0.649,0.144,0
0.6,0.349,0.349,0,0,0,0,0.253,0.726,0.17,0,0.651,0.18,0
0.4,0.421,0.421,0,0,0,0,0.253,0.734,0.226,0,0.371,0.184,0.163
0.8,0.803,0.803,0,0,0,0,0.0842,0.891,0.609,0,0.503,0.167,0.139
0.6,0.513,0.513,0,0,0,0,0.168,0.785,0.568,0,0.31,0.108,0
0.8,0.506,0.506,0,0,0,0,0.0842,0.798,0.712,0,0.351,0.216,0
0.8,0.147,0.147,0,0,0,0,0.337,0.605,0.12,0,0,0.0361,0
0.8,0.0894,0.0894,0,0,0,0,0.337,0.593,0.0591,0,0,0.197,0.287
0.8,0.0644,0.0644,0,0,0,0,0.337,0.589,0.0318,0,0,0,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0698,0.0698,0,0,0,0,0.337,0.589,0.022,0,0,0,0
0.6,0.111,0.111,0,0,0,0,0.337,0.597,0.0276,0,0,0.0725,0.106
0.4,0.209,0.209,0,0,0,0,0.253,0.656,0.0508,0,0,0.0485,0.0182
0.2,0.135,0.135,0,0,0,0,0.337,0.613,0.038,0,0,0.201,0.24
0.4,0.226,0.226,0,0,0,0,0.253,0.664,0.0693,0,0.249,0,0
0.4,0.22,0.22,0,0,0.967,0.136,0.253,0.664,0.0765,0,0.572,0.108,0
0.4,0.213,0.213,0,0,0,0.407,0.253,0.664,0.0837,0,0.586,0.216,0
0.4,0.208,0.208,0.183,0,0,0,0.253,0.664,0.0879,0,0.522,0.18,0
0.6,0.284,0.284,1,0,0,0,0.168,0.715,0.139,0,0.462,0.144,0
0.6,0.289,0.289,0.1,0,0,0,0.168,0.715,0.147,0,0.701,0.0722,0
0.4,0.226,0.226,0,0,0,0,0.253,0.68,0.115,0,0,0.0722,0
0.4,0.27,0.27,0,0,0,0,0.253,0.703,0.14,0,0.259,0.18,0
0.6,0.498,0.498,0,0,1,0,0.168,0.809,0.248,0,0.596,0.144,0
0.8,0.793,0.793,0,0,0.933,0.169,0.0842,0.907,0.436,0,0.504,0.18,0
0.6,0.614,0.614,0,0,0,0.661,0.168,0.809,0.461,0,0.706,0.0361,0
0.6,0.513,0.513,0,0,0,0,0.168,0.785,0.568,0,0.507,0.299,0.279
1,0.621,0.621,0,0,0,0,0,0.857,0.887,0,0.516,0.0488,0.0185
1,0.342,0.342,0,0,0,0,0.168,0.692,0.328,0,0.545,0.172,0.0927
1,0.129,0.129,0,0,0,0,0.253,0.625,0.102,0,0,0.0722,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0361,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.216,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
0.8,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
0.8,0.135,0.135,0,0,0,0,0.337,0.613,0.038,0,0,0.17,0.247
0.6,0.226,0.226,0,0,0,0,0.253,0.664,0.0693,0,0,0.417,0.609
0.2,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.162,0.236
0.2,0.131,0.131,0,0,0,0,0.337,0.613,0.0498,0,0,0.149,0.164
0.2,0.129,0.129,0,0,0,0,0.337,0.613,0.0519,0,0,0.429,0.205
0.2,0.128,0.128,0,0,0,0,0.337,0.613,0.057,0,0.145,0,0
0.4,0.129,0.129,0.25,0,0.717,0.136,0.337,0.613,0.0596,0,0.759,0.0722,0
0.6,0.314,0.314,0,0,0,0.407,0.168,0.739,0.164,0,0.825,0.18,0
0.8,0.491,0.491,0,0,0,0,0.0842,0.844,0.265,0,0.626,0.325,0
1,0.798,0.798,0,0,0,0,0,0.973,0.402,0,0.523,0.108,0
0.8,0.793,0.793,0.683,0,0,0,0.0842,0.907,0.436,0,0,0.216,0
0.8,0.803,0.803,0.35,0,0,0,0.0842,0.891,0.609,0,0,0.407,0.225
1,0.823,0.823,0,0,0,0,0,0.934,0.936,0,0,0.299,0.174
1,0.506,0.506,0,0,0,0,0.0842,0.798,0.712,0,0,0.273,0.136
1,0.342,0.342,0,0,0,0,0.168,0.692,0.328,0,0,0.253,0.369
1,0.0894,0.0894,0,0,0,0,0.337,0.593,0.0591,0,0,0,0
1,0.0644,0.0644,0,0,0,0,0.337,0.589,0.0318,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0
1,0.0495,0.0495,0.183,0,0,0,0.421,0.562,0.0159,0,0,0.0107,0.0155
1,0.172,0.172,0.0667,0,0,0,0.253,0.633,0.0394,0,0,0.142,0.207
0.8,0.129,0.129,0,0,0,0,0.337,0.609,0.0333,0,0,0,0
0.6,0.0495,0.0495,0,0.483,0,0,0.421,0.562,0.0159,0.447,0,0.176,0.256
0.4,0.138,0.138,0,0.317,0,0,0.337,0.613,0.0426,0.155,0,0.0361,0
0.4,0.135,0.135,0,0,0,0,0.337,0.613,0.0462,0,0,0.289,0
0.4,0.131,0.131,0,0,0,0,0.337,0.613,0.0498,0,0,0.0361,0
0.4,0.129,0.129,0,0,0,0,0.337,0.613,0.0519,0,0,0,0
0.4,0.128,0.128,0,0,0,0,0.337,0.613,0.057,0,0,0,0
0.4,0.129,0.129,0,0,0,0,0.337,0.613,0.0596,0,0,0.0361,0
0.4,0.226,0.226,0,0,0.25,0,0.253,0.68,0.115,0,0.201,0.18,0
0.4,0.27,0.27,0,0,0.467,0.542,0.253,0.703,0.14,0,0.462,0.289,0
0.4,0.349,0.349,0.25,0,0,0,0.253,0.726,0.17,0,0,0.253,0
0.6,0.607,0.607,0,0,0,0,0.168,0.82,0.331,0,0,0.397,0
0.6,0.614,0.614,0,0,0,0,0.168,0.809,0.461,0,0,0.18,0
0.8,0.668,0.668,0.183,0,0,0,0.0842,0.86,0.752,0,0,0.108,0
0.8,0.506,0.506,1,0,0,0,0.0842,0.798,0.712,0,0,0.223,0.272
0.6,0.147,0.147,0.1,0,0,0,0.337,0.605,0.12,0,0,0.504,0.366
0.8,0.129,0.129,0,0,0,0,0.253,0.625,0.102,0,0,0.0361,0
0.8,0.0644,0.0644,0,0,0,0,0.337,0.589,0.0372,0,0,0,0
1,0.0545,0.0545,0,0,0,0,0.337,0.589,0.0258,0,0,0.209,0.305
1,0.0495,0.0495,0,0,0,0,0.337,0.589,0.0207,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0
1,0.0506,0.0506,0,0,0,0,0.337,0.589,0.0202,0,0,0,0
1,0.0698,0.0698,0,0,0,0,0.337,0.589,0.0217,0,0,0.108,0.158
1,0.172,0.172,0,0,0,0,0.253,0.633,0.0356,0,0,0,0
1,0.209,0.209,0,0.15,0,0,0.253,0.656,0.0552,0.147,0,0.233,0.13
1,0.306,0.306,0.35,1,0,0,0.168,0.715,0.117,0.443,0,0.144,0
0.8,0.314,0.314,0.933,1,0,0,0.168,0.715,0.153,0,0,0.144,0
0.8,0.391,0.391,0.25,0.55,0,0,0.0842,0.766,0.235,0,0,0.346,0.137
0.6,0.295,0.295,0,0,0,0,0.168,0.715,0.197,0,0,0.395,0.313
0.2,0.129,0.129,0,0,0,0,0.337,0.613,0.0825,0,0,0.0568,0.0829
0.2,0.128,0.128,0,0,0,0,0.337,0.613,0.0949,0,0,0,0
0.4,0.209,0.209,0,0,0,0,0.253,0.664,0.194,0,0.042,0.108,0
0.6,0.314,0.314,0,0,0.667,0,0.168,0.739,0.31,0,0.53,0,0
0.6,0.381,0.381,0,0,1,0,0.168,0.774,0.326,0,0,0.144,0
0.6,0.498,0.498,0,0,0.267,0.542,0.168,0.809,0.337,0,0,0.253,0
0.4,0.421,0.421,0,0,0,0,0.253,0.734,0.27,0,0,0.0361,0
0.8,0.614,0.614,0,0,0,0,0.168,0.809,0.518,0,0,0.475,0
0.8,0.513,0.513,0,0,0,0,0.168,0.785,0.607,0,0,0.382,0.557
0.8,0.392,0.392,0,0,0,0,0.168,0.739,0.561,0,0,0.504,0.314
0.6,0.147,0.147,0,0,0,0,0.337,0.605,0.131,0,0,0,0
0.8,0.0894,0.0894,0,0,0,0,0.337,0.593,0.0676,0,0,0,0
