occupants,lighting_interior,lighting_exterior,cooking_range,refrigerator,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,plug_loads_tv,plug_loads_other,hot_water_fixtures,lighting_garage,lighting_exterior_holiday,ceiling_fan,outage,heating_season,cooling_season,natural_ventilation,water_heater_setpoint
0.333,0.145,0.23,0,0.8,0,0,0.497,0,0,0.163,0.491,0.0949,0.23,0,0.248,0,1,1,1,125
0.667,0.232,0.221,0,0.84,0,0,0.562,0,0,0.172,0.525,0.0949,0.221,0,0.233,0,1,1,1,125
0.333,0.14,0.258,0,0.84,0,0,0.674,0,0,0.194,0.495,0.38,0.258,0,0.258,0,1,1,1,125
0.333,0.14,0.285,0,0.84,0,0,0.552,0,0,0.205,0.491,0,0.285,0,0.267,0,1,1,1,125
0.333,0.14,0.294,0,0.82,0,0,0.351,0,0,0.23,0.499,0.0475,0.294,0,0.27,0,1,1,1,125
0.333,0.141,0.359,0.233,0.88,0,0,0.47,0,0,0.287,0.507,0.285,0.359,0,0.291,0,1,1,1,125
0.667,0.241,0.488,0,0.96,0,0,0.723,0,0,0.352,0.582,0.142,0.488,0,0.411,0,1,1,1,125
1,0.375,0.58,0,1,0,0,0,0,0,0.474,0.653,0,0.58,0,0.58,0,1,1,1,125
1,0.456,0.616,0,0.96,0,0,0,0,0,0.664,0.616,0.142,0.616,0,0.616,0,1,1,1,125
1,0.583,0.653,0,0.94,0,0,0,0,0,0.82,0.579,0,0.653,0,0.653,0,1,1,1,125
1,0.271,0.635,0,0.92,0,0,0,0,0,0.777,0.495,0.19,0.635,0,0.383,0,1,1,1,125
1,0.218,0.543,0,0.88,0,0,0,0,0,0.47,0.475,0.0475,0.543,0,0.353,0,1,1,1,125
1,0.0495,0.46,0,0.82,0,0,0,0,0,0.203,0.465,0.0949,0.46,0,0.258,0,1,1,1,125
1,0.0495,0.368,0,0.8,0,0,0,0,0,0.0835,0.465,0,0.368,0,0.258,0,1,1,0,125
1,0.0495,0.34,0,0.78,0,0,0,0,0,0.0406,0.465,0,0.34,0,0.258,0,1,1,0,125
1,0.0495,0.34,0,0.76,0,0,0,0,0,0.0203,0.465,0,0.34,0,0.258,0,1,1,0,125
1,0.0495,0.331,0,0.74,0,0,0,0,0,0.0158,0.465,0,0.331,0,0.258,0,1,1,0,125
1,0.0495,0.304,0,0.72,0,0,0,0,0,0.0248,0.465,0.304,0.304,0,0.258,0,1,1,0,125
1,0.103,0.331,0,0.72,0,0,0,0,0,0.0406,0.426,0.288,0.331,0,0.307,0,1,1,0,125
1,0.22,0.396,0,0.76,0,0,0,0,0,0.0655,0.459,0.202,0.396,0,0.35,0,1,1,0,125
0.667,0.162,0.432,0,0.8,0,0,0,0,0,0.0903,0.483,0.19,0.432,0,0.316,0,1,1,0,125
0.667,0.27,0.313,0,0.82,0,0,0,0,0,0.111,0.508,0.397,0.313,0,0.294,0,1,1,0,125
0.667,0.258,0.212,0,0.82,0,0,0,0,0,0.131,0.508,0.231,0.212,0,0.227,0,1,1,0,125
0.333,0.15,0.221,0,0.8,0,0,0,0,0,0.147,0.487,0.0475,0.221,0,0.245,0,1,1,0,125
0.333,0.145,0.23,0.2,0.8,0,0,0,0,0,0.163,0.491,0.0949,0.23,0,0.248,0,1,1,0,125
0.333,0.141,0.221,0.0333,0.84,0,0,0,0,0,0.172,0.495,0.237,0.221,0,0.245,0,1,1,0,125
0.667,0.23,0.258,0,0.84,0,0,0,0,0,0.194,0.525,0.0475,0.258,0,0.258,0,1,1,0,125
0.333,0.14,0.285,0,0.84,0,0,0,0,0,0.205,0.491,0.0949,0.285,0,0.267,0,1,1,0,125
0.667,0.23,0.294,0,0.82,0,0,0,0,0,0.23,0.533,0.0475,0.294,0,0.282,0,1,1,0,125
0,0.0495,0.359,0,0.88,0,0,0,0,0,0.287,0.465,0,0.359,0,0.258,0,1,1,0,125
0,0.0495,0.488,0.45,0.96,0,0,0,0,0,0.352,0.465,0.424,0.488,0,0.258,0,1,1,0,125
0.333,0.158,0.58,1,1,0,0,0,0,0,0.474,0.528,0.417,0.58,0,0.365,0,1,1,0,125
0.667,0.32,0.616,0.65,0.96,0,0,0,0,0,0.664,0.566,0.258,0.616,0,0.497,0,1,1,0,125
0.667,0.405,0.653,0,0.94,0,0,0,0.0357,0,0.82,0.541,0,0.653,0,0.521,0,1,1,0,125
0.667,0.271,0.635,0,0.92,0,0,0.533,0.5,0.217,0.777,0.495,0.357,0.635,0,0.383,0,1,1,0,125
1,0.218,0.543,0,0.88,0,0,0.0528,0,0,0.47,0.475,0.0475,0.543,0,0.353,0,1,1,0,125
1,0.116,0.46,0,0.82,0,0,0,0,0,0.203,0.458,0.0475,0.46,0,0.325,0,1,1,0,125
1,0.0495,0.368,0,0.8,0,0,0,0,0,0.0835,0.465,0.0475,0.368,0,0.258,0,1,1,1,125
1,0.0495,0.34,0,0.78,0,0,0,0,0,0.0406,0.465,0,0.34,0,0.258,0,1,1,1,125
1,0.0495,0.34,0,0.76,0,0,0,0,0,0.0203,0.465,0,0.34,0,0.258,0,1,1,1,125
1,0.0495,0.331,0,0.74,0,0,0,0,0,0.0158,0.465,0,0.331,0,0.258,0,1,1,1,125
1,0.0495,0.304,0,0.72,0,0,0,0,0,0.0248,0.465,0,0.304,0,0.258,0,1,1,1,125
1,0.0495,0.331,0,0.72,0,0,0,0,0,0.0406,0.465,0.134,0.331,0,0.258,0,1,1,1,125
1,0.135,0.396,0,0.76,0,0,0,0,0,0.0655,0.462,0.35,0.396,0,0.304,0,1,1,1,125
1,0.274,0.432,0,0.8,0,0,0,0,0,0.0903,0.5,0.158,0.432,0,0.374,0,1,1,1,125
0.667,0.16,0.313,0.467,0.82,0,0,0,0,0,0.111,0.487,0,0.313,0,0.276,0,1,1,1,125
0.667,0.258,0.212,0,0.82,0.41,0,0,0,0,0.131,0.508,0,0.212,0,0.227,0,1,1,1,125
0.667,0.251,0.221,0,0.8,0.327,0.9,0,0.0357,0,0.147,0.508,0.0949,0.221,0,0.233,0,1,1,1,125
0.667,0.24,0.23,0,0.8,0,0.467,0.17,0.5,0.683,0.163,0.517,0.19,0.23,0,0.239,0,1,1,1,125
0.333,0.141,0.221,0,0.84,0,0,0,0,0,0.172,0.495,0,0.221,0,0.245,0,1,1,1,125
0.333,0.14,0.258,0.233,0.84,0,0,0,0,0,0.194,0.495,0,0.258,0,0.258,0,1,1,1,125
0.667,0.23,0.285,0,0.84,0,0,0,0,0,0.205,0.517,0,0.285,0,0.276,0,1,1,1,125
0.333,0.14,0.294,0,0.82,0,0,0,0,0,0.23,0.499,0,0.294,0,0.27,0,1,1,1,125
0.333,0.141,0.359,0.45,0.88,0,0,0.202,0.536,0.45,0.287,0.507,0.0475,0.359,0,0.291,0,1,1,1,125
0.667,0.241,0.488,0.95,0.96,0,0,0.174,0,0,0.352,0.582,0.0949,0.488,0,0.411,0,1,1,1,125
1,0.375,0.58,0,1,0,0,0.288,0.536,0.617,0.474,0.653,0.0475,0.58,0,0.58,0,1,1,1,125
0.333,0.185,0.616,0,0.96,0,0,0.343,0,0.0667,0.664,0.516,0.285,0.616,0,0.377,0,1,1,1,125
0.333,0.227,0.653,0,0.94,0,0,0.66,0,0,0.82,0.503,0.0475,0.653,0,0.39,0,1,1,1,125
0.667,0.493,0.635,0,0.92,0,0,0.733,0,0,0.777,0.525,0.142,0.635,0,0.509,0,1,1,1,125
1,0.553,0.543,0,0.88,0,0,0,0,0,0.47,0.493,0.142,0.543,0,0.543,0,1,1,1,125
1,0.183,0.46,0,0.82,0,0,0,0,0,0.203,0.451,0,0.46,0,0.393,0,1,1,1,125
1,0.0743,0.368,0,0.8,0,0,0,0,0,0.0835,0.454,0.0475,0.368,0,0.294,0,1,1,0,125
1,0.0578,0.34,0,0.78,0,0,0,0,0,0.0406,0.446,0.0949,0.34,0,0.285,0,1,1,0,125
1,0.0495,0.34,0,0.76,0,0,0,0,0,0.0203,0.465,0.0475,0.34,0,0.258,0,1,1,0,125
1,0.0495,0.331,0,0.74,0,0,0,0,0,0.0158,0.465,0.151,0.331,0,0.258,0,1,1,0,125
1,0.05,0.304,0,0.72,0,0,0,0,0,0.0248,0.442,0.156,0.304,0,0.273,0,1,1,0,125
1,0.0764,0.331,0,0.72,0,0,0,0,0,0.0406,0.446,0.283,0.331,0,0.282,0,1,1,0,125
1,0.135,0.396,0.233,0.76,0,0,0,0,0,0.0655,0.462,0.278,0.396,0,0.304,0,1,1,0,125
0.667,0.274,0.432,0,0.8,0,0,0,0,0,0.0903,0.5,0.0805,0.432,0,0.374,0,1,1,0,125
0.667,0.27,0.313,0,0.82,0,0,0,0,0,0.111,0.508,0.642,0.313,0,0.294,0,1,1,0,125
1,0.363,0.212,0,0.82,0,0,0,0,0,0.131,0.53,0.23,0.212,0,0.212,0,1,1,0,125
0.667,0.251,0.221,0,0.8,0,0,0,0,0,0.147,0.508,0.143,0.221,0,0.233,0,1,1,0,125
0.333,0.145,0.23,0,0.8,0,0,0,0,0,0.163,0.491,0.0475,0.23,0,0.248,0,1,1,0,125
0.333,0.141,0.221,0,0.84,0,0,0,0,0,0.172,0.495,0.0475,0.221,0,0.245,0,1,1,0,125
0.333,0.14,0.258,0,0.84,0,0,0,0,0,0.194,0.495,0.0949,0.258,0,0.258,0,1,1,0,125
0.333,0.14,0.285,0.233,0.84,0,0,0,0,0,0.205,0.491,0.0949,0.285,0,0.267,0,1,1,0,125
0.333,0.14,0.294,0,0.82,0,0,0,0,0,0.23,0.499,0.0475,0.294,0,0.27,0,1,1,0,125
0.333,0.141,0.359,0,0.88,0,0,0,0,0,0.287,0.507,0.0949,0.359,0,0.291,0,1,1,0,125
1,0.337,0.488,0,0.96,0.449,0,0,0,0,0.352,0.641,0.0475,0.488,0,0.488,0,1,1,0,125
1,0.375,0.58,0,1,0.337,0.9,0,0,0,0.474,0.653,0.0949,0.58,0,0.58,0,1,1,0,125
1,0.456,0.616,0,0.96,0,0.467,0,0,0,0.664,0.616,0.19,0.616,0,0.616,0,1,1,0,125
1,0.583,0.653,0,0.94,0,0,0,0,0,0.82,0.579,0.0949,0.653,0,0.653,0,1,1,0,125
1,0.493,0.635,0,0.92,0.415,0,0,0,0,0.777,0.525,0.0475,0.635,0,0.509,0,1,1,0,125
1,0.218,0.543,0,0.88,0.415,0.9,0,0,0,0.47,0.475,0,0.543,0,0.353,0,1,1,0,125
1,0.116,0.46,0,0.82,0,0.0167,0,0,0,0.203,0.458,0,0.46,0,0.325,0,1,1,0,125
1,0.0743,0.368,0,0.8,0,0,0,0,0,0.0835,0.454,0,0.368,0,0.294,0,1,1,1,125
1,0.0495,0.34,0,0.78,0,0,0,0,0,0.0406,0.465,0.0475,0.34,0,0.258,0,1,1,1,125
1,0.0495,0.34,0,0.76,0,0,0,0,0,0.0203,0.465,0,0.34,0,0.258,0,1,1,1,125
1,0.0495,0.331,0,0.74,0,0,0,0,0,0.0158,0.465,0,0.331,0,0.258,0,1,1,1,125
1,0.0495,0.304,0,0.72,0,0,0,0,0,0.0248,0.465,0,0.304,0,0.258,0,1,1,1,125
1,0.0495,0.331,0,0.72,0,0,0,0,0,0.0406,0.465,0,0.331,0,0.258,0,1,1,1,125
1,0.0495,0.396,0,0.76,0,0,0,0,0,0.0655,0.465,0.0931,0.396,0,0.258,0,1,1,1,125
0.667,0.162,0.432,0,0.8,0,0,0,0,0,0.0903,0.483,0.0904,0.432,0,0.316,0,1,1,1,125
0.667,0.27,0.313,0,0.82,0,0,0,0,0,0.111,0.508,0.358,0.313,0,0.294,0,1,1,1,125
0.667,0.258,0.212,0,0.82,0,0,0,0,0,0.131,0.508,0.156,0.212,0,0.227,0,1,1,1,125
0.667,0.251,0.221,0,0.8,0,0,0,0,0,0.147,0.508,0.2,0.221,0,0.233,0,1,1,1,125
0.667,0.24,0.23,0.2,0.8,0.6,0.4,0,0,0,0.163,0.517,0.213,0.23,0,0.239,0,1,1,1,125
0.667,0.232,0.221,0.5,0.84,0.128,0.733,0,0,0,0.172,0.525,0.0949,0.221,0,0.233,0,1,1,1,125
0.333,0.14,0.258,0,0.84,0,0,0,0,0,0.194,0.495,0.142,0.258,0,0.258,0,1,1,1,125
0.333,0.14,0.285,0,0.84,0,0,0,0,0,0.205,0.491,0.0475,0.285,0,0.267,0,1,1,1,125
0.333,0.14,0.294,0,0.82,0,0,0,0,0,0.23,0.499,0.19,0.294,0,0.27,0,1,1,1,125
0.667,0.233,0.359,0,0.88,0,0,0,0,0,0.287,0.549,0.142,0.359,0,0.325,0,1,1,1,125
0.667,0.241,0.488,0,0.96,0,0,0,0,0,0.352,0.582,0.247,0.488,0,0.411,0,1,1,1,125
1,0.375,0.58,0,1,0,0,0,0,0,0.474,0.653,0.16,0.58,0,0.58,0,1,1,1,125
0.667,0.32,0.616,0,0.96,0,0,0,0,0,0.664,0.566,0.0475,0.616,0,0.497,0,1,1,1,125
1,0.583,0.653,0,0.94,0,0,0,0,0,0.82,0.579,0.285,0.653,0,0.653,0,1,1,1,125
1,0.493,0.635,0,0.92,0,0,0,0,0,0.777,0.525,0.0475,0.635,0,0.509,0,1,1,1,125
1,0.385,0.543,0,0.88,0,0,0,0,0,0.47,0.484,0,0.543,0,0.448,0,1,1,1,125
1,0.0495,0.46,0,0.82,0,0,0,0,0,0.203,0.465,0,0.46,0,0.258,0,1,1,1,125
1,0.0495,0.368,0,0.8,0,0,0,0,0,0.0993,0.465,0,0.368,0,0.258,0,1,1,0,125
1,0.0495,0.34,0,0.78,0,0,0,0,0,0.0497,0.465,0.19,0.34,0,0.258,0,1,1,0,125
1,0.0495,0.34,0,0.76,0,0,0,0,0,0.0271,0.465,0.0475,0.34,0,0.258,0,1,1,0,125
1,0.0495,0.331,0,0.74,0,0,0,0,0,0.0181,0.465,0,0.331,0,0.258,0,1,1,0,125
0.667,0.0495,0.304,0,0.72,0,0,0,0,0,0.0248,0.465,0,0.304,0,0.258,0,1,1,0,125
0.667,0.0495,0.331,0,0.72,0,0,0,0,0,0.0316,0.465,0,0.331,0,0.258,0,1,1,0,125
0.667,0.0495,0.396,0,0.76,0,0,0,0,0,0.0542,0.465,0,0.396,0,0.258,0,1,1,0,125
0.667,0.0495,0.432,0.467,0.8,0,0,0,0,0,0.0971,0.465,0,0.432,0,0.258,0,1,1,0,125
0.667,0.16,0.313,0,0.82,0,0,0,0,0,0.16,0.487,0,0.313,0,0.276,0,1,1,0,125
0.667,0.258,0.212,0,0.82,0,0,0,0,0,0.212,0.508,0,0.212,0,0.227,0,1,1,0,125
1,0.351,0.221,0,0.8,0,0,0,0,0,0.253,0.53,0,0.221,0,0.221,0,1,1,0,125
1,0.335,0.23,0,0.8,0,0,0,0,0,0.278,0.542,0,0.23,0,0.23,0,1,1,0,125
1,0.324,0.221,0,0.84,0,0,0,0,0,0.298,0.555,0.142,0.221,0,0.221,0,1,1,0,125
1,0.32,0.258,0,0.84,0,0,0,0,0,0.352,0.555,0.285,0.258,0,0.258,0,1,1,0,125
1,0.32,0.285,0,0.84,0,0,0,0,0,0.402,0.542,0,0.285,0,0.285,0,1,1,0,125
1,0.321,0.294,0,0.82,0,0,0,0,0,0.443,0.567,0.427,0.294,0,0.294,0,1,1,0,125
1,0.233,0.359,0,0.88,0,0,0.0512,0.536,0.45,0.465,0.549,0.332,0.359,0,0.325,0,1,1,0,125
1,0.241,0.488,0,0.96,0,0,0.397,0,0.233,0.481,0.582,0.237,0.488,0,0.411,0,1,1,0,125
1,0.266,0.58,0,1,0,0,0.402,0,0,0.567,0.591,0.19,0.58,0,0.472,0,1,1,0,125
1,0.456,0.616,0,0.96,0,0,0.664,0,0,0.745,0.616,0.0475,0.616,0,0.616,0,1,1,0,125
1,0.583,0.653,0,0.94,0,0,0.381,0,0,0.876,0.579,0.182,0.653,0,0.653,0,1,1,0,125
1,0.493,0.635,0,0.92,0,0,0.357,0,0,0.808,0.525,0.39,0.635,0,0.509,0,1,1,0,125
1,0.385,0.543,0,0.88,0,0,0.355,0,0,0.51,0.484,0.769,0.543,0,0.448,0,1,1,0,125
1,0.116,0.46,0,0.82,0,0,0.856,0,0,0.233,0.458,0.142,0.46,0,0.325,0,1,1,0,125
1,0.0743,0.368,0,0.8,0,0,0.734,0,0,0.0993,0.454,0,0.368,0,0.294,0,1,1,0,125
1,0.0578,0.34,0,0.78,0,0,0.0512,0,0,0.0497,0.446,0.0475,0.34,0,0.285,0,1,1,0,125
1,0.0495,0.34,0,0.76,0,0,0,0,0,0.0271,0.442,0.0475,0.34,0,0.285,0,1,1,0,125
1,0.0495,0.331,0,0.74,0,0,0,0,0,0.0181,0.41,0,0.331,0,0.307,0,1,1,0,125
1,0.0495,0.304,0,0.72,0,0,0,0,0,0.0248,0.465,0.0949,0.304,0,0.258,0,1,1,0,125
1,0.0495,0.331,0,0.72,0,0,0,0,0,0.0316,0.465,0.0475,0.331,0,0.258,0,1,1,0,125
1,0.0495,0.396,0,0.76,0,0,0,0,0,0.0542,0.465,0.237,0.396,0,0.258,0,1,1,0,125
1,0.0495,0.432,0,0.8,0,0,0,0,0,0.0971,0.465,0.113,0.432,0,0.258,0,1,1,0,125
0.667,0.0495,0.313,0.233,0.82,0,0,0,0,0,0.16,0.465,0.326,0.313,0,0.258,0,1,1,0,125
0.667,0.258,0.212,0,0.82,0,0,0,0,0,0.212,0.508,0.216,0.212,0,0.227,0,1,1,0,125
0.667,0.251,0.221,0,0.8,0,0,0,0,0,0.253,0.508,0,0.221,0,0.233,0,1,1,0,125
0.667,0.24,0.23,0.233,0.8,0,0,0,0,0,0.278,0.517,0,0.23,0,0.239,0,1,1,0,125
0.667,0.232,0.221,0,0.84,0,0,0,0,0,0.298,0.525,0.0949,0.221,0,0.233,0,1,1,0,125
0.667,0.23,0.258,0,0.84,0,0,0,0,0,0.352,0.525,0,0.258,0,0.258,0,1,1,0,125
0.667,0.23,0.285,0,0.84,0,0,0,0,0,0.402,0.517,0.142,0.285,0,0.276,0,1,1,0,125
1,0.321,0.294,0,0.82,0,0,0,0,0,0.443,0.567,0.285,0.294,0,0.294,0,1,1,0,125
1,0.324,0.359,0,0.88,0,0,0,0,0,0.465,0.592,0.0475,0.359,0,0.359,0,1,1,0,125
1,0.337,0.488,0,0.96,0,0,0,0,0,0.481,0.641,0.142,0.488,0,0.488,0,1,1,0,125
1,0.375,0.58,0,1,0,0,0,0,0,0.567,0.653,0.0475,0.58,0,0.58,0,1,1,0,125
1,0.456,0.616,0,0.96,0,0,0,0,0,0.745,0.616,0,0.616,0,0.616,0,1,1,0,125
1,0.583,0.653,0,0.94,0,0,0,0,0,0.876,0.579,0.0475,0.653,0,0.653,0,1,1,0,125
1,0.715,0.635,0,0.92,0,0,0,0,0,0.808,0.555,0.26,0.635,0,0.635,0,1,1,0,125
1,0.553,0.543,0,0.88,0,0,0,0,0,0.51,0.493,0.402,0.543,0,0.543,0,1,1,0,125
1,0.183,0.46,0,0.82,0,0,0.139,0.536,0.367,0.233,0.451,0.285,0.46,0,0.393,0,1,1,0,125
1,0.0991,0.368,0,0.8,0,0,0.874,0,0.317,0.0835,0.443,0.121,0.368,0,0.331,0,1,1,1,125
1,0.0578,0.34,0,0.78,0,0,0.218,0,0,0.0406,0.446,0.37,0.34,0,0.285,0,1,1,1,125
1,0.0495,0.34,0,0.76,0,0,0,0,0,0.0203,0.442,0.0495,0.34,0,0.285,0,1,1,1,125
1,0.0495,0.331,0,0.74,0,0,0,0,0,0.0158,0.438,0.086,0.331,0,0.282,0,1,1,1,125
1,0.0495,0.304,0.233,0.72,0,0,0,0,0,0.0248,0.465,0,0.304,0,0.258,0,1,1,1,125
1,0.0764,0.331,0,0.72,0,0,0,0,0,0.0406,0.446,0.0949,0.331,0,0.282,0,1,1,1,125
0.667,0.0495,0.396,0,0.76,0,0,0,0,0,0.0655,0.465,0.324,0.396,0,0.258,0,1,1,1,125
0.667,0.162,0.432,0,0.8,0,0,0,0,0,0.0903,0.483,0.142,0.432,0,0.316,0,1,1,1,125
0.333,0.0495,0.313,0,0.82,0,0,0,0,0,0.111,0.465,0,0.313,0,0.258,0,1,1,1,125
0.333,0.0495,0.212,0,0.82,0,0,0,0,0,0.131,0.465,0.0949,0.212,0,0.258,0,1,1,1,125
0.333,0.0495,0.221,0,0.8,0,0,0,0,0,0.147,0.465,0.0475,0.221,0,0.258,0,1,1,1,125
0.333,0.0495,0.23,0,0.8,0,0,0,0,0,0.163,0.465,0,0.23,0,0.258,0,1,1,1,125
0.333,0.0495,0.221,0.2,0.84,0,0,0.0784,0.536,0.117,0.172,0.465,0,0.221,0,0.258,0,1,1,1,125
0.667,0.14,0.258,0.267,0.84,0,0,0.478,0,0.567,0.194,0.495,0,0.258,0,0.258,0,1,1,1,125
0.667,0.23,0.285,0.233,0.84,0,0,0.675,0,0,0.205,0.517,0,0.285,0,0.276,0,1,1,1,125
1,0.321,0.294,0,0.82,0,0,0.397,0.536,0.367,0.23,0.567,0,0.294,0,0.294,0,1,1,1,125
1,0.324,0.359,0,0.88,0,0,0,0,0.0833,0.287,0.592,0,0.359,0,0.359,0,1,1,1,125
1,0.241,0.488,0,0.96,0,0,0,0,0,0.352,0.582,0.0475,0.488,0,0.411,0,1,1,1,125
1,0.266,0.58,0,1,0,0,0,0,0,0.474,0.591,0.19,0.58,0,0.472,0,1,1,1,125
0.667,0.32,0.616,0,0.96,0,0,0,0,0,0.664,0.566,0.38,0.616,0,0.497,0,1,1,1,125
1,0.583,0.653,0,0.94,0,0,0,0,0,0.82,0.579,0.142,0.653,0,0.653,0,1,1,1,125
1,0.715,0.635,0,0.92,0,0,0,0,0,0.777,0.555,0.19,0.635,0,0.635,0,1,1,1,125
1,0.218,0.543,0,0.88,0,0,0,0,0,0.47,0.475,0,0.543,0,0.353,0,1,1,1,125
1,0.116,0.46,0,0.82,0,0,0,0,0,0.203,0.458,0,0.46,0,0.325,0,1,1,1,125
1,0.0495,0.368,0,0.8,0,0,0,0,0,0.0835,0.465,0,0.368,0,0.258,0,1,1,0,125
1,0.0495,0.34,0,0.78,0,0,0,0,0,0.0406,0.465,0,0.34,0,0.258,0,1,1,0,125
1,0.0495,0.34,0,0.76,0,0,0,0,0,0.0203,0.465,0,0.34,0,0.258,0,1,1,0,125
1,0.0495,0.331,0,0.74,0,0,0,0,0,0.0158,0.465,0.135,0.331,0,0.258,0,1,1,0,125
1,0.05,0.304,0,0.72,0,0,0,0,0,0.0248,0.442,0.106,0.304,0,0.273,0,1,1,0,125
1,0.0764,0.331,0.95,0.72,0,0,0,0,0,0.0406,0.446,0.308,0.331,0,0.282,0,1,1,0,125
0.333,0.135,0.396,0.217,0.76,0,0,0,0,0,0.0655,0.462,0,0.396,0,0.304,0,1,1,0,125
0,0.0495,0.432,0,0.8,0,0,0,0,0,0.0903,0.465,0,0.432,0,0.258,0,1,1,0,125
0.333,0.16,0.313,0,0.82,0,0,0.278,0.536,0.617,0.111,0.487,0,0.313,0,0.276,0,1,1,0,125
0.333,0.154,0.212,0.233,0.82,0,0,0.346,0,0.0667,0.131,0.487,0.665,0.212,0,0.242,0,1,1,0,125
0.333,0.15,0.221,0,0.8,0,0,0,0,0,0.147,0.487,0.19,0.221,0,0.245,0,1,1,0,125
0.333,0.145,0.23,0,0.8,0,0,0,0,0,0.163,0.491,0,0.23,0,0.248,0,1,1,0,125
0.333,0.141,0.221,0,0.84,0,0,0,0,0,0.172,0.495,0,0.221,0,0.245,0,1,1,0,125
0.667,0.23,0.258,0,0.84,0,0,0,0,0,0.194,0.525,0,0.258,0,0.258,0,1,1,0,125
0.333,0.0495,0.285,0,0.84,0,0,0,0,0,0.205,0.465,0.0475,0.285,0,0.258,0,1,1,0,125
0.667,0.14,0.294,0,0.82,0,0,0,0,0,0.23,0.499,0,0.294,0,0.27,0,1,1,0,125
0.667,0.141,0.359,0.2,0.88,0,0,0,0,0,0.287,0.507,0.0475,0.359,0,0.291,0,1,1,0,125
0.667,0.145,0.488,0.0333,0.96,0,0,0,0,0,0.352,0.524,0,0.488,0,0.334,0,1,1,0,125
1,0.266,0.58,0,1,0,0,0,0,0,0.474,0.591,0,0.58,0,0.472,0,1,1,0,125
1,0.32,0.616,0,0.96,0,0,0,0,0,0.664,0.566,0.19,0.616,0,0.497,0,1,1,0,125
1,0.405,0.653,0,0.94,0,0,0,0,0,0.82,0.541,0.142,0.653,0,0.521,0,1,1,0,125
1,0.493,0.635,0,0.92,0,0,0,0,0,0.777,0.525,0.237,0.635,0,0.509,0,1,1,0,125
1,0.385,0.543,0,0.88,0,0,0,0,0,0.47,0.484,0.19,0.543,0,0.448,0,1,1,0,125
1,0.183,0.46,0,0.82,0,0,0,0,0,0.203,0.451,0.0475,0.46,0,0.393,0,1,1,0,125
1,0.0743,0.368,0,0.8,0,0,0,0,0,0.0805,0.454,0.0949,0.368,0,0.294,0,1,1,1,125
1,0.0578,0.34,0,0.78,0,0,0,0,0,0.0392,0.446,0.0949,0.34,0,0.285,0,1,1,1,125
1,0.0495,0.34,0,0.76,0,0,0,0,0,0.0196,0.465,0,0.34,0,0.258,0,1,1,1,125
1,0.0495,0.331,0,0.74,0,0,0,0,0,0.0152,0.465,0,0.331,0,0.258,0,1,1,1,125
1,0.0495,0.304,0,0.72,0,0,0,0,0,0.0239,0.465,0,0.304,0,0.258,0,1,1,1,125
1,0.0495,0.331,0,0.72,0,0,0,0,0,0.0392,0.465,0.134,0.331,0,0.258,0,1,1,1,125
0.667,0.0495,0.396,0.233,0.76,0,0,0,0,0,0.0631,0.465,0,0.396,0,0.258,0,1,1,1,125
0.667,0.277,0.432,0,0.8,0,0,0,0,0,0.087,0.5,0,0.432,0,0.374,0,1,1,1,125
0.333,0.162,0.313,0,0.82,0,0,0,0,0,0.107,0.487,0,0.313,0,0.276,0,1,1,1,125
0.333,0.157,0.212,0,0.82,0,0,0,0,0,0.126,0.487,0.0949,0.212,0,0.242,0,1,1,1,125
0.333,0.153,0.221,0,0.8,0,0,0,0,0,0.141,0.487,0,0.221,0,0.245,0,1,1,1,125
0.333,0.147,0.23,0,0.8,0,0,0,0,0,0.157,0.491,0.152,0.23,0,0.248,0,1,1,1,125
0.333,0.143,0.221,0,0.84,0,0,0,0,0,0.165,0.495,0.0949,0.221,0,0.245,0,1,1,1,125
0,0.0495,0.258,0,0.84,0,0,0,0,0,0.187,0.465,0.0949,0.258,0,0.258,0,1,1,1,125
0.333,0.0495,0.285,0,0.84,0,0,0,0,0,0.198,0.465,0.0949,0.285,0,0.258,0,1,1,1,125
0.333,0.0495,0.294,0.467,0.82,0,0,0,0,0,0.222,0.465,0.19,0.294,0,0.258,0,1,1,1,125
0.667,0.144,0.359,0,0.88,0,0,0,0,0,0.276,0.507,0,0.359,0,0.291,0,1,1,1,125
0.667,0.15,0.488,0,0.96,0,0,0,0,0,0.339,0.524,0,0.488,0,0.334,0,1,1,1,125
0.667,0.286,0.58,0,1,0,0,0,0,0,0.457,0.591,0.0981,0.58,0,0.472,0,1,1,1,125
1,0.512,0.616,0,0.96,0,0,0,0,0,0.64,0.616,0.19,0.616,0,0.616,0,1,1,1,125
1,0.661,0.653,0,0.94,0,0,0.0928,0.536,0.117,0.79,0.579,0.19,0.653,0,0.653,0,1,1,1,125
1,0.785,0.635,0,0.92,0,0,0,0,1,0.749,0.555,0.0949,0.635,0,0.635,0,1,1,1,125
1,0.398,0.543,0,0.88,0,0,0,0,0.683,0.453,0.484,0,0.543,0,0.448,0,1,1,1,125
1,0.116,0.46,0,0.82,0,0,0,0,0,0.196,0.458,0.0475,0.46,0,0.325,0,1,1,1,125
1,0.0743,0.368,0,0.8,0,0,0,0,0,0.0805,0.454,0,0.368,0,0.294,0,1,1,0,125
