occupants,lighting_interior,lighting_exterior,cooking_range,refrigerator,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,plug_loads_tv,plug_loads_other,hot_water_fixtures,lighting_garage,lighting_exterior_holiday,ceiling_fan,outage,heating_season,cooling_season,natural_ventilation,water_heater_setpoint
0.333,0.197,0.322,0,0.626,0,0,0,0,0,0.149,0.579,0.0949,0.322,0,0.279,0,1,1,1,125
0.333,0.192,0.336,0,0.611,0,0,0,0,0,0.168,0.579,0,0.336,0,0.284,0,1,1,1,125
0.333,0.186,0.35,0,0.611,0,0,0,0,0,0.186,0.585,0.285,0.35,0,0.288,0,1,1,1,125
0.333,0.181,0.336,0,0.641,0,0,0,0,0,0.196,0.591,0.385,0.336,0,0.284,0,1,1,1,125
0.667,0.311,0.392,0,0.641,0,0,0,0,0,0.222,0.717,0,0.392,0,0.347,0,1,1,1,125
0.333,0.182,0.433,0,0.641,0,0,0,0,0,0.235,0.585,0.38,0.433,0,0.316,0,1,1,1,125
0.333,0.196,0.447,0,0.626,0,0,0,0,0,0.263,0.597,0,0.447,0,0.321,0,1,1,1,125
0.333,0.232,0.545,0,0.672,0,0,0,0,0,0.327,0.61,0,0.545,0.0288,0.354,0,1,1,1,125
0.333,0.297,0.741,0,0.733,0,0,0,0,0,0.402,0.635,0.477,0.741,0.346,0.419,0,1,1,1,125
0.667,0.668,0.881,0,0.764,0,0,0,0,0,0.541,0.817,0.0838,0.881,0.593,0.673,0,1,1,1,125
0.667,0.679,0.937,0,0.733,0,0,0,0,0,0.758,0.78,0,0.937,0.683,0.711,0,1,1,1,125
0.667,0.569,0.993,0,0.718,0,0,0,0,0,0.936,0.742,0.0949,0.993,1,0.748,0,1,1,1,125
1,0.625,0.965,0,0.703,0,0,0,0,0,0.887,0.843,0.0475,0.965,0.679,0.965,0,1,1,1,125
1,0.213,0.825,0,0.672,0,0,0,0,0,0.536,0.56,0,0.825,0.132,0.447,0,1,1,1,125
1,0.116,0.699,0,0.626,0,0,0,0,0,0.232,0.535,0.0475,0.699,0.0658,0.405,0,1,1,1,125
1,0.0743,0.559,0,0.611,0,0,0,0,0,0.0954,0.529,0,0.559,0,0.358,0,1,1,0,125
1,0.0495,0.517,0,0.596,0,0,0,0,0,0.0464,0.465,0,0.517,0,0.258,0,1,1,0,125
1,0.0495,0.517,0,0.58,0,0,0,0,0,0.0232,0.465,0,0.517,0,0.258,0,1,1,0,125
1,0.0495,0.503,0,0.565,0,0,0,0,0,0.018,0.504,0.278,0.503,0,0.34,0,1,1,0,125
1,0.0495,0.461,0,0.55,0,0,0,0,0,0.0284,0.465,0.0535,0.461,0,0.258,0,1,1,0,125
1,0.0495,0.503,0.517,0.55,0,0,0,0,0,0.0464,0.465,0,0.503,0,0.258,0,1,1,0,125
0.667,0.151,0.601,0,0.58,0,0,0,0,0,0.0747,0.541,0.418,0.601,0,0.372,0,1,1,0,125
0.667,0.316,0.657,0,0.611,0,0,0,0,0,0.103,0.68,0.219,0.657,0,0.524,0,1,1,0,125
0.667,0.335,0.475,0,0.626,0,0,0,0,0,0.126,0.692,0,0.475,0,0.403,0,1,1,0,125
0.333,0.197,0.322,0,0.626,0,0,0,0,0,0.149,0.579,0.0475,0.322,0,0.279,0,1,1,0,125
0.333,0.192,0.336,0,0.611,0,0,0,0,0,0.168,0.579,0.0949,0.336,0,0.284,0,1,1,0,125
0.333,0.186,0.35,0.25,0.611,0,0,0,0,0,0.186,0.585,0.237,0.35,0,0.288,0,1,1,0,125
0.333,0.181,0.336,0,0.641,0,0,0,0,0,0.196,0.591,0.142,0.336,0,0.284,0,1,1,0,125
0.333,0.18,0.392,0,0.641,0,0,0,0,0,0.222,0.591,0.0949,0.392,0,0.302,0,1,1,0,125
0.333,0.182,0.433,0,0.641,0,0,0,0,0,0.235,0.585,0.0475,0.433,0,0.316,0,1,1,0,125
0.333,0.196,0.447,0,0.626,0,0,0,0,0,0.263,0.597,0.0475,0.447,0,0.321,0,1,1,0,125
0.667,0.415,0.545,0,0.672,0,0,0,0,0,0.327,0.755,0.237,0.545,0.0288,0.449,0,1,1,0,125
0.667,0.545,0.741,0,0.733,0.444,0.15,0,0,0,0.402,0.805,0.219,0.741,0.346,0.58,0,1,1,0,125
1,0.977,0.881,0.2,0.764,0.186,0.65,0,0,0,0.541,0.993,0.35,0.881,0.593,0.881,0,1,1,0,125
1,0.994,0.937,0.05,0.733,0,0,0,0,0,0.758,0.937,0.295,0.937,0.683,0.937,0,1,1,0,125
1,0.828,0.993,0,0.718,0,0,0,0,0,0.936,0.88,0.237,0.993,1,0.993,0,1,1,0,125
1,0.433,0.965,0,0.703,0,0,0,0,0,0.887,0.717,0,0.965,0.679,0.729,0,1,1,0,125
1,0.213,0.825,0,0.672,0,0,0,0,0,0.536,0.56,0,0.825,0.132,0.447,0,1,1,0,125
1,0.0495,0.699,0,0.626,0,0,0,0,0,0.232,0.465,0,0.699,0.0658,0.258,0,1,1,0,125
1,0.0495,0.559,0,0.611,0,0,0,0,0,0.0954,0.465,0,0.559,0,0.258,0,1,1,1,125
1,0.0495,0.517,0,0.596,0,0,0,0,0,0.0464,0.465,0,0.517,0,0.258,0,1,1,1,125
1,0.0495,0.517,0,0.58,0,0,0,0,0,0.0232,0.465,0,0.517,0,0.258,0,1,1,1,125
1,0.0495,0.503,0,0.565,0,0,0,0,0,0.018,0.465,0,0.503,0,0.258,0,1,1,1,125
0.667,0.0495,0.461,0,0.55,0,0,0,0,0,0.0284,0.465,0,0.461,0,0.258,0,1,1,1,125
0.667,0.0495,0.503,0,0.55,0,0,0,0,0,0.0464,0.465,0,0.503,0,0.258,0,1,1,1,125
0.333,0.0495,0.601,0,0.58,0,0,0,0,0,0.0747,0.465,0,0.601,0,0.258,0,1,1,1,125
0.333,0.0495,0.657,0,0.611,0,0,0,0,0,0.103,0.465,0,0.657,0,0.258,0,1,1,1,125
0.333,0.0495,0.475,0,0.626,0,0,0,0,0,0.126,0.465,0,0.475,0,0.258,0,1,1,1,125
0.333,0.197,0.322,0,0.626,0,0,0,0,0,0.149,0.579,0,0.322,0,0.279,0,1,1,1,125
0.333,0.192,0.336,0,0.611,0,0,0,0,0,0.168,0.579,0,0.336,0,0.284,0,1,1,1,125
0.333,0.186,0.35,0,0.611,0,0,0,0,0,0.186,0.585,0,0.35,0,0.288,0,1,1,1,125
0.333,0.181,0.336,0,0.641,0,0,0,0,0,0.196,0.591,0.0475,0.336,0,0.284,0,1,1,1,125
0.333,0.18,0.392,0,0.641,0,0,0,0,0,0.222,0.591,0.245,0.392,0,0.302,0,1,1,1,125
0.333,0.182,0.433,0,0.641,0,0,0,0,0,0.235,0.585,0.095,0.433,0,0.316,0,1,1,1,125
0.667,0.342,0.447,0,0.626,0,0,0,0,0,0.263,0.73,0.285,0.447,0,0.384,0,1,1,1,125
0.667,0.415,0.545,0.25,0.672,0,0,0,0,0,0.327,0.755,0.212,0.545,0.0288,0.449,0,1,1,1,125
1,0.793,0.741,0,0.733,0,0,0,0,0,0.402,0.974,0.376,0.741,0.346,0.741,0,1,1,1,125
1,0.977,0.881,0,0.764,0.159,0,0,0,0,0.541,0.993,0.142,0.881,0.593,0.881,0,1,1,1,125
1,0.994,0.937,0,0.733,0.511,0.65,0,0,0,0.758,0.937,0.142,0.937,0.683,0.937,0,1,1,1,125
1,0.828,0.993,0,0.718,0,0.967,0,0,0,0.936,0.88,0.0475,0.993,1,0.993,0,1,1,1,125
1,0.433,0.965,0,0.703,0,0,0,0,0,0.887,0.717,0.237,0.965,0.679,0.729,0,1,1,1,125
1,0.213,0.825,0,0.672,0,0,0,0,0,0.536,0.56,0.0475,0.825,0.132,0.447,0,1,1,1,125
1,0.0495,0.699,0,0.626,0,0,0,0,0,0.232,0.465,0.0475,0.699,0.0658,0.258,0,1,1,1,125
1,0.0495,0.559,0,0.611,0,0,0,0,0,0.113,0.465,0.332,0.559,0,0.258,0,1,1,0,125
1,0.0495,0.517,0,0.596,0,0,0,0,0,0.0567,0.465,0,0.517,0,0.258,0,1,1,0,125
1,0.0495,0.517,0,0.58,0,0,0,0,0,0.0309,0.465,0,0.517,0,0.258,0,1,1,0,125
1,0.0495,0.503,0,0.565,0,0,0,0,0,0.0206,0.465,0,0.503,0,0.258,0,1,1,0,125
1,0.0514,0.461,0,0.55,0,0,0,0,0,0.0284,0.51,0,0.461,0,0.326,0,1,1,0,125
1,0.0834,0.503,0,0.55,0,0,0,0,0,0.0361,0.516,0,0.503,0,0.34,0,1,1,0,125
1,0.151,0.601,0,0.58,0,0,0,0,0,0.0619,0.541,0,0.601,0,0.372,0,1,1,0,125
1,0.183,0.657,0,0.611,0,0,0,0,0,0.111,0.572,0.227,0.657,0,0.391,0,1,1,0,125
0.667,0.0495,0.475,0,0.626,0,0,0,0,0,0.183,0.465,0.778,0.475,0,0.258,0,1,1,0,125
1,0.344,0.322,0,0.626,0,0,0,0,0,0.242,0.692,0.211,0.322,0,0.3,0,1,1,0,125
0.667,0.192,0.336,0.867,0.611,0,0,0,0,0,0.289,0.579,0.0475,0.336,0,0.284,0,1,1,0,125
0.667,0.322,0.35,0.167,0.611,0,0,0,0,0,0.317,0.705,0,0.35,0,0.319,0,1,1,0,125
0.333,0.181,0.336,0,0.641,0,0,0,0,0,0.34,0.591,0,0.336,0,0.284,0,1,1,0,125
0.667,0.311,0.392,0,0.641,0,0,0,0,0,0.402,0.717,0.0949,0.392,0,0.347,0,1,1,0,125
0.667,0.315,0.433,0,0.641,0,0,0,0,0,0.459,0.705,0.0949,0.433,0,0.375,0,1,1,0,125
1,0.489,0.447,0,0.626,0,0,0.386,0.5,0.533,0.505,0.862,0,0.447,0,0.447,0,1,1,0,125
1,0.598,0.545,0,0.672,0,0,0.363,0,0,0.531,0.899,0.0475,0.545,0,0.545,0,1,1,0,125
1,0.793,0.741,0,0.733,0,0,0.566,0,0,0.549,0.974,0.19,0.741,0,0.741,0,1,1,0,125
0.667,0.668,0.881,0,0.764,0,0,0.715,0,0,0.647,0.817,0.19,0.881,0,0.673,0,1,1,0,125
0.667,0.679,0.937,0,0.733,0.558,0.267,0.355,0,0,0.851,0.78,0.237,0.937,0,0.711,0,1,1,0,125
1,0.828,0.993,0,0.718,0.0681,0,0,0,0,1,0.88,0.0475,0.993,0,0.993,0,1,1,0,125
1,0.433,0.965,0,0.703,0,0,0,0,0,0.923,0.717,0,0.965,0,0.729,0,1,1,0,125
1,0.376,0.825,0,0.672,0,0,0,0,0,0.582,0.655,0.142,0.825,0,0.636,0,1,1,0,125
1,0.116,0.699,0,0.626,0,0,0,0,0,0.265,0.535,0.0475,0.699,0,0.405,0,1,1,0,125
1,0.0743,0.559,0,0.611,0,0,0.0464,0.5,0.3,0.113,0.529,0,0.559,0,0.358,0,1,1,0,125
1,0.0578,0.517,0,0.596,0.455,0.317,0.843,0,0.233,0.0567,0.516,0,0.517,0,0.344,0,1,1,0,125
1,0.0495,0.517,0,0.58,0,1,0.0144,0,0,0.0309,0.51,0,0.517,0,0.344,0,1,1,0,125
1,0.0495,0.503,0,0.565,0,0.0333,0,0,0,0.0206,0.504,0,0.503,0,0.34,0,1,1,0,125
1,0.0495,0.461,0,0.55,0,0,0,0,0,0.0284,0.465,0.142,0.461,0,0.258,0,1,1,0,125
1,0.0495,0.503,0,0.55,0,0,0,0,0,0.0361,0.465,0.0949,0.503,0,0.258,0,1,1,0,125
1,0.0495,0.601,0,0.58,0,0,0,0,0,0.0619,0.465,0.237,0.601,0,0.258,0,1,1,0,125
1,0.0495,0.657,0,0.611,0,0,0,0,0,0.111,0.465,0.142,0.657,0,0.258,0,1,1,0,125
1,0.0495,0.475,0,0.626,0,0,0,0,0,0.183,0.465,0,0.475,0,0.258,0,1,1,0,125
1,0.197,0.322,0,0.626,0,0,0,0,0,0.242,0.579,0,0.322,0,0.279,0,1,1,0,125
1,0.192,0.336,0,0.611,0,0,0,0,0,0.289,0.579,0.196,0.336,0,0.284,0,1,1,0,125
1,0.322,0.35,0,0.611,0,0,0,0,0,0.317,0.705,0.351,0.35,0,0.319,0,1,1,0,125
1,0.313,0.336,0,0.641,0,0,0,0,0,0.34,0.717,0.0647,0.336,0,0.31,0,1,1,0,125
0.667,0.18,0.392,0,0.641,0,0,0,0,0,0.402,0.591,0.0475,0.392,0,0.302,0,1,1,0,125
0.333,0.182,0.433,0,0.641,0,0,0,0,0,0.459,0.585,0.142,0.433,0,0.316,0,1,1,0,125
0.333,0.196,0.447,0,0.626,0,0,0,0,0,0.505,0.597,0.237,0.447,0,0.321,0,1,1,0,125
0.667,0.415,0.545,0,0.672,0,0,0,0,0,0.531,0.755,0,0.545,0,0.449,0,1,1,0,125
1,0.793,0.741,0,0.733,0,0,0,0,0,0.549,0.974,0,0.741,0,0.741,0,1,1,0,125
0.667,0.668,0.881,0,0.764,0,0,0,0,0,0.647,0.817,0.0475,0.881,0,0.673,0,1,1,0,125
0.667,0.679,0.937,0,0.733,0,0,0,0,0,0.851,0.78,0.19,0.937,0,0.711,0,1,1,0,125
0.667,0.569,0.993,0,0.718,0,0,0,0,0,1,0.742,0.19,0.993,0,0.748,0,1,1,0,125
1,0.625,0.965,0,0.703,0,0,0,0,0,0.923,0.843,0.0475,0.965,0,0.965,0,1,1,0,125
1,0.54,0.825,0,0.672,0,0,0,0,0,0.582,0.749,0.0475,0.825,0,0.825,0,1,1,0,125
1,0.116,0.699,0,0.626,0,0,0,0,0,0.265,0.535,0,0.699,0,0.405,0,1,1,0,125
1,0.0743,0.559,0,0.611,0,0,0,0,0,0.0954,0.529,0,0.559,0,0.358,0,1,1,1,125
1,0.0578,0.517,0,0.596,0,0,0,0,0,0.0464,0.516,0,0.517,0,0.344,0,1,1,1,125
1,0.0495,0.517,0,0.58,0,0,0,0,0,0.0232,0.51,0,0.517,0,0.344,0,1,1,1,125
1,0.0495,0.503,0,0.565,0,0,0,0,0,0.018,0.504,0.197,0.503,0,0.34,0,1,1,1,125
0.667,0.0514,0.461,0,0.55,0,0,0,0,0,0.0284,0.51,0.257,0.461,0,0.326,0,1,1,1,125
0.667,0.0495,0.503,0.767,0.55,0,0,0,0,0,0.0464,0.465,0.231,0.503,0,0.258,0,1,1,1,125
1,0.253,0.601,0,0.58,0,0,0,0,0,0.0747,0.617,0.41,0.601,0,0.487,0,1,1,1,125
0.667,0.316,0.657,0,0.611,0,0,0,0,0,0.103,0.68,0.0475,0.657,0,0.524,0,1,1,1,125
0.333,0.192,0.475,0,0.626,0,0,0,0,0,0.126,0.579,0.0949,0.475,0,0.33,0,1,1,1,125
0.333,0.197,0.322,0,0.626,0,0,0,0,0,0.149,0.579,0.0475,0.322,0,0.279,0,1,1,1,125
0.333,0.192,0.336,0,0.611,0,0,0,0,0,0.168,0.579,0.0475,0.336,0,0.284,0,1,1,1,125
0.333,0.186,0.35,0,0.611,0,0,0,0,0,0.186,0.585,0,0.35,0,0.288,0,1,1,1,125
0.333,0.181,0.336,0,0.641,0,0,0,0,0,0.196,0.591,0,0.336,0,0.284,0,1,1,1,125
0.333,0.18,0.392,0,0.641,0,0,0,0,0,0.222,0.591,0.0475,0.392,0,0.302,0,1,1,1,125
0.333,0.182,0.433,0,0.641,0,0,0,0,0,0.235,0.585,0,0.433,0,0.316,0,1,1,1,125
0,0.0495,0.447,0.2,0.626,0,0,0,0,0,0.263,0.465,0.0475,0.447,0,0.258,0,1,1,1,125
0.333,0.232,0.545,0.05,0.672,0,0,0,0,0,0.327,0.61,0.0949,0.545,0,0.354,0,1,1,1,125
0.667,0.545,0.741,0,0.733,0,0,0,0,0,0.402,0.805,0.285,0.741,0,0.58,0,1,1,1,125
1,0.977,0.881,0,0.764,0,0,0,0,0,0.541,0.993,0.0475,0.881,0,0.881,0,1,1,1,125
1,0.994,0.937,0,0.733,0,0,0,0,0,0.758,0.937,0.201,0.937,0,0.937,0,1,1,1,125
1,0.828,0.993,0,0.718,0,0,0,0,0,0.936,0.88,0,0.993,0,0.993,0,1,1,1,125
1,0.625,0.965,0.2,0.703,0,0,0,0,0,0.887,0.843,0.276,0.965,0,0.965,0,1,1,1,125
1,0.376,0.825,0.317,0.672,0,0,0,0,0,0.536,0.655,0.0475,0.825,0,0.636,0,1,1,1,125
1,0.116,0.699,0,0.626,0,0,0,0,0,0.232,0.535,0.0475,0.699,0,0.405,0,1,1,1,125
1,0.0495,0.559,0,0.611,0,0,0,0,0,0.0954,0.465,0,0.559,0,0.258,0,1,1,0,125
1,0.0495,0.517,0,0.596,0,0,0,0,0,0.0464,0.465,0,0.517,0,0.258,0,1,1,0,125
1,0.0495,0.517,0,0.58,0,0,0,0,0,0.0232,0.465,0,0.517,0,0.258,0,1,1,0,125
1,0.0495,0.503,0,0.565,0,0,0,0,0,0.018,0.465,0,0.503,0,0.258,0,1,1,0,125
1,0.0495,0.461,0.2,0.55,0,0,0,0,0,0.0284,0.465,0,0.461,0,0.258,0,1,1,0,125
1,0.0495,0.503,0.05,0.55,0,0,0,0,0,0.0464,0.465,0.204,0.503,0,0.258,0,1,1,0,125
0.667,0.0495,0.601,0,0.58,0,0,0,0,0,0.0747,0.465,0.0742,0.601,0,0.258,0,1,1,0,125
0.333,0.0495,0.657,0,0.611,0,0,0,0,0,0.103,0.465,0.231,0.657,0,0.258,0,1,1,0,125
0.333,0.192,0.475,0,0.626,0,0,0,0,0,0.126,0.579,0.104,0.475,0,0.33,0,1,1,0,125
0.333,0.197,0.322,0,0.626,0,0,0,0,0,0.149,0.579,0,0.322,0,0.279,0,1,1,0,125
0,0.0495,0.336,0,0.611,0,0,0,0,0,0.168,0.465,0.0475,0.336,0,0.258,0,1,1,0,125
