plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,cooking_range,occupants,hot_water_fixtures
0.59,0.0633,0.281,0.164,0,0,0,0,0,0.333,0
0.59,0.0662,0.281,0.16,0.13,0.133,0,0,0,0.333,0.132
0.619,0.131,0.14,0.269,0.578,0.35,0,0,0,0.667,0.233
0.59,0.0772,0.281,0.159,0,0,0,0,0,0.333,0.118
0.64,0.155,0.14,0.269,0,0,0,0,0,0.667,0.0964
0.671,0.191,0.14,0.274,0,0,0,0,0,0.667,0.273
0.701,0.234,0.14,0.291,0,0,0,0,0,0.667,0.269
0.712,0.313,0.14,0.339,0.133,0.133,0,0,0,0.667,0.314
0.701,0.436,0.14,0.429,0.664,0.6,0,0,0,0.667,0
0.681,0.537,0.14,0.538,0,0,0,0,0,0.667,0.103
0.601,0.262,0.281,0.326,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.57,0.0318,0.281,0.143,0,0,0,0,0,1,0.0345
0.609,0.0639,0.14,0.295,0,0,0,0,0,1,0.193
0.648,0.108,0,0.427,0,0,0,0,0,1,0.488
0.648,0.127,0,0.424,0,0,0,0,0,1,0.138
0.619,0.1,0.14,0.291,0.593,0.483,0.214,0.383,0,0.667,0
0.619,0.111,0.14,0.279,0.319,0,0.669,0.133,0,0.667,0.069
0.619,0.117,0.14,0.271,0,0,0.411,0,0,0.667,0.0345
0.619,0.131,0.14,0.269,0,0,0.291,0,0,0.667,0.069
0.619,0.139,0.14,0.268,0,0,0.645,0,0,0.667,0.069
0.64,0.155,0.14,0.269,0,0,0.585,0,0,0.667,0.103
0.671,0.191,0.14,0.274,0,0,0.464,0,0,0.667,0.0345
0.701,0.234,0.14,0.291,0,0,0,0,0.883,0.667,0.172
0.637,0.164,0.281,0.194,0,0,0,0,0.683,0.333,0.069
0.701,0.436,0.14,0.429,0,0,0,0,0.0667,0.667,0.0345
0.681,0.537,0.14,0.538,0,0,0,0,0,0.667,0
0.679,0.756,0,0.88,0,0,0,0,0,1,0
0.58,0.163,0.281,0.232,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.56,0.0157,0.281,0.0495,0,0,0,0,0,1,0.138
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0.0345
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.585,0.0399,0.281,0.172,0,0,0,0,0,1,0.0992
0.59,0.0465,0.281,0.175,0,0,0,0,0,1,0.216
0.59,0.053,0.281,0.174,0,0,0,0,0.633,0.667,0.128
0.619,0.1,0.14,0.291,0,0,0,0,1,0.667,0
0.619,0.111,0.14,0.279,0,0,0,0,0.717,0.667,0.0345
0.619,0.117,0.14,0.271,0,0,0,0,0,0.667,0.235
0.619,0.131,0.14,0.269,0,0,0,0,0,0.667,0.166
0.619,0.139,0.14,0.268,0,0,0,0,0,0.667,0.15
0.64,0.155,0.14,0.269,0,0,0,0,0,0.667,0.241
0.671,0.191,0.14,0.274,0,0,0,0,0,0.667,0.204
0.701,0.234,0.14,0.291,0,0,0,0,0,0.667,0
0.712,0.313,0.14,0.339,0,0,0,0,0,0.667,0.103
0.701,0.436,0.14,0.429,0,0,0,0,0,0.667,0.069
0.681,0.537,0.14,0.538,0,0,0,0,0,1,0.069
0.64,0.509,0.14,0.603,0,0,0,0,0,1,0
0.58,0.163,0.281,0.232,0,0,0,0,0,1,0
0.565,0.0765,0.281,0.116,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.667,0.111
0.648,0.108,0,0.427,0,0,0,0,0.383,1,0.299
0.648,0.127,0,0.424,0,0,0,0,0.55,1,0.316
0.648,0.143,0,0.411,0,0,0,0,0,1,0.121
0.619,0.111,0.14,0.279,0,0,0,0,0,0.667,0.103
0.619,0.117,0.14,0.271,0,0,0,0,0,0.667,0
0.619,0.131,0.14,0.269,0.674,0.483,0,0,0,0.667,0.138
0.619,0.139,0.14,0.268,0.11,0,0.0392,0.383,0.233,0.667,0.103
0.64,0.155,0.14,0.269,0,0,0.628,0.383,0,0.667,0.0345
0.671,0.191,0.14,0.274,0,0,0.306,0,0,0.667,0
0.631,0.125,0.281,0.17,0,0,0,0,0,0.333,0.069
0.712,0.313,0.14,0.339,0,0,0,0,0,0.667,0.0345
0.701,0.436,0.14,0.429,0,0,0,0,0,0.667,0
0.741,0.797,0,0.783,0.734,0.733,0,0,0,1,0.161
0.64,0.509,0.14,0.603,0.171,0,0,0,0,1,0.084
0.599,0.31,0.14,0.415,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.59,0.0465,0.281,0.175,0,0,0,0,0,1,0.341
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.667,0.103
0.619,0.1,0.14,0.291,0,0,0,0,0.233,0.667,0.138
0.619,0.111,0.14,0.279,0,0,0,0,0,0.667,0.103
0.619,0.117,0.14,0.271,0.689,0.733,0,0,0,0.667,0
0.619,0.131,0.14,0.269,0.42,0,0,0,0,0.667,0
0.619,0.139,0.14,0.268,0,0,0,0,0,0.667,0
0.601,0.0853,0.281,0.159,0,0,0,0,0,0.667,0.103
0.616,0.104,0.281,0.162,0,0,0,0,0,0.667,0.138
0.701,0.234,0.14,0.291,0,0,0,0,0,1,0
0.637,0.164,0.281,0.194,0,0,0,0,0,0.667,0.0345
0.771,0.646,0,0.619,0.467,0.633,0,0,0,1,0.159
0.741,0.797,0,0.783,0.583,0.1,0,0,0,1,0.0115
0.64,0.509,0.14,0.603,0,0,0,0,0,0.667,0.0345
0.599,0.31,0.14,0.415,0,0,0,0,0,0.667,0.0896
0.568,0.137,0.14,0.183,0,0,0,0,0,0.667,0.0777
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0.667,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0.667,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0.667,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0.667,0
0.56,0.0201,0.281,0.0506,0,0,0,0,0,1,0.489
0.557,0.0265,0.14,0.11,0,0,0,0,0,1,0.129
0.57,0.0297,0.281,0.143,0,0,0,0,0,0.333,0.38
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0.069
0.59,0.0641,0.281,0.175,0,0,0,0,0,0.333,0.0345
0.59,0.0809,0.281,0.174,0,0,0,0,0,0.333,0.254
0.59,0.0941,0.281,0.17,0,0,0,0,0,0.333,0.159
0.59,0.102,0.281,0.164,0,0,0,0,0,0.333,0.0345
0.59,0.109,0.281,0.16,0,0,0,0,0,0.333,0.138
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0.103
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0
0.601,0.156,0.281,0.159,0,0,0,0,0,0.333,0.0345
0.616,0.163,0.281,0.162,0,0,0,0,0,0.333,0.0345
0.631,0.168,0.281,0.17,0,0,0,0,0,0.333,0.0345
0.712,0.374,0.14,0.339,0.125,0.183,0,0,0,0.667,0.207
0.771,0.725,0,0.619,0.439,0.55,0,0,0,1,0.069
0.741,0.852,0,0.783,0,0,0,0,0,1,0
0.64,0.53,0.14,0.603,0,0,0,0,0,1,0.069
0.599,0.337,0.14,0.415,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.585,0.0436,0.281,0.172,0,0,0,0,0,1,0.0345
0.619,0.11,0.14,0.301,0,0,0,0,0,1,0.0376
0.648,0.206,0,0.424,0,0,0,0,0.183,1,0.138
0.59,0.0941,0.281,0.17,0,0,0,0,0.05,0.333,0.0345
0.59,0.102,0.281,0.164,0,0,0,0,0,0.333,0
0.59,0.109,0.281,0.16,0,0,0,0,0,0.333,0.0345
0.59,0.126,0.281,0.159,0,0,0,0,0,0.333,0.069
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0.333,0
0.601,0.156,0.281,0.159,0,0,0,0,0,0.333,0.165
0.616,0.163,0.281,0.162,0,0,0,0,0,0.333,0.469
0.631,0.168,0.281,0.17,0,0,0,0,0,0.333,0.0345
0.787,0.551,0,0.484,0,0,0,0,0.467,1,0
0.771,0.725,0,0.619,0,0,0,0,0,1,0.138
0.741,0.852,0,0.783,0,0,0,0,0,1,0
0.64,0.53,0.14,0.603,0,0,0,0,0,1,0.0345
0.58,0.178,0.281,0.232,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0.138
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0.0903
0.609,0.0639,0.14,0.295,0,0,0,0,0,1,0.134
0.648,0.108,0,0.427,0,0,0,0,0,1,0
0.619,0.0902,0.14,0.299,0,0,0,0,0,0.667,0.138
0.619,0.1,0.14,0.291,0,0,0,0,0,0.667,0.619
0.619,0.111,0.14,0.279,0,0,0.0238,0.383,0,0.667,0.0345
0.59,0.0662,0.281,0.16,0,0,0,0.383,0,0.333,0.103
0.619,0.131,0.14,0.269,0,0,0,0,0,0.667,0.241
0.619,0.139,0.14,0.268,0,0,0,0,0,0.667,0
0.64,0.155,0.14,0.269,0,0,0,0,0,0.667,0.069
0.671,0.191,0.14,0.274,0,0,0,0,0,0.667,0.103
0.701,0.234,0.14,0.291,0.799,0.733,0,0,0,0.667,0.069
0.712,0.313,0.14,0.339,0.699,0,0,0,0,0.667,0.172
0.701,0.436,0.14,0.429,0.532,0,0,0,0,0.667,0
0.681,0.537,0.14,0.538,0.616,0,0,0,0,0.667,0.241
0.679,0.756,0,0.88,0.757,0,0,0,0,1,0.113
0.599,0.31,0.14,0.415,0,0,0,0,0,1,0.0794
0.568,0.137,0.14,0.183,0,0,0,0,0,1,0.244
0.557,0.0595,0.14,0.099,0,0,0,0,0,1,0.0247
0.557,0.0316,0.14,0.066,0,0,0,0,0,1,0.0345
0.56,0.0172,0.281,0.0495,0,0,0,0,0,1,0.0345
0.56,0.0157,0.281,0.0495,0,0,0,0,0,1,0.0345
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0.0345
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.609,0.0639,0.14,0.295,0,0,0,0,0,0.667,0.344
0.619,0.077,0.14,0.301,0,0,0,0,0,1,0.156
0.619,0.0902,0.14,0.299,0,0,0,0,0,1,0.211
0.619,0.1,0.14,0.291,0,0,0,0,0,1,0.117
0.648,0.158,0,0.394,0,0,0,0,0,1,0
0.59,0.0662,0.281,0.16,0,0,0,0,0,0.333,0.103
0.59,0.0735,0.281,0.159,0,0,0,0,0,0.333,0.069
0.59,0.0772,0.281,0.159,0,0,0,0,0,0.333,0.069
0.64,0.155,0.14,0.269,0,0,0,0,0,0.667,0.329
0.671,0.191,0.14,0.274,0,0,0,0,0.233,0.667,0.238
0.701,0.234,0.14,0.291,0,0,0,0,0,0.667,0
0.712,0.313,0.14,0.339,0,0,0,0,0,0.667,0.069
0.771,0.646,0,0.619,0,0,0,0,0,1,0.172
0.741,0.797,0,0.783,0,0,0,0,0,1,0
0.679,0.756,0,0.88,0,0,0,0,0,1,0.0903
0.617,0.457,0,0.597,0,0,0,0,0,1,0.0692
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0.0519
0.585,0.0399,0.281,0.172,0,0,0,0,0,1,0.069
0.619,0.077,0.14,0.301,0,0,0,0,0,1,0.246
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.333,0.188
0.59,0.0582,0.281,0.17,0,0,0,0,0,0.667,0
0.59,0.0633,0.281,0.164,0,0,0,0,0,0.667,0.172
0.59,0.0662,0.281,0.16,0,0,0,0,0,0.667,0.241
0.619,0.131,0.14,0.269,0,0,0,0,0,0.667,0.411
0.619,0.139,0.14,0.268,0,0,0,0,0,0.667,0.349
0.64,0.155,0.14,0.269,0,0,0,0,0,0.667,0.103
0.616,0.104,0.281,0.162,0,0,0,0,0,0.667,0.103
0.631,0.125,0.281,0.17,0,0,0,0,0,0.667,0.0345
0.637,0.164,0.281,0.194,0,0,0,0,0,0.667,0
0.631,0.226,0.281,0.239,0.613,0.483,0.178,0.133,0,0.667,0.069
0.681,0.537,0.14,0.538,0.683,0,0.593,0.633,0,1,0
0.64,0.509,0.14,0.603,0.121,0,0,0,0,1,0.0345
0.58,0.163,0.281,0.232,0,0,0,0,0,1,0
0.565,0.0765,0.281,0.116,0,0,0,0,0,1,0.0936
0.56,0.0377,0.281,0.0743,0,0,0,0,0,1,0.144
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.57,0.0318,0.281,0.143,0,0,0,0,0,1,0.0911
0.585,0.0399,0.281,0.172,0,0,0,0,0.133,1,0
0.619,0.077,0.14,0.301,0,0,0,0,0.1,1,0.119
0.59,0.053,0.281,0.174,0,0,0,0,0,0.667,0.4
0.619,0.1,0.14,0.291,0,0,0,0,0,0.667,0.675
0.619,0.111,0.14,0.279,0,0,0,0,0,0.667,0.102
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333
0.59,0.0735,0.281,0.159,0,0,0,0,0,0.333,0.138
0.59,0.0772,0.281,0.159,0,0,0,0,0,0.333,0.379
0.64,0.155,0.14,0.269,0,0,0,0,0,0.667,0.448
0.671,0.191,0.14,0.274,0,0,0,0,0,0.667,0.069
0.701,0.234,0.14,0.291,0,0,0,0,0,0.667,0
0.712,0.313,0.14,0.339,0,0,0,0,0,0.667,0.138
0.771,0.646,0,0.619,0,0,0,0,0,1,0.0345
0.741,0.797,0,0.783,0,0,0,0,0,1,0
0.64,0.509,0.14,0.603,0,0,0,0,0,1,0
0.599,0.31,0.14,0.415,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.609,0.0639,0.14,0.295,0,0,0,0,0,1,0.16
0.648,0.108,0,0.427,0,0,0,0,0.633,1,0
0.619,0.0902,0.14,0.299,0,0,0.645,0.517,0.3,0.667,0.0345
0.619,0.1,0.14,0.291,0.133,0.133,0.572,0,0.233,0.667,0.0345
0.648,0.158,0,0.394,0.392,0.6,0.594,0,0.467,1,0.414
0.648,0.167,0,0.382,0,0,0.677,0,0,1,0.391
0.648,0.189,0,0.378,0,0,0.488,0,0,1,0.464
0.648,0.2,0,0.378,0,0,0.366,0,0,1,0.0345
0.64,0.155,0.14,0.269,0,0,0.0839,0,0,0.667,0.069
0.671,0.191,0.14,0.274,0,0,0,0,0,0.667,0.069
0.701,0.234,0.14,0.291,0.513,0.633,0,0,0,0.667,0
0.712,0.313,0.14,0.339,0.462,0.85,0.343,0.517,0,0.667,0.103
0.631,0.226,0.281,0.239,0,0,0.129,0,0,0.333,0.207
0.681,0.537,0.14,0.538,0,0,0.315,0,0.233,0.667,0
0.679,0.756,0,0.88,0,0,0.564,0,0,1,0
0.599,0.31,0.14,0.415,0,0,0,0,0,1,0.138
0.568,0.137,0.14,0.183,0,0,0,0,0,1,0
0.56,0.0443,0.281,0.0743,0,0,0,0,0,1,0
0.56,0.0282,0.281,0.0578,0,0,0,0,0,1,0.14
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.609,0.069,0.14,0.295,0.0864,0.183,0,0,0.683,1,0.233
0.648,0.156,0,0.427,0.729,0.3,0,0,0.0167,1,0.246
0.648,0.206,0,0.424,0,0,0,0,0,1,0.112
0.648,0.246,0,0.411,0,0,0,0,0,1,0
0.59,0.102,0.281,0.164,0,0,0,0,0,0.333,0.207
0.59,0.109,0.281,0.16,0,0,0,0,0,0.333,0.103
0.59,0.126,0.281,0.159,0,0,0.246,0.517,0,0.333,0.103
0.59,0.142,0.281,0.159,0,0,0.471,0,0,0.667,0.069
0.601,0.156,0.281,0.159,0,0,0.552,0,0,0.667,0.0345
0.671,0.308,0.14,0.274,0,0,0.411,0,0,0.667,0.207
0.701,0.318,0.14,0.291,0,0,0.287,0,0,0.667,0.103
0.787,0.551,0,0.484,0.0864,0.183,0.0811,0,0,1,0.069
0.771,0.725,0,0.619,0.387,0.55,0,0,0,1,0.0345
0.681,0.574,0.14,0.538,0,0,0,0,0,1,0
0.64,0.53,0.14,0.603,0,0,0,0,0,1,0
0.58,0.178,0.281,0.232,0,0,0,0,0,0.667,0.0964
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.578,0.0412,0.14,0.236,0,0,0,0,0.683,1,0.069
0.585,0.0436,0.281,0.172,0,0,0,0,0.0167,0.667,0.103
0.59,0.0641,0.281,0.175,0,0,0,0,0,0.667,0.207
0.59,0.0809,0.281,0.174,0,0,0,0,0,0.667,0.0345
0.59,0.0941,0.281,0.17,0,0,0,0,0,0.333,0.138
0.59,0.102,0.281,0.164,0,0,0,0,0,0.333,0
0.59,0.109,0.281,0.16,0,0,0,0,0,0.333,0
0.619,0.234,0.14,0.269,0.477,0.733,0,0,0,0.667,0.103
0.619,0.267,0.14,0.268,0,0,0,0,0,0.667,0.151
0.64,0.293,0.14,0.269,0,0,0,0,0,0.667,0.227
0.671,0.308,0.14,0.274,0,0,0,0,0,0.667,0.138
0.701,0.318,0.14,0.291,0,0,0,0,0,0.667,0.0345
0.787,0.551,0,0.484,0.548,0.683,0,0,0.467,1,0
0.771,0.725,0,0.619,0.684,0.05,0,0,0,1,0.172
0.681,0.574,0.14,0.538,0.286,0,0,0,0,1,0
0.64,0.53,0.14,0.603,0,0,0,0,0,1,0.213
0.58,0.178,0.281,0.232,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.57,0.0318,0.281,0.143,0,0,0,0,0,1,0.121
0.609,0.0639,0.14,0.295,0,0,0,0,0,1,0.456
0.648,0.108,0,0.427,0,0,0,0,0,1,0.294
0.619,0.0902,0.14,0.299,0,0,0.343,0.517,0,0.667,0.128
0.59,0.0582,0.281,0.17,0,0,0.645,0,0,0.333,0
0.59,0.0633,0.281,0.164,0,0,0.456,0,0,0.333,0.0345
0.619,0.117,0.14,0.271,0,0,0.424,0,0.633,0.667,0.103
0.619,0.131,0.14,0.269,0.141,0.133,0.411,0,0.783,0.667,0.138
0.619,0.139,0.14,0.268,0.533,0.35,0,0,0,0.667,0.0714
0.601,0.0853,0.281,0.159,0,0,0,0,0,0.333,0.0976
0.616,0.104,0.281,0.162,0,0,0,0,0.133,0.333,0.408
0.631,0.125,0.281,0.17,0,0,0,0,0.333,0.333,0.276
0.712,0.313,0.14,0.339,0,0,0,0,0,0.667,0.069
0.631,0.226,0.281,0.239,0,0,0,0,0.233,0.333,0
0.681,0.537,0.14,0.538,0,0,0,0,0,0.667,0
0.64,0.509,0.14,0.603,0,0,0,0,0,0.667,0
0.599,0.31,0.14,0.415,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.611,0.0634,0.14,0.284,0,0,0,0,0.133,1,0.394
0.651,0.107,0,0.404,0,0,0,0,0.1,1,0.383
0.651,0.126,0,0.392,0,0,0,0,0,1,0.069
0.621,0.0997,0.14,0.27,0,0,0,0,0,0.667,0.172
0.621,0.11,0.14,0.259,0,0,0,0,0,0.667,0.125
0.591,0.0658,0.281,0.15,0,0,0,0,0.383,0.333,0.269
0.591,0.073,0.281,0.149,0,0,0,0,0.333,0.333,0.069
0.591,0.0767,0.281,0.149,0,0,0,0,0,0.333,0
0.682,0.222,0,0.349,0,0,0,0,0,1,0.138
0.728,0.277,0,0.353,0,0,0,0,0,1,0.069
0.704,0.232,0.14,0.264,0,0,0,0,0,0.667,0
0.638,0.163,0.281,0.173,0,0,0,0,0.233,0.333,0.069
0.633,0.224,0.281,0.207,0.625,0.483,0,0,0.383,0.333,0
0.683,0.532,0.14,0.464,0,0,0.662,0.883,1,0.667,0.172
0.642,0.505,0.14,0.549,0,0,0.453,0.383,1,0.667,0
0.6,0.307,0.14,0.405,0,0,0.382,0,1,1,0
0.565,0.0759,0.281,0.116,0,0,0.322,0,1,1,0.127
0.56,0.0374,0.281,0.0743,0,0,0,0,0.2,1,0.0389
0.56,0.0236,0.281,0.0578,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.56,0.0186,0.281,0.0503,0,0,0,0,0,1,0.138
0.56,0.0236,0.281,0.0781,0,0,0,0,0,0.667,0
0.58,0.0474,0.14,0.228,0,0,0,0,0.467,1,0.103
0.611,0.0634,0.14,0.284,0,0,0,0,0,1,0.526
0.651,0.107,0,0.404,0,0,0,0,0,1,0.234
0.621,0.0895,0.14,0.278,0,0,0,0,0,0.667,0
0.621,0.0997,0.14,0.27,0,0,0,0,0,0.667,0
0.621,0.11,0.14,0.259,0,0,0,0,0,0.667,0.138
0.621,0.116,0.14,0.251,0,0,0,0,0,0.667,0.069
0.621,0.13,0.14,0.249,0.239,0.383,0,0,0,0.667,0.103
0.621,0.137,0.14,0.249,0.251,0.333,0,0,0,0.667,0.0345
0.602,0.0846,0.281,0.149,0,0,0,0,0,0.667,0.0345
0.617,0.103,0.281,0.151,0,0,0,0,0.633,0.667,0.138
0.633,0.124,0.281,0.157,0,0,0,0,1,0.667,0.0345
0.714,0.31,0.14,0.296,0,0,0,0,1,0.667,0
0.704,0.432,0.14,0.365,0,0,0,0,1,0.667,0
0.744,0.791,0,0.671,0.0864,0.133,0,0,0.95,1,0
0.682,0.749,0,0.799,0.51,0.35,0,0,0,1,0
0.581,0.162,0.281,0.227,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.667,0
0.586,0.0396,0.281,0.167,0,0,0,0,0,0.667,0.183
0.591,0.0462,0.281,0.168,0,0,0,0,0,0.667,0.0614
0.621,0.0895,0.14,0.278,0,0,0,0,0,0.667,0.069
0.591,0.0578,0.281,0.16,0,0,0,0,0,0.333,0.069
0.621,0.11,0.14,0.259,0.578,0.483,0.0839,0.133,0,0.667,0.207
0.621,0.116,0.14,0.251,0.128,0,0.366,0.367,0,0.667,0.276
0.621,0.13,0.14,0.249,0,0,0.597,0,0,0.667,0
0.591,0.0767,0.281,0.149,0,0,0.51,0,0,0.333,0
0.602,0.0846,0.281,0.149,0,0,0,0,0.467,0.333,0.207
