occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_showers,hot_water_showers_minutes,hot_water_fixtures,electric_vehicle
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.917,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,-0.417
0.767,0.564,0.0214,0.421,0.0685,0,0,0,0,0,0,0,0,0.0369,-0.167
0.783,0.551,0.0676,0.421,0.243,0,0,0,0,0,0,0.954,24,0.781,0
0.583,0.555,0.0797,0.421,0.245,0,0,0.455,0.25,0.233,0,0,0,0.295,0
0.4,0.558,0.0705,0.421,0.181,0,0,0.385,0,0,0,0,0,0.111,0
0.4,0.558,0.0774,0.421,0.175,0,0,0.406,0,0,0,0.119,6,0.116,0
0.583,0.554,0.113,0.421,0.224,0,0,0.706,0,0,0,0.221,11,0.257,-0.567
0.7,0.552,0.144,0.421,0.253,0,0,0.467,0,0,0,0,0,0.221,-0.0667
0.683,0.552,0.155,0.421,0.246,0,0,0.899,0,0,0,0,0,0.147,-0.0667
0.8,0.559,0.192,0.421,0.28,0,0,0.546,0,0,0,0,0,0.295,1
0.933,0.588,0.262,0.421,0.32,0,0,0.305,0,0,0.233,0,0,0.332,1
0.95,0.623,0.325,0.421,0.332,0,0,0.683,0,0,0,0,0,0,1
1,0.655,0.44,0.626,0.372,0,0,0.125,0,0,0.233,0,0,0.147,1
1,0.657,0.604,0.949,0.431,0,0,0,0,0,0,0,0,0.184,1
1,0.639,0.796,1,0.536,0,0,0,0,0,0,0.461,22,0.306,1
1,0.602,0.848,0.981,0.645,0,0,0,0,0,0,0,0,0.134,1
1,0.558,0.471,0.788,0.454,0,0,0,0,0,0,0,0,0,1
1,0.56,0.0835,0.498,0.121,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.558,0.0182,0.469,0.0511,0,0,0,0,0,0,0.0948,5,0.174,1
1,0.546,0.0208,0.537,0.0581,0,0,0,0,0,0,0.262,13,0.395,1
0.917,0.539,0.0277,0.595,0.0914,0,0,0.111,0.167,0,0,0.186,9,0.345,-0.233
0.8,0.555,0.0305,0.489,0.111,0.716,0.917,0,0.333,0.667,0,0,0,0.147,0
0.667,0.562,0.0314,0.421,0.103,0,0.483,0,0,0.533,0.417,0,0,0,-0.15
0.7,0.56,0.0503,0.421,0.154,0,0,0,0,0,0.05,0,0,0,-0.45
0.683,0.555,0.0922,0.421,0.229,0,0,0,0,0,0,0.602,20,0.51,0
0.733,0.551,0.127,0.421,0.28,0,0,0,0,0,0.233,0.0897,5,0.207,0
0.4,0.558,0.0831,0.421,0.17,0,0,0,0,0,0,0,0,0.111,0
0.483,0.556,0.106,0.421,0.19,0.557,0.667,0,0,0,0,0,0,0.0369,-0.367
0.6,0.554,0.137,0.421,0.223,0,0.733,0,0,0,0,0,0,0.0369,1
0.6,0.56,0.148,0.421,0.223,0,0,0,0,0,0,0,0,0.0737,1
0.6,0.579,0.173,0.421,0.224,0,0,0,0,0,0,0,0,0.369,1
0.783,0.614,0.273,0.421,0.283,0,0,0,0,0,0.467,0,0,0.147,1
0.617,0.621,0.277,0.544,0.249,0,0,0,0,0,0,0,0,0.221,1
0.783,0.638,0.478,0.835,0.349,0,0,0.347,0.167,0,0,0,0,0.0369,1
0.8,0.624,0.64,0.884,0.439,0,0,0.723,0.0833,0.233,0,0,0,0.479,1
0.8,0.595,0.704,0.884,0.545,0,0,0.317,0,0,0,0,0,0,1
0.983,0.554,0.653,0.942,0.62,0,0,0.622,0,0,0,0,0,0,1
1,0.531,0.243,0.759,0.287,0,0,0,0,0,0,0.124,6,0.119,1
1,0.55,0.0559,0.527,0.0886,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.556,0.0206,0.479,0.0511,0,0,0,0,0,0,0,0,0.147,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.547,0.0304,0.575,0.122,0,0,0,0,0,0,0.337,16,0.298,1
1,0.545,0.0686,0.44,0.253,0,0,0,0,0,0,0.38,11,0.326,1
1,0.55,0.138,0.421,0.323,0,0,0,0,0,0,0.172,8,0.311,1
1,0.546,0.224,0.421,0.377,0,0,0,0,0,0.233,0.546,14,0.399,1
0.917,0.548,0.251,0.421,0.344,0,0,0,0,0,0,0.111,6,0.184,1
0.883,0.548,0.268,0.421,0.318,0,0,0,0,0,0.167,0.609,21,0.515,1
1,0.546,0.324,0.421,0.342,0,0,0,0,0,0.0667,0.348,10,0.305,1
0.633,0.553,0.246,0.421,0.232,0,0,0,0,0,0,0.143,7,0.279,1
0.317,0.56,0.15,0.421,0.141,0,0,0,0,0,0,0.145,7,0.77,1
0.217,0.566,0.119,0.421,0.113,0,0,0,0,0,0,0,0,0.332,1
0.2,0.574,0.117,0.421,0.109,0,0,0,0,0,0,0,0,0.147,1
0.233,0.569,0.0448,0.421,0.0659,0,0,0,0,0,0,0,0,0,-0.133
0.4,0.593,0.188,0.552,0.148,0,0,0,0,0,0,0,0,0.111,1
0.433,0.603,0.357,0.669,0.234,0,0,0,0,0,0,0,0,0.111,1
0.683,0.607,0.653,0.817,0.428,0,0,0.0139,0.667,0,0.7,0,0,0.0737,1
0.933,0.573,0.485,0.73,0.413,0,0,0,0.0833,0.233,0,0,0,0,1
1,0.549,0.246,0.653,0.266,0,0,0,0,0,0,0,0,0,1
1,0.536,0.116,0.633,0.137,0,0,0,0,0,0,0,0,0,1
1,0.556,0.0312,0.479,0.0607,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.548,0.0226,0.527,0.0664,0.397,0.417,0,0,0,0,0,0,0,1
1,0.551,0.0273,0.537,0.101,0.779,1,0,0,0,0.167,0.133,7,0.347,1
1,0.559,0.0363,0.431,0.12,0,0.233,0,0,0,0.0667,0.203,10,0.282,1
1,0.558,0.0756,0.421,0.178,0,0,0,0,0,0,0,0,0.295,1
1,0.549,0.201,0.421,0.338,0.37,0.417,0.0495,0.167,0,0,0,0,0.147,1
1,0.549,0.238,0.421,0.328,0.526,0.983,0.828,0.333,0.233,0,0,0,0.0737,1
1,0.55,0.245,0.421,0.293,0,0,0.485,0,0,0,0.217,10,0.402,1
0.967,0.549,0.278,0.421,0.298,0,0,0.825,0,0,0,0.388,18,0.601,1
0.8,0.55,0.308,0.421,0.28,0,0,0.466,0,0,0,0.118,6,0.336,1
0.767,0.551,0.338,0.421,0.27,0,0,0.509,0,0,0,0.135,7,0.274,1
0.6,0.568,0.296,0.421,0.223,0,0,0.344,0,0,0,0,0,0.258,1
0.417,0.583,0.222,0.421,0.172,0,0,0,0,0,0,0,0,0,1
0.583,0.614,0.314,0.421,0.228,0,0,0,0,0,0,0,0,0.0369,1
0.633,0.627,0.395,0.708,0.267,0,0,0,0,0,0,0,0,0.258,1
0.667,0.623,0.536,0.801,0.332,0,0,0,0,0,0.167,0,0,0.0737,-0.233
0.733,0.61,0.7,0.846,0.456,0,0,0,0,0,0.3,0,0,0,0
0.833,0.573,0.586,0.797,0.494,0,0,0,0,0,0,0,0,0,-0.233
0.817,0.551,0.257,0.653,0.272,0,0,0,0,0,0,0,0,0,1
0.8,0.549,0.0717,0.537,0.0973,0,0,0,0,0,0,0,0,0.0369,1
0.983,0.546,0.0365,0.537,0.0684,0,0,0,0,0,0,0,0,0,1
1,0.553,0.0272,0.498,0.0611,0,0,0,0,0,0,0,0,0.0369,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.558,0.0182,0.469,0.0511,0,0,0,0,0,0,0,0,0.0737,1
1,0.546,0.0208,0.537,0.0581,0,0,0,0,0,0,0,0,0.0369,1
1,0.548,0.025,0.537,0.0829,0,0,0.33,0.25,0.417,0,0,0,0.111,1
1,0.552,0.0372,0.489,0.14,0,0,0.376,0,0.0667,0,0.206,10,0.248,1
0.867,0.553,0.0576,0.421,0.208,0,0,0.724,0,0,0,0.212,10,0.215,-0.6
0.8,0.556,0.0729,0.421,0.214,0,0,0.116,0,0,0,0.102,5,0.141,0
0.8,0.552,0.109,0.421,0.273,0.375,0.417,0,0,0,0,0.302,14,0.274,0
0.8,0.55,0.137,0.421,0.3,0.765,1,0.692,0.25,0.667,0,0.21,10,0.25,0
0.517,0.556,0.103,0.421,0.204,0,0.467,0.935,0,1,0,0.115,6,0.15,0
0.6,0.554,0.126,0.421,0.224,0,0,0.503,0,0.0167,0,0.178,9,0.303,0
0.633,0.553,0.144,0.421,0.232,0,0,0.375,0,0,0,0,0,0.353,-0.583
0.8,0.559,0.162,0.421,0.242,0,0,0.365,0,0,0,0.195,9,0.424,1
0.8,0.579,0.173,0.421,0.224,0,0,0.452,0,0,0.417,0,0,0.147,1
0.883,0.61,0.243,0.421,0.254,0,0,0,0,0,0.767,0.282,14,0.224,1
0.683,0.609,0.224,0.527,0.207,0,0,0,0,0,0,0.109,6,0.0725,1
0.783,0.619,0.361,0.73,0.273,0,0,0,0,0,0.233,0,0,0.147,1
0.8,0.61,0.484,0.768,0.342,0,0,0,0,0,0,0,0,0,1
0.8,0.584,0.419,0.691,0.335,0,0,0,0,0,0,0,0,0,1
0.833,0.565,0.236,0.585,0.239,0,0,0,0,0,0,0,0,0.111,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.549,0.019,0.518,0.0512,0,0,0,0,0,0,0.202,10,0.244,1
1,0.527,0.0242,0.653,0.0653,0,0,0,0,0,0.417,0.209,10,0.249,1
1,0.536,0.0314,0.624,0.111,0,0,0,0,0,0.05,0.23,11,0.411,1
0.867,0.549,0.0368,0.527,0.141,0,0,0,0,0,0,0.134,7,0.2,1
0.583,0.551,0.0669,0.421,0.243,0,0,0.477,0.25,0.233,0,0.144,7,0.0958,-0.167
0.5,0.556,0.0739,0.421,0.221,0,0,0.759,0,0,0,0,0,0.0369,-0.417
0.4,0.558,0.0705,0.421,0.181,0,0,0.511,0,0,0,0,0,0,0
0.4,0.558,0.0774,0.421,0.175,0,0,0.505,0,0,0,0,0,0.111,0
0.4,0.558,0.0831,0.421,0.17,0,0,0.46,0,0,0,0,0,0.111,0
0.4,0.558,0.0895,0.421,0.166,0,0,0.695,0,0,0,0,0,0.221,0
0.4,0.558,0.0973,0.421,0.165,0,0,0.452,0,0,0,0,0,0.111,-0.483
0.583,0.561,0.145,0.421,0.218,0,0,0,0,0,0,0.4,19,0.413,-0.0833
0.767,0.581,0.195,0.421,0.248,0,0,0,0,0,0,0.263,13,0.506,1
1,0.622,0.308,0.421,0.313,0,0,0,0,0,0.233,0.209,10,0.36,1
0.817,0.639,0.362,0.585,0.313,0.12,0.167,0,0,0,0,0.211,10,0.214,1
0.8,0.639,0.487,0.843,0.355,0.794,1,0,0,0,0.467,0.163,8,0.219,1
0.8,0.624,0.64,0.884,0.439,0,0.233,0,0,0,0,0.0557,3,0.037,1
0.717,0.594,0.565,0.788,0.429,0,0,0,0,0,0,0.236,12,0.157,1
0.633,0.56,0.294,0.653,0.3,0,0,0,0,0,0,0,0,0,1
0.8,0.548,0.15,0.604,0.19,0,0,0,0,0,0,0,0,0.111,1
0.8,0.548,0.0474,0.537,0.0813,0,0,0,0,0,0,0,0,0,1
0.8,0.546,0.0283,0.537,0.062,0,0,0,0,0,0,0,0,0,1
0.883,0.541,0.0212,0.566,0.0539,0,0,0,0,0,0,0.135,7,0.127,1
1,0.554,0.0179,0.489,0.0509,0,0,0,0,0,0,0,0,0.184,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.553,0.025,0.518,0.0862,0,0,0,0,0,0.167,0.0883,5,0.206,1
0.867,0.53,0.0584,0.643,0.241,0,0,0,0,0,0.3,0.471,17,0.534,-0.667
0.617,0.554,0.0549,0.421,0.196,0,0,0,0,0,0,0.304,14,0.312,-0.417
0.517,0.556,0.0728,0.421,0.222,0,0,0,0,0,0,0.137,7,0.312,0
0.533,0.555,0.0887,0.421,0.224,0,0,0,0,0,0,0,0,0.147,0
0.6,0.554,0.107,0.421,0.238,0,0,0,0,0,0,0.435,21,0.325,0
0.517,0.556,0.102,0.421,0.205,0,0,0,0,0,0,0.234,11,0.376,0
0.35,0.559,0.0798,0.421,0.152,0,0,0,0,0,0,0.119,6,0.263,0
0.4,0.56,0.0801,0.421,0.142,0,0,0,0,0,0,0,0,0.111,0
0.4,0.564,0.0909,0.421,0.146,0,0,0,0,0,0.467,0,0,0.295,0
0.4,0.575,0.121,0.421,0.166,0,0,0,0,0,0,0,0,0.295,0
0.583,0.602,0.208,0.421,0.224,0,0,0,0,0,0.233,0,0,0.258,0
0.65,0.624,0.289,0.544,0.259,0.675,0.667,0,0,0,0,0,0,0.0737,-1
0.783,0.638,0.478,0.835,0.349,0,0.983,0,0,0,0.467,0,0,0,-0.0833
0.8,0.624,0.64,0.884,0.439,0,0,0,0,0,0,0,0,0.0369,1
0.8,0.595,0.704,0.884,0.545,0,0,0,0,0,0,0.102,5,0.0675,1
0.8,0.559,0.513,0.817,0.489,0,0,0,0,0,0,0.219,6,0.145,1
0.983,0.553,0.1,0.546,0.138,0,0,0,0,0,0,0,0,0.0369,1
1,0.548,0.0474,0.537,0.0813,0,0,0,0,0,0,0.161,8,0.107,1
1,0.564,0.0186,0.431,0.0522,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.543,0.0323,0.595,0.122,0,0,0,0,0,0.667,0,0,0.197,1
0.833,0.518,0.0675,0.739,0.285,0,0,0,0,0,0.0333,0.327,16,0.254,-0.417
0.6,0.549,0.0717,0.421,0.26,0,0,0,0,0,0,0.397,13,0.411,-0.0333
0.417,0.558,0.0642,0.421,0.193,0,0,0,0,0,0,0.259,12,0.356,0
0.4,0.558,0.0705,0.421,0.181,0,0,0,0,0,0,0.179,9,0.119,0
0.4,0.558,0.0774,0.421,0.175,0,0,0,0,0,0,0,0,0.184,-0.1
0.533,0.556,0.0973,0.421,0.194,0,0,0,0,0,0,0,0,0.147,-0.333
0.6,0.554,0.126,0.421,0.224,0,0,0.00464,0.167,0,0,0,0,0.0737,1
0.6,0.554,0.137,0.421,0.223,0,0,0.361,0.0833,0.483,0,0,0,0.184,1
0.733,0.56,0.178,0.421,0.261,0,0,0.511,0,0,0.417,0.0836,4,0.387,1
0.8,0.584,0.225,0.421,0.282,0,0,0.183,0,0,0.283,0.108,5,0.145,1
0.7,0.597,0.185,0.421,0.204,0,0,0,0,0,0,0.381,18,0.474,1
0.983,0.636,0.349,0.585,0.303,0,0,0,0,0,0.233,0.239,12,0.232,1
1,0.639,0.487,0.843,0.355,0.129,0.167,0,0,0,0,0.203,10,0.135,1
1,0.624,0.64,0.884,0.439,0.478,1,0,0,0,0,0.393,19,0.334,1
1,0.594,0.635,0.836,0.487,0,0.483,0,0,0,0,0.263,13,0.174,1
1,0.564,0.349,0.672,0.338,0,0,0,0,0,0,0.117,6,0.0778,1
1,0.565,0.0256,0.431,0.0596,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.56,0.0219,0.469,0.0731,0,0,0,0,0,0,0,0,0,1
0.917,0.557,0.0237,0.489,0.082,0,0,0,0,0,0,0,0,0.111,-0.417
0.8,0.562,0.0346,0.421,0.109,0,0,0,0,0,0,0.207,10,0.359,-0.383
0.717,0.558,0.0625,0.421,0.187,0,0,0.825,0.25,0.233,0,0.208,10,0.248,0
0.6,0.558,0.0705,0.421,0.181,0,0,0.786,0,0,0,0.0743,4,0.0862,0
0.6,0.558,0.0774,0.421,0.175,0.412,0.417,0.731,0,0,0,0,0,0.0737,0
0.6,0.558,0.0831,0.421,0.17,0.785,1,0.514,0,0,0,0,0,0.147,0
0.6,0.558,0.0895,0.421,0.166,0.262,0.233,0.382,0,0,0,0,0,0.516,0
0.6,0.558,0.0973,0.421,0.165,0,0,0.424,0,0,0,0,0,0.0737,0
0.6,0.562,0.105,0.421,0.165,0,0,0.598,0,0,0,0.162,8,0.218,-0.467
0.767,0.582,0.177,0.421,0.224,0,0,0.234,0,0,0,0,0,0.295,-0.333
0.867,0.618,0.298,0.421,0.307,0,0,0.215,0,0,0,0.157,8,0.215,1
0.8,0.637,0.356,0.585,0.308,0,0,0,0,0,0.233,0,0,0.111,1
0.8,0.639,0.487,0.843,0.355,0,0,0,0,0,0,0.0915,5,0.245,1
0.8,0.624,0.64,0.884,0.439,0,0,0,0,0,0,0.0716,4,0.0475,1
0.8,0.595,0.704,0.884,0.545,0,0,0,0,0,0,0,0,0.0369,1
0.983,0.56,0.405,0.73,0.393,0,0,0,0,0,0,0.0554,3,0.0367,1
1,0.562,0.0587,0.469,0.0945,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0184,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.558,0.0199,0.469,0.0509,0,0,0,0,0,0,0,0,0.111,1
1,0.564,0.0199,0.431,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.548,0.0226,0.527,0.0664,0,0,0,0,0,0,0,0,0.0737,1
1,0.551,0.0273,0.537,0.101,0,0,0,0,0,0.233,0,0,0.0737,1
1,0.559,0.0363,0.431,0.12,0,0,0,0,0,0,0,0,0.0369,1
0.817,0.558,0.0782,0.421,0.184,0,0,0,0,0,0,0.36,17,0.313,1
0.8,0.555,0.138,0.421,0.239,0,0,0.249,0.417,0,0.233,0.347,10,0.304,1
0.8,0.55,0.222,0.421,0.306,0,0,0.378,0.0833,0.917,0,0.225,11,0.149,1
0.483,0.556,0.155,0.421,0.198,0,0,0,0,1,0,0.366,18,0.28,1
0.4,0.558,0.141,0.421,0.167,0,0,0,0,0.25,0,0.0951,5,0.211,1
0.533,0.555,0.212,0.421,0.204,0,0,0,0,0,0,0,0,0.0369,1
0.6,0.554,0.269,0.421,0.223,0.293,0.417,0,0,0,0,0,0,0.111,1
0.417,0.567,0.211,0.421,0.17,0.675,1,0,0,0,0,0,0,0.111,1
0.567,0.59,0.296,0.421,0.215,0.864,0.467,0,0,0,0.667,0,0,0.295,1
0.8,0.615,0.33,0.421,0.238,0.23,0,0,0,0,0.267,0,0,0.184,1
0.767,0.62,0.355,0.675,0.244,0,0,0,0,0,0,0,0,0.184,-0.15
0.6,0.6,0.331,0.65,0.22,0,0,0,0,0,0,0,0,0.295,0
0.733,0.608,0.687,0.836,0.449,0,0,0,0,0,0,0,0,0.111,-0.133
0.8,0.574,0.715,0.884,0.599,0,0,0,0,0,0,0,0,0.111,1
0.833,0.536,0.427,0.836,0.437,0.515,0.667,0,0,0,0,0,0,0,1
1,0.52,0.168,0.749,0.183,0.276,0.983,0,0,0,0,0,0,0,1
1,0.547,0.0424,0.537,0.0705,0,0,0,0,0,0,0,0,0,1
1,0.564,0.0213,0.431,0.0522,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.817,0.566,0.0199,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.554,0.0264,0.518,0.0953,0,0,0,0,0,0,0,0,0.0369,1
0.95,0.552,0.0499,0.44,0.177,0,0,0,0,0,0,0,0,0.295,1
0.883,0.556,0.0911,0.421,0.213,0,0,0.228,0.25,0.167,0,0.328,16,0.556,1
0.783,0.555,0.137,0.421,0.239,0,0,0.574,0,0.0667,0,0,0,0.0369,1
0.633,0.557,0.129,0.421,0.189,0,0,0.375,0,0,0.233,0,0,0.0369,1
0.8,0.554,0.189,0.421,0.233,0,0,0.584,0,0,0,0,0,0.147,1
0.433,0.561,0.0901,0.421,0.119,0,0,0,0,0,0,0,0,0.111,1
0.533,0.559,0.14,0.421,0.146,0,0,0,0,0,0,0,0,0.332,1
0.517,0.558,0.186,0.421,0.165,0,0,0,0,0,0,0,0,0.258,1
0.433,0.568,0.219,0.421,0.175,0,0,0,0,0,0.167,0,0,0.111,1
0.6,0.591,0.312,0.421,0.225,0,0,0,0,0,0.3,0,0,0.184,1
0.233,0.583,0.137,0.421,0.121,0,0,0,0,0,0,0,0,0.221,-0.233
0.517,0.616,0.328,0.667,0.228,0,0,0,0,0,0,0,0,0.295,0
0.683,0.624,0.553,0.812,0.34,0,0,0,0,0,0,0,0,0.111,-0.217
0.8,0.614,0.76,0.884,0.491,0,0,0,0,0,0,0,0,0,1
0.883,0.573,0.557,0.778,0.471,0,0,0,0,0,0,0.163,8,0.108,1
1,0.551,0.242,0.643,0.26,0,0,0,0,0,0,0,0,0.0369,1
1,0.548,0.0756,0.546,0.101,0,0,0,0,0,0,0,0,0,1
1,0.549,0.0336,0.518,0.0637,0,0,0,0,0,0,0.347,16,0.23,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.55,0.0246,0.527,0.0815,0,0,0,0,0,0,0.469,22,0.422,1
0.917,0.555,0.0305,0.489,0.111,0,0,0,0,0,0,0,0,0.221,1
0.617,0.56,0.0355,0.421,0.121,0,0,0,0,0,0,0,0,0.0369,-0.883
0.6,0.56,0.0504,0.421,0.146,0,0,0,0,0,0.233,0,0,0.111,0
0.6,0.558,0.0705,0.421,0.181,0,0,0,0,0,0,0.397,19,0.632,0
0.55,0.559,0.0694,0.421,0.16,0,0,0,0,0,0,0,0,0.221,0
0.517,0.558,0.0831,0.421,0.17,0,0,0,0,0,0,0,0,0.0737,0
0.4,0.558,0.0895,0.421,0.166,0,0,0,0,0,0,0,0,0.147,0
0.317,0.56,0.0801,0.421,0.142,0,0,0,0,0,0,0,0,0.147,0
0.383,0.563,0.101,0.421,0.161,0,0,0,0,0,0,0,0,0.111,0
0.4,0.575,0.121,0.421,0.166,0,0,0,0,0,0,0,0,0.111,-0.283
0.483,0.597,0.178,0.421,0.195,0.508,0.917,0,0,0,0.233,0,0,0.0369,-0.583
0.6,0.62,0.271,0.544,0.243,0,0.483,0,0,0,0,0,0,0.184,1
0.733,0.633,0.453,0.811,0.332,0,0,0,0,0,0,0,0,0.184,1
0.717,0.62,0.567,0.836,0.392,0.535,0.917,0,0,0,0,0.0883,5,0.206,1
0.867,0.594,0.759,0.923,0.594,0,0.733,0,0,0,0,0.113,6,0.329,1
1,0.561,0.502,0.797,0.474,0,0,0,0,0,0,0.259,12,0.172,1
1,0.553,0.1,0.546,0.138,0,0,0,0,0,0,0.185,9,0.123,1
1,0.548,0.0474,0.537,0.0813,0,0,0,0,0,0,0,0,0,1
1,0.546,0.0283,0.537,0.062,0,0,0,0,0,0,0,0,0.0369,1
1,0.554,0.0205,0.489,0.0539,0,0,0,0,0,0,0,0,0.147,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
1,0.556,0.0174,0.479,0.0509,0,0,0,0,0,0.233,0.222,11,0.258,1
1,0.548,0.0206,0.527,0.0581,0,0,0,0,0,0,0.0995,5,0.177,1
0.917,0.532,0.0354,0.662,0.132,0,0,0,0,0,0.233,0.31,16,0.28,1
0.583,0.542,0.0404,0.595,0.16,0,0,0,0,0,0,0,0,0.0369,-0.667
0.217,0.565,0.0187,0.421,0.0568,0,0,0,0,0,0,0,0,0,-0.167
0.233,0.562,0.0424,0.421,0.124,0,0,0,0,0,0,0,0,0.147,0
0.4,0.558,0.0705,0.421,0.181,0,0,0,0,0,0,0,0,0.111,0
0.4,0.558,0.0774,0.421,0.175,0,0,0.299,0.25,0.667,0,0,0,0.184,0
0.317,0.56,0.0689,0.421,0.145,0,0,0,0,0.3,0,0,0,0,0
0.333,0.559,0.0782,0.421,0.147,0,0,0,0,0,0.7,0,0,0.406,0
0.4,0.558,0.0973,0.421,0.165,0,0,0,0,0,0,0.212,10,0.362,0
0.4,0.562,0.105,0.421,0.165,0,0,0,0,0,0,0,0,0.221,-0.5
0.533,0.579,0.158,0.421,0.205,0,0,0,0,0,0,0,0,0.111,-0.333
0.517,0.596,0.182,0.421,0.203,0,0,0,0,0,0,0.156,8,0.251,-0.1
0.483,0.61,0.228,0.544,0.208,0,0,0,0,0,0.417,0.296,14,0.234,-0.0833
0.633,0.624,0.393,0.757,0.293,0,0,0,0,0,0.517,0,0,0.147,1
0.8,0.624,0.64,0.884,0.439,0,0,0,0,0,0,0.149,7,0.0989,1
0.883,0.594,0.635,0.836,0.487,0,0,0,0,0,0,0.216,10,0.291,1
1,0.56,0.391,0.72,0.382,0,0,0,0,0,0,0.277,14,0.184,1
1,0.541,0.167,0.653,0.207,0,0,0,0,0,0,0.292,14,0.194,1
1,0.563,0.0242,0.44,0.0578,0,0,0,0,0,0,0,0,0,1
1,0.558,0.0196,0.469,0.0531,0,0,0,0,0,0,0,0,0.0369,1
1,0.554,0.0205,0.489,0.0539,0,0,0,0,0,0,0,0,0,1
1,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.917,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.8,0.566,0.0174,0.421,0.0509,0,0,0,0,0,0,0,0,0,1
0.833,0.563,0.0192,0.44,0.0598,0,0,0,0,0,0,0,0,0,1
0.817,0.535,0.0548,0.604,0.223,0,0,0,0,0,0,0.625,22,0.815,1
