occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,hot_water_showers,hot_water_showers_minutes
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.202,0.263,15
1,0.0513,0.0513,0.217,0,0,0,0.281,0.608,0.02,0,0,0.0995,0.129,8
0.667,0.0833,0.0833,0.0333,0,0,0,0.281,0.608,0.026,0,0,0.0882,0.114,7
1,0.253,0.253,0.217,0,0,0,0.14,0.68,0.0551,0,0,0.193,0.25,11
1,0.316,0.316,0.817,0,0,0,0.14,0.719,0.074,0,0,0.113,0.146,8
1,0.334,0.334,0,0.917,0,0,0.14,0.732,0.0895,0.648,0,0.156,0.202,12
1,0.49,0.49,0,0.15,0,0,0,0.818,0.149,0.0535,0,0.386,0.446,17
1,0.477,0.477,0,0,0,0,0,0.818,0.168,0,0,0.347,0.284,12
1,0.458,0.458,0,0,0,0,0,0.818,0.186,0,0,0.544,0.484,15
1,0.445,0.445,0,0,0,0,0,0.818,0.196,0,0,0,0,0
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.0845,0,0,0,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.647,0.0888,0,0,0,0,0
0.333,0.196,0.196,0,0.667,0,0,0.281,0.66,0.0982,0.608,0,0.0428,0,0
0.667,0.418,0.418,0.467,0.133,0,0,0.14,0.797,0.224,0.358,0,0.257,0,0
0.667,0.548,0.548,0.3,0.417,0,0,0.14,0.836,0.273,0.39,0,0.128,0,0
1,0.979,0.979,0,0.65,0,0,0,0.993,0.541,0.166,0,0.315,0.131,8
0.667,0.363,0.363,0,0.667,0,0,0.281,0.699,0.263,0.494,0,0.128,0,0
1,0.565,0.565,0,0.133,0,0,0.14,0.81,0.629,0.229,0,0.0428,0,0
1,0.24,0.24,0,0,0,0,0.281,0.66,0.306,0,0,0.214,0,0
1,0.212,0.212,0,0,0,0,0.281,0.634,0.189,0,0,0.128,0,0
1,0.116,0.116,0,0,0,0,0.281,0.614,0.0879,0,0,0.171,0,0
1,0.0743,0.0743,0,0,0,0,0.281,0.608,0.0499,0,0,0,0,0
1,0.0578,0.0578,0,0,0,0,0.281,0.608,0.031,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0428,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0428,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.102,0.132,8
0.667,0.192,0.192,0,0,0,0,0.281,0.647,0.0731,0,0,0.136,0.177,10
0.667,0.196,0.196,0,0,0,0,0.281,0.647,0.0928,0,0,0.0984,0.128,7
0.667,0.334,0.334,0,0,0,0,0.14,0.732,0.198,0,0,0.135,0.175,10
0.667,0.322,0.322,0,0,0,0,0.14,0.732,0.217,0,0,0.432,0.283,16
0.667,0.313,0.313,0,0,0,0,0.14,0.732,0.233,0,0,0,0,0
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.146,0,0,0.0428,0,0
0.333,0.182,0.182,0.133,0,0,0,0.281,0.647,0.165,0,0,0.0857,0,0
0.333,0.196,0.196,1,0,0,0,0.281,0.66,0.18,0,0,0.128,0,0
0.667,0.418,0.418,0.667,0,0,0,0.14,0.797,0.36,0,0,0.171,0,0
0.667,0.548,0.548,0,0,0,0,0.14,0.836,0.372,0,0,0,0,0
1,0.979,0.979,0,0,0,0,0,0.993,0.647,0,0,0.428,0,0
1,0.991,0.991,0,0,0,0,0,0.973,0.851,0,0,0.0428,0,0
1,0.823,0.823,0,0,0,0,0,0.934,1,0,0,0.128,0,0
1,0.43,0.43,0,0,0,0,0.14,0.758,0.621,0,0,0,0,0
1,0.374,0.374,0,0,0,0,0.14,0.706,0.394,0,0,0.0428,0,0
1,0.116,0.116,0,0,0,0,0.281,0.614,0.101,0,0,0.214,0,0
1,0.0743,0.0743,0,0,0,0,0.281,0.608,0.0499,0,0,0.12,0.0996,6
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.151,0.151,0,0,0,0,0.281,0.621,0.0327,0,0,0.0818,0.106,6
0.667,0.183,0.183,0,0,0,0,0.281,0.64,0.049,0,0,0.0839,0.109,6
1,0.192,0.192,0,0,0,0,0.281,0.647,0.0731,0,0,0.0608,0.0788,5
0.667,0.343,0.343,0,0,0,0,0.14,0.732,0.168,0,0,0,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.108,0,0,0.171,0,0
0.333,0.186,0.186,0,0,0,0,0.281,0.647,0.118,0,0,0.0428,0,0
0.333,0.181,0.181,0.25,0,0,0,0.281,0.647,0.125,0,0,0.0857,0,0
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.146,0,0,0.257,0,0
1,0.448,0.448,0,0,0,0,0,0.818,0.459,0,0,0.128,0,0
0.667,0.343,0.343,0,0,0,0,0.14,0.758,0.343,0,0,0.171,0,0
0.667,0.418,0.418,0,0,0,0,0.14,0.797,0.36,0,0,0.214,0,0
1,0.798,0.798,0,0,0,0,0,0.973,0.549,0,0,0.0428,0,0
0.667,0.669,0.669,0,0,0,0,0.14,0.849,0.437,0,0,0,0,0
1,0.677,0.677,0,0,0,0,0.14,0.836,0.573,0,0,0.128,0,0
1,0.823,0.823,0,0,0,0,0,0.934,1,0,0,0.129,0.111,6
1,0.621,0.621,0,0,0,0,0,0.857,0.923,0,0,0.116,0.151,9
1,0.536,0.536,0,0,0,0,0,0.779,0.582,0,0,0,0,0
1,0.183,0.183,0,0,0,0,0.14,0.667,0.183,0,0,0.155,0.09,5
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0.467,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.355,0.355,0.3,0,0,0,0,0.74,0.0747,0,0,0,0,0
0.667,0.316,0.316,0.767,0,0,0,0.14,0.719,0.074,0,0,0,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0527,0,0,0,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.647,0.0604,0,0,0.171,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0664,0,0,0.343,0,0
0.333,0.186,0.186,0,0,0,0,0.281,0.647,0.0724,0,0,0.171,0,0
0.333,0.181,0.181,0,0,0,0,0.281,0.647,0.0759,0,0,0.128,0,0
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.0845,0,0,0.0428,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.647,0.0888,0,0,0.0931,0.0652,4
0.667,0.343,0.343,0.767,0,0,0,0.14,0.758,0.181,0,0,0.238,0.142,8
0.667,0.418,0.418,0,0,0,0,0.14,0.797,0.224,0,0,0.171,0,0
0.667,0.548,0.548,0.967,0,0,0,0.14,0.836,0.273,0,0,0.182,0.125,7
1,0.669,0.669,0.317,0,0,0,0.14,0.849,0.366,0,0,0.0428,0,0
1,0.991,0.991,0,0,0,0,0,0.973,0.758,0,0,0.128,0,0
1,0.823,0.823,0,0,0,0,0,0.934,0.936,0,0,0,0,0
1,0.43,0.43,0,0,0,0,0.14,0.758,0.596,0,0,0,0,0
1,0.212,0.212,0,0,0,0,0.281,0.634,0.189,0,0,0.117,0.152,9
1,0.116,0.116,0,0,0,0,0.281,0.614,0.0879,0,0,0.167,0.217,12
1,0.0743,0.0743,0,0,0,0,0.281,0.608,0.0424,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0513,0.0513,0,0,0,0,0.281,0.608,0.02,0,0,0.178,0.231,13
1,0.0833,0.0833,0.217,0,0,0,0.281,0.608,0.026,0,0,0.0984,0.128,7
1,0.253,0.253,0.3,0,0,0,0.14,0.68,0.0551,0,0,0.0837,0.109,6
0.667,0.183,0.183,0.467,0,0,0,0.281,0.64,0.0449,0,0,0.171,0,0
0.333,0.192,0.192,0.05,0,0,0,0.281,0.647,0.0527,0,0,0,0,0
0.333,0.196,0.196,0,0,0.617,0,0.281,0.647,0.0604,0,0.342,0.0857,0,0
0.333,0.192,0.192,0,0,0,0.267,0.281,0.647,0.0664,0,0.458,0.0857,0,0
0.333,0.186,0.186,0,0,0,0,0.281,0.647,0.0724,0,0.514,0.171,0,0
0.333,0.181,0.181,0,0,0,0,0.281,0.647,0.0759,0,0.514,0.0857,0,0
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.0845,0,0.608,0,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.647,0.0888,0,0.54,0.0857,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.66,0.0982,0,0.545,0,0,0
0.667,0.418,0.418,0,0,0,0,0.14,0.797,0.224,0,0.502,0.343,0,0
0.667,0.548,0.548,0,0,0,0,0.14,0.836,0.273,0,0.693,0.0428,0,0
0.667,0.669,0.669,0,0,0,0,0.14,0.849,0.366,0,0.42,0.0428,0,0
1,0.991,0.991,0,0,0,0,0,0.973,0.758,0,0.354,0.101,0.131,8
1,0.823,0.823,0,0,0,0,0,0.934,0.936,0,0.696,0,0,0
1,0.621,0.621,0,0,0,0,0,0.857,0.887,0,0.278,0.0857,0,0
1,0.212,0.212,0,0,0,0,0.281,0.634,0.189,0,0,0.128,0,0
1,0.116,0.116,0,0,0,0,0.281,0.614,0.0879,0,0,0,0,0
1,0.0743,0.0743,0,0,0,0,0.281,0.608,0.0424,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0833,0.0833,0,0,0,0,0.281,0.608,0.026,0,0,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.072,0.0934,6
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0428,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0857,0,0
0.333,0.196,0.196,0,0,0.319,0,0.281,0.647,0.0604,0,0.111,0,0,0
0.333,0.192,0.192,0,0,0.596,0.417,0.281,0.647,0.0664,0,0.694,0.0428,0,0
0.333,0.186,0.186,0,0,0,0.667,0.281,0.647,0.0724,0,0.348,0,0,0
0.333,0.181,0.181,0.467,0,0,0,0.281,0.647,0.0759,0,0.384,0,0,0
0.667,0.311,0.311,0.05,0,0,0,0.14,0.732,0.153,0,0.421,0.0428,0,0
0.667,0.315,0.315,0,0,0,0,0.14,0.732,0.162,0,0.633,0,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.66,0.0982,0,0,0.214,0,0
0.333,0.234,0.234,0,0,0.298,0,0.281,0.679,0.12,0,0.0563,0.0428,0,0
0.667,0.548,0.548,0,0,0,0.817,0.14,0.836,0.273,0,0.537,0,0,0
1,0.979,0.979,0,0,0,0,0,0.993,0.541,0,0.912,0.171,0,0
0.667,0.677,0.677,0,0,0,0,0.14,0.836,0.51,0,0.666,0.0857,0,0
0.667,0.565,0.565,0,0,0,0,0.14,0.81,0.629,0,0.703,0.0857,0,0
1,0.621,0.621,0,0,0,0,0,0.857,0.887,0,0.799,0.0857,0,0
1,0.374,0.374,0,0,0,0,0.14,0.706,0.363,0,0.477,0.3,0,0
1,0.183,0.183,0,0,0,0,0.14,0.667,0.16,0,0.0193,0.128,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0428,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.192,0.192,0,0,0,0,0.281,0.647,0.0527,0,0,0.127,0.165,9
0.333,0.196,0.196,0,0,0,0,0.281,0.647,0.0604,0,0,0.0598,0.0776,5
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0428,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.257,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.182,0.182,0.967,0,0,0,0.281,0.647,0.0888,0,0,0,0,0
0.667,0.343,0.343,0.317,0,0,0,0.14,0.758,0.181,0,0,0,0,0
1,0.602,0.602,0,0,0,0,0,0.915,0.327,0,0,0.0857,0,0
1,0.798,0.798,0,0,0,0,0,0.973,0.402,0,0,0.257,0,0
1,0.979,0.979,0.25,0,0,0,0,0.993,0.541,0,0,0.171,0,0
1,0.991,0.991,0,0,0,0,0,0.973,0.758,0,0,0.171,0,0
1,0.823,0.823,0,0,0,0,0,0.934,0.936,0,0,0.0428,0,0
1,0.43,0.43,0,0,0,0,0.14,0.758,0.596,0,0,0.0428,0,0
1,0.212,0.212,0,0,0,0,0.281,0.634,0.189,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0428,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0.25,0,0,0,0.421,0.562,0.0159,0,0,0.203,0.264,15
1,0.253,0.253,0,0,0,0,0.14,0.68,0.0551,0,0,0.118,0.153,9
0.667,0.183,0.183,0,0,0,0,0.281,0.64,0.0449,0,0,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0857,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0857,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.196,0.196,0,0,0.638,0,0.281,0.66,0.0982,0,0.19,0,0,0
0.333,0.234,0.234,0,0,0.277,0.533,0.281,0.679,0.12,0,0.704,0,0,0
0.333,0.299,0.299,0.967,0,0,0,0.281,0.699,0.145,0,0.19,0,0,0
0.667,0.669,0.669,0.0667,0,0,0,0.14,0.849,0.366,0,0,0.343,0,0
0.667,0.677,0.677,0,0,0,0,0.14,0.836,0.51,0,0,0.214,0,0
1,0.823,0.823,0.25,0,0,0,0,0.934,0.936,0,0,0.0857,0,0
1,0.621,0.621,0,0,0,0,0,0.857,0.887,0,0,0.143,0.0748,5
0.667,0.212,0.212,0,0,0,0,0.281,0.634,0.189,0,0,0.383,0.219,13
1,0.183,0.183,0,0,0,0,0.14,0.667,0.16,0,0,0,0,0
1,0.0743,0.0743,0,0,0,0,0.281,0.608,0.0499,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0513,0.0513,0,0,0,0,0.281,0.608,0.0215,0,0,0,0,0
1,0.0833,0.0833,0,0,0,0,0.281,0.608,0.0241,0,0,0.0965,0.125,7
1,0.253,0.253,0,0,0,0,0.14,0.68,0.0473,0,0,0,0,0
1,0.316,0.316,0,0.333,0,0,0.14,0.719,0.0799,0.314,0,0.191,0.193,11
1,0.477,0.477,0.517,0.467,0,0,0,0.818,0.183,0.355,0,0.0428,0,0
0.667,0.343,0.343,0,0,0,0,0.14,0.732,0.168,0,0,0.171,0,0
0.667,0.334,0.334,0.517,0,0,0,0.14,0.732,0.198,0,0,0.0857,0,0
0.667,0.322,0.322,0,0,0,0,0.14,0.732,0.217,0,0,0.0428,0,0
0.333,0.181,0.181,0,0,0,0,0.281,0.647,0.125,0,0,0.128,0,0
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.146,0,0,0.0428,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.647,0.165,0,0,0.0428,0,0
0.667,0.343,0.343,0,0,0.298,0.567,0.14,0.758,0.343,0,0.338,0.0857,0,0
1,0.602,0.602,0,0,0,0.25,0,0.915,0.531,0,0,0.128,0,0
1,0.798,0.798,0,0,0,0,0,0.973,0.549,0,0,0,0,0
0.667,0.669,0.669,0,0,0,0,0.14,0.849,0.437,0,0,0,0,0
0.667,0.677,0.677,0,0,0,0,0.14,0.836,0.573,0,0,0.214,0,0
0.667,0.565,0.565,0,0,0,0,0.14,0.81,0.673,0,0,0.102,0.077,5
