plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,occupants,hot_water_fixtures
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.25,0,0.158
0.647,0.0845,0.281,0.18,0,0,0,0,0,0,0.333,0.236
0.647,0.0888,0.281,0.182,0,0,0,0,0,0,0.333,0.0788
0.66,0.0982,0.281,0.196,0,0,0,0,0,0,0.333,0.118
0.679,0.12,0.281,0.234,0,0,0,0,0,0,0.333,0.407
0.973,0.402,0,0.798,0,0,0,0,0,0.25,1,0.0203
0.993,0.541,0,0.979,0,0,0,0,0,0,1,0.236
0.973,0.758,0,0.991,0,0,0,0,0,0,1,0
0.934,0.936,0,0.823,0,0,0,0,0,0,1,0
0.66,0.306,0.281,0.24,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.153
0.608,0.02,0.281,0.0513,0,0,0,0,0,0,1,0.408
0.608,0.026,0.281,0.0833,0,0,0,0,0,0,1,0.691
0.68,0.0551,0.14,0.253,0,0,0,0,0,0.317,1,0.25
0.798,0.103,0,0.449,0,0,0,0,0,0.183,1,0.177
0.818,0.126,0,0.477,0,0,0,0,0,0,1,0.199
0.818,0.149,0,0.49,0,0,0,0,0,0,1,0.198
0.647,0.0664,0.281,0.192,0,0,0,0,0,0,0.333,0.271
0.647,0.0724,0.281,0.186,0,0,0,0,0,0,0.333,0.214
0.647,0.0759,0.281,0.181,0,0,0,0,0,0,0.333,0.581
0.647,0.0845,0.281,0.18,0,0,0,0,0,0,0.333,0.556
0.647,0.0888,0.281,0.182,0,0,0,0,0,0,0.333,0.0788
0.66,0.0982,0.281,0.196,0,0,0,0,0,0.817,0.333,0.354
0.915,0.327,0,0.602,0,0,0,0,0,0.217,1,0.118
0.973,0.402,0,0.798,0,0,0,0,0,0,1,0
0.849,0.366,0.14,0.669,0,0,0,0,0,0.567,0.667,0.192
0.973,0.758,0,0.991,0,0,0,0,0,0.2,1,0.0788
0.934,0.936,0,0.823,0,0,0,0,0,0,1,0.277
0.857,0.887,0,0.621,0,0,0,0,0,0,1,0.0809
0.706,0.363,0.14,0.374,0,0,0,0,0,0,1,0.159
0.667,0.16,0.14,0.183,0,0,0,0,0,0,1,0.118
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.25,1,0.476
0.608,0.02,0.281,0.0513,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.0758
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.329
0.64,0.0449,0.281,0.183,0,0,0,0,0,0,1,0.231
0.647,0.0527,0.281,0.192,0,0,0,0,0,0,0.667,0.25
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0
0.647,0.0759,0.281,0.181,0,0,0,0,0,0,0.333,0.118
0.647,0.0845,0.281,0.18,0,0,0,0,0,0,0.333,0.236
0.647,0.0888,0.281,0.182,0,0,0,0,0,0,0.333,0.315
0.66,0.0982,0.281,0.196,0,0,0,0,0,0.25,0.333,0.158
0.797,0.224,0.14,0.418,0,0,0,0,0,0,0.667,0.0394
0.973,0.402,0,0.798,0,0,0,0,0,0,1,0.0394
0.993,0.541,0,0.979,0,0,0,0,0,0,1,0.118
0.836,0.51,0.14,0.677,0,0,0,0,0,0,0.667,0.354
0.934,0.936,0,0.823,0,0,0,0,0,0,1,0.184
0.857,0.887,0,0.621,0,0,0,0,0,0,1,0.108
0.634,0.189,0.281,0.212,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.159
0.608,0.02,0.281,0.0513,0,0,0,0,0,0.317,1,0.396
0.608,0.026,0.281,0.0833,0,0,0,0,0,0.45,0.667,0.389
0.68,0.0551,0.14,0.253,0,0,0,0,0,0.317,1,0.236
0.719,0.074,0.14,0.316,0,0,0,0,0,0.45,1,0.199
0.732,0.0895,0.14,0.334,0.693,0.267,0,0,0,0,1,0.0944
0.818,0.149,0,0.49,0.271,0,0,0,0,0,1,0.859
0.818,0.168,0,0.477,0,0,0,0,0,0,1,0.37
0.818,0.186,0,0.458,0,0,0,0,0,0,1,0.601
0.818,0.196,0,0.445,0,0,0,0,0,0,1,0.152
0.647,0.0845,0.281,0.18,0,0,0,0,0,0,0.333,0.0788
0.647,0.0888,0.281,0.182,0,0,0,0,0,0,0.333,0.158
0.66,0.0982,0.281,0.196,0.515,0.533,0,0,0,0,0.333,0
0.797,0.224,0.14,0.418,0.476,0,0,0,0,0.25,0.667,0.118
0.836,0.273,0.14,0.548,0.799,0.317,0,0,0,0,0.667,0.118
0.993,0.541,0,0.979,0.729,0.217,0,0,0,0,1,0.374
0.699,0.263,0.281,0.363,0.398,0.533,0,0,0,0,0.667,0.0799
0.81,0.629,0.14,0.565,0.201,0,0,0,0,0,1,0
0.66,0.306,0.281,0.24,0,0,0,0,0,0,1,0
0.634,0.189,0.281,0.212,0,0,0,0,0,0,1,0
0.614,0.0879,0.281,0.116,0,0,0,0,0,0,1,0.0788
0.608,0.0499,0.281,0.0743,0,0,0,0,0,0,1,0
0.608,0.031,0.281,0.0578,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0.298
0.647,0.0731,0.281,0.192,0,0,0,0,0,0,0.667,0.303
0.647,0.0928,0.281,0.196,0,0,0,0,0,0,0.667,0.107
0.732,0.198,0.14,0.334,0,0,0,0,0,0,0.667,0.195
0.732,0.217,0.14,0.322,0,0,0,0,0,0,0.667,0.142
0.732,0.233,0.14,0.313,0,0,0,0,0,0,0.667,0
0.647,0.146,0.281,0.18,0,0,0,0,0,0,0.333,0.0788
0.647,0.165,0.281,0.182,0,0,0,0,0,0.233,0.333,0.315
0.66,0.18,0.281,0.196,0,0,0,0,0,0.0167,0.333,0.0788
0.797,0.36,0.14,0.418,0,0,0,0,0,0,0.667,0.0394
0.836,0.372,0.14,0.548,0,0,0,0,0,0,0.667,0.0788
0.993,0.647,0,0.979,0,0,0,0,0,0,1,0.0394
0.973,0.851,0,0.991,0,0,0,0,0,0,1,0
0.934,1,0,0.823,0,0,0,0,0,0,1,0.158
0.758,0.621,0.14,0.43,0,0,0,0,0,0,1,0
0.706,0.394,0.14,0.374,0,0,0,0,0,0,1,0
0.614,0.101,0.281,0.116,0,0,0,0,0,0,1,0.312
0.608,0.0499,0.281,0.0743,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0.0788
0.621,0.0327,0.281,0.151,0,0,0,0,0,0,1,0.103
0.64,0.049,0.281,0.183,0,0,0,0,0,0,0.667,0.202
0.647,0.0731,0.281,0.192,0,0,0,0,0,0,1,0.484
0.732,0.168,0.14,0.343,0,0,0,0,0,0,0.667,0.0394
0.647,0.108,0.281,0.192,0,0,0,0,0,0,0.333,0.0394
0.647,0.118,0.281,0.186,0,0,0,0,0,0,0.333,0
0.647,0.125,0.281,0.181,0,0,0,0,0,0.25,0.333,0.276
0.647,0.146,0.281,0.18,0,0,0,0,0,0,0.333,0.197
0.818,0.459,0,0.448,0,0,0,0,0,0,1,0
0.758,0.343,0.14,0.343,0,0,0,0,0,0,0.667,0.433
0.797,0.36,0.14,0.418,0,0,0,0,0,0,0.667,0.0788
0.973,0.549,0,0.798,0,0,0,0,0,0,1,0
0.849,0.437,0.14,0.669,0,0,0,0,0,0,0.667,0.0788
0.836,0.573,0.14,0.677,0,0,0,0,0,0,1,0.0394
0.934,1,0,0.823,0,0,0,0,0,0,1,0.255
0.857,0.923,0,0.621,0,0,0,0,0,0,1,0.019
0.779,0.582,0,0.536,0,0,0,0,0,0,1,0
0.667,0.183,0.14,0.183,0,0,0,0,0,0,1,0.0985
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.567,1,0
0.74,0.0747,0,0.355,0,0,0,0,0,0.533,1,0.0394
0.719,0.074,0.14,0.316,0,0,0,0,0,0.183,0.667,0.118
0.647,0.0527,0.281,0.192,0,0,0,0,0,0,0.333,0.0394
0.647,0.0604,0.281,0.196,0,0,0,0,0,0,0.333,0.0394
0.647,0.0664,0.281,0.192,0,0,0,0,0,0,0.333,0.197
0.647,0.0724,0.281,0.186,0,0,0,0,0,0,0.333,0.315
0.647,0.0759,0.281,0.181,0,0,0,0,0,0,0.333,0.0394
0.647,0.0845,0.281,0.18,0,0,0,0,0,0,0.333,0.0788
0.647,0.0888,0.281,0.182,0,0,0,0,0,0.0667,0.333,0.336
0.758,0.181,0.14,0.343,0,0,0,0,0,0.183,0.667,0.384
0.797,0.224,0.14,0.418,0,0,0,0,0,0.0667,0.667,0.0394
0.836,0.273,0.14,0.548,0,0,0,0,0,0.183,0.667,0.416
0.849,0.366,0.14,0.669,0,0,0,0,0,0,1,0.184
0.973,0.758,0,0.991,0,0,0,0,0,0,1,0
0.934,0.936,0,0.823,0,0,0,0,0,0,1,0.0394
0.758,0.596,0.14,0.43,0,0,0,0,0,0,1,0
0.634,0.189,0.281,0.212,0,0,0,0,0,0,1,0.192
0.614,0.0879,0.281,0.116,0,0,0,0,0,0,1,0.118
0.608,0.0424,0.281,0.0743,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.125
0.608,0.02,0.281,0.0513,0,0,0,0,0,0,1,0.156
0.608,0.026,0.281,0.0833,0,0,0,0,0,0.317,1,0.283
0.68,0.0551,0.14,0.253,0,0,0,0,0,0.2,1,0.202
0.64,0.0449,0.281,0.183,0,0,0,0,0,0.25,0.667,0.0788
0.647,0.0527,0.281,0.192,0,0,0,0,0,0,0.333,0.158
0.647,0.0604,0.281,0.196,0,0,0.274,0.246,0.333,0,0.333,0.276
0.647,0.0664,0.281,0.192,0,0,0.56,0,0.2,0,0.333,0.236
0.647,0.0724,0.281,0.186,0,0,0.382,0,0,0,0.333,0.0788
0.647,0.0759,0.281,0.181,0,0,0.627,0,0,0,0.333,0.118
0.647,0.0845,0.281,0.18,0,0,0.5,0,0,0,0.333,0.0394
0.647,0.0888,0.281,0.182,0,0,0.818,0,0,0,0.333,0.118
0.66,0.0982,0.281,0.196,0,0,0.274,0,0,0,0.333,0.158
0.797,0.224,0.14,0.418,0,0,0.239,0,0,0,0.667,0.0788
0.836,0.273,0.14,0.548,0,0,0.853,0,0,0,0.667,0.118
0.849,0.366,0.14,0.669,0,0,0.595,0,0,0,0.667,0
0.973,0.758,0,0.991,0,0,0.457,0,0,0,1,0.217
0.934,0.936,0,0.823,0,0,0.454,0,0,0,1,0
0.857,0.887,0,0.621,0,0,0.278,0,0,0,1,0
0.634,0.189,0.281,0.212,0,0,0,0,0,0,1,0
0.614,0.0879,0.281,0.116,0,0,0,0,0,0,1,0
0.608,0.0424,0.281,0.0743,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.608,0.026,0.281,0.0833,0,0,0,0,0,0,1,0.119
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0.0199
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0,0.394
0.647,0.0604,0.281,0.196,0,0,0.197,0.246,0.0833,0,0.333,0.0788
0.647,0.0664,0.281,0.192,0,0,0.454,0,1,0,0.333,0.158
0.647,0.0724,0.281,0.186,0,0,0.494,0,1,0,0.333,0.197
0.647,0.0759,0.281,0.181,0,0,0.537,0,0.367,0.567,0.333,0.0788
0.732,0.153,0.14,0.311,0,0,0.508,0,0,0.2,0.667,0
0.732,0.162,0.14,0.315,0,0,0.145,0,0,0,0.667,0.0394
0.66,0.0982,0.281,0.196,0,0,0,0,0,0,0.333,0
0.679,0.12,0.281,0.234,0,0,0.33,0.246,0.0833,0,0.333,0.197
0.836,0.273,0.14,0.548,0,0,0.485,0,0.183,0,0.667,0
0.993,0.541,0,0.979,0,0,0.33,0,0,0,1,0.197
0.836,0.51,0.14,0.677,0,0,0.543,0,0,0,0.667,0
0.81,0.629,0.14,0.565,0,0,0.466,0,0,0,0.667,0
0.857,0.887,0,0.621,0,0,0.55,0,0,0,1,0
0.706,0.363,0.14,0.374,0,0,0.407,0,0,0,1,0.0394
0.667,0.16,0.14,0.183,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.667,0.153
0.647,0.0527,0.281,0.192,0,0,0,0,0,0,0.667,0.309
0.647,0.0604,0.281,0.196,0,0,0,0,0,0,0.333,0.21
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0,0.0394
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.0667,0,0.197
0.647,0.0888,0.281,0.182,0,0,0,0,0,0.7,0.333,0.118
0.758,0.181,0.14,0.343,0,0,0,0,0,0,0.667,0.315
0.915,0.327,0,0.602,0,0,0,0,0,0,1,0.118
0.973,0.402,0,0.798,0,0,0,0,0,0.0667,1,0.236
0.993,0.541,0,0.979,0,0,0,0,0,0.183,1,0
0.973,0.758,0,0.991,0,0,0,0,0,0,1,0.0394
0.934,0.936,0,0.823,0,0,0,0,0,0,1,0
0.758,0.596,0.14,0.43,0,0,0,0,0,0,1,0
0.634,0.189,0.281,0.212,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0.517,1,0.671
0.68,0.0551,0.14,0.253,0,0,0,0,0,0,1,0.349
0.64,0.0449,0.281,0.183,0,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0.0394
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.333,0.0788
0.66,0.0982,0.281,0.196,0,0,0.365,0.246,0.333,0,0.333,0.118
0.679,0.12,0.281,0.234,0,0,0.417,0,0.483,0.0667,0.333,0.118
0.699,0.145,0.281,0.299,0,0,0,0,0,0.183,0.333,0.0788
0.849,0.366,0.14,0.669,0,0,0,0,0,0,0.667,0.197
0.836,0.51,0.14,0.677,0,0,0,0,0,0,0.667,0.0394
0.934,0.936,0,0.823,0,0,0,0,0,0.25,1,0.12
0.857,0.887,0,0.621,0,0,0,0,0,0,1,0.235
0.634,0.189,0.281,0.212,0,0,0,0,0,0,0.667,0.574
0.667,0.16,0.14,0.183,0,0,0,0,0,0,1,0
0.608,0.0499,0.281,0.0743,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,1,0.0788
0.608,0.0215,0.281,0.0513,0,0,0,0,0,0,1,0.0948
0.608,0.0241,0.281,0.0833,0,0,0,0,0,0,1,0.0394
0.68,0.0473,0.14,0.253,0,0,0,0,0,0,1,0.197
0.719,0.0799,0.14,0.316,0.26,0.233,0,0,0,0,1,0.314
0.818,0.183,0,0.477,0.736,0.3,0,0,0,0.733,1,0
0.732,0.168,0.14,0.343,0.227,0,0,0,0,0.3,0.667,0.0394
0.732,0.198,0.14,0.334,0,0,0,0,0,0.25,0.667,0
0.732,0.217,0.14,0.322,0,0,0,0,0,0,0.667,0.197
0.647,0.125,0.281,0.181,0,0,0,0,0,0,0.333,0
0.647,0.146,0.281,0.18,0,0,0,0,0,0,0.333,0.0788
0.647,0.165,0.281,0.182,0,0,0,0,0,0,0.333,0.0394
0.758,0.343,0.14,0.343,0,0,0.239,0.246,0.267,0,0.667,0.158
0.915,0.531,0,0.602,0,0,0,0,0,0,1,0.0394
0.973,0.549,0,0.798,0,0,0,0,0,0,1,0.0394
0.849,0.437,0.14,0.669,0,0,0,0,0,0,0.667,0.118
0.836,0.573,0.14,0.677,0,0,0,0,0,0,0.667,0
0.81,0.673,0.14,0.565,0,0,0,0,0,0,0.667,0.147
0.758,0.621,0.14,0.43,0,0,0,0,0,0,0.667,0
0.634,0.206,0.281,0.212,0,0,0,0,0,0,0.333,0
0.614,0.101,0.281,0.116,0,0,0,0,0,0,0.667,0
0.608,0.0499,0.281,0.0743,0,0,0,0,0,0,0.667,0
0.608,0.031,0.281,0.0578,0,0,0,0,0,0,0.667,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0.667,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0.667,0
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0.667,0.118
0.562,0.0181,0.421,0.0495,0,0,0,0,0,0,0.667,0
0.621,0.0327,0.281,0.151,0,0,0,0,0,0,1,0.146
0.64,0.049,0.281,0.183,0,0,0,0,0,0,0.667,0.197
0.732,0.128,0.14,0.334,0,0,0,0,0,0,1,0.33
0.732,0.168,0.14,0.343,0,0,0,0,0,0,1,0.59
0.732,0.198,0.14,0.334,0,0,0,0,0,0,1,0.277
0.732,0.217,0.14,0.322,0,0,0,0,0,0,0.667,0.295
0.732,0.233,0.14,0.313,0,0,0,0,0,0,0.667,0.523
0.732,0.274,0.14,0.311,0,0,0,0,0,0,0.667,0.236
0.732,0.312,0.14,0.315,0,0,0,0,0,0.233,0.667,0.0788
0.758,0.343,0.14,0.343,0,0,0,0,0,0.283,1,0.0394
0.915,0.531,0,0.602,0,0,0,0,0,0,1,0.276
0.973,0.549,0,0.798,0,0,0,0,0,0,1,0.236
0.849,0.437,0.14,0.669,0,0,0,0,0,0,0.667,0
0.836,0.573,0.14,0.677,0,0,0,0,0,0,0.667,0
0.934,1,0,0.823,0,0,0,0,0,0,1,0
0.857,0.923,0,0.621,0,0,0,0,0,0,1,0
0.706,0.394,0.14,0.374,0,0,0,0,0,0,1,0
0.614,0.101,0.281,0.116,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.667,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.188
0.608,0.02,0.281,0.0513,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0.667,0.217
0.621,0.0355,0.281,0.151,0,0,0,0,0,0,0.667,0.241
0.64,0.0449,0.281,0.183,0,0,0,0,0,0,0.667,0.236
0.647,0.0527,0.281,0.192,0,0,0,0,0,0.25,0.333,0
0.647,0.0604,0.281,0.196,0,0,0,0,0,0,0.333,0
0.647,0.0664,0.281,0.192,0,0,0.586,0.246,0.267,0,0.333,0.0788
0.647,0.0724,0.281,0.186,0,0,0.376,0,0,0,0.333,0.118
0.647,0.0759,0.281,0.181,0,0,0.365,0,0,0,0.333,0
0.647,0.0845,0.281,0.18,0,0,0.229,0,0,0.25,0.333,0.0394
0.647,0.0888,0.281,0.182,0,0,0,0,0,0,0.333,0.197
0.66,0.0982,0.281,0.196,0,0,0,0,0,0,0.333,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,0,0.0394
0.849,0.366,0.14,0.669,0.675,0.533,0,0,0,0,0.667,0.236
0.836,0.51,0.14,0.677,0.581,0,0,0,0,0,0.667,0
0.81,0.629,0.14,0.565,0.698,0.8,0,0,0,0,0.667,0.118
0.66,0.306,0.281,0.24,0.419,0,0,0,0,0,0.667,0
0.634,0.189,0.281,0.212,0,0,0,0,0,0,1,0
0.614,0.0879,0.281,0.116,0,0,0,0,0,0,1,0
0.654,0.0689,0.14,0.099,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.118
0.719,0.074,0.14,0.316,0,0,0,0,0,0,1,0.236
0.647,0.0527,0.281,0.192,0,0,0,0,0,0,0.667,0
0.647,0.0604,0.281,0.196,0,0,0,0,0,0,0.667,0
0.647,0.0664,0.281,0.192,0,0,0,0,0,0,0.333,0
0.647,0.0724,0.281,0.186,0,0,0,0,0,0,0.333,0.0394
0.647,0.0759,0.281,0.181,0,0,0,0,0,0,0.333,0.0788
0.647,0.0845,0.281,0.18,0,0,0,0,0,0,0.333,0.0788
0.647,0.0888,0.281,0.182,0,0,0,0,0,0,0.333,0.315
0.66,0.0982,0.281,0.196,0,0,0,0,0,0,0.333,0.276
0.679,0.12,0.281,0.234,0,0,0,0,0,0,0.333,0.0394
0.699,0.145,0.281,0.299,0.403,0.533,0,0,0,0,0.333,0.248
0.993,0.541,0,0.979,0.192,0,0,0,0,0,1,0
0.973,0.758,0,0.991,0,0,0,0,0,0,1,0
0.934,0.936,0,0.823,0,0,0,0,0,0,1,0.0788
0.66,0.306,0.281,0.24,0,0,0,0,0,0,0.667,0
0.634,0.189,0.281,0.212,0,0,0,0,0,0,0.667,0.0788
0.614,0.0879,0.281,0.116,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0.0788
0.562,0.0159,0.421,0.0495,0,0,0,0,0,0,1,0
