occupants,plug_loads_other,plug_loads_tv,lighting_interior,lighting_garage,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,electric_vehicle
0.667,0.756,0.343,0.34,0.34,0,0,0,0,0,0,0.135,1
0.744,0.819,0.405,0.446,0.446,0,0,0,0,0,0,0.226,1
0.922,0.931,0.515,0.696,0.696,0,0,0,0,0,0,0.0902,1
0.744,0.884,0.481,0.718,0.718,0,0,0,0,0,0,0.316,1
1,0.879,0.62,0.763,0.763,0,0,0,0,0,0,0,1
1,0.95,0.984,0.878,0.878,0,0,0,0,0,0,0,1
1,0.883,0.967,0.683,0.683,0,0,0,0,0,0,0.201,1
1,0.787,0.645,0.528,0.528,0,0,0,0,0,0,0.193,1
1,0.682,0.245,0.237,0.237,0,0,0,0,0,0,0.0902,1
1,0.602,0.0689,0.0907,0.0907,0,0,0,0,0,0,0.0948,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
0.894,0.648,0.0441,0.193,0.193,0,0,0,0,0,0.567,0.0451,1
0.644,0.701,0.0655,0.283,0.283,0,0,0,0,0,0.533,0.0902,-0.0667
0.333,0.648,0.0506,0.19,0.19,0,0,0,0,0,0.183,0.18,-1
0.333,0.651,0.0585,0.197,0.197,0,0,0,0,0,0,0.18,-0.417
0.333,0.651,0.0654,0.196,0.196,0,0,0,0,0,0,0.0451,0
0.333,0.651,0.0716,0.191,0.191,0,0,0,0,0,0,0,0
0.333,0.651,0.0762,0.186,0.186,0,0,0,0,0,0,0.316,0
0.333,0.651,0.0828,0.183,0.183,0,0,0,0,0,0,0.271,0
0.333,0.651,0.0891,0.184,0.184,0,0,0,0,0,0,0.316,0
0.522,0.714,0.144,0.277,0.277,0,0,0,0,0,0.0667,0.268,0
0.667,0.785,0.21,0.39,0.39,0,0,0,0,0,0.183,0.305,-0.3
0.667,0.824,0.258,0.498,0.498,0,0,0,0,0,0.0667,0,-1
0.939,0.929,0.424,0.787,0.787,0,0,0,0,0,0.183,0.267,-0.183
1,0.988,0.681,0.998,0.998,0,0,0,0,0,0,0,1
1,0.957,0.88,0.907,0.907,0,0,0,0,0,0,0,1
1,0.84,0.762,0.608,0.608,0,0,0,0,0,0,0,1
1,0.692,0.375,0.31,0.31,0,0,0,0,0,0,0,1
1,0.627,0.135,0.16,0.16,0,0,0,0,0,0,0.228,1
1,0.603,0.0569,0.0873,0.0873,0,0,0,0,0,0,0.36,1
1,0.573,0.0212,0.0547,0.0547,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.591,0.0187,0.0512,0.0512,0,0,0,0,0,0,0.159,1
1,0.615,0.0247,0.0726,0.0726,0,0,0,0,0,0,0.109,1
1,0.673,0.0481,0.196,0.196,0,0,0,0,0,0.317,0.327,1
0.706,0.637,0.0412,0.173,0.173,0,0,0,0,0,0.2,0.251,-0.317
0.333,0.614,0.0376,0.132,0.132,0,0,0,0,0,0.25,0.135,-1
0.333,0.651,0.0585,0.197,0.197,0,0,0,0,0,0,0.135,-0.283
0.333,0.651,0.0654,0.196,0.196,0,0,0.274,0.246,0.333,0,0.406,0
0.333,0.651,0.0716,0.191,0.191,0,0,0.56,0,0.2,0,0,0
0.333,0.651,0.0762,0.186,0.186,0,0,0.382,0,0,0,0.0902,0
0.333,0.651,0.0828,0.183,0.183,0,0,0.627,0,0,0,0,0
0.333,0.651,0.0891,0.184,0.184,0,0,0.5,0,0,0,0,0
0.439,0.689,0.123,0.24,0.24,0,0,0.818,0,0,0,0.135,0
0.667,0.785,0.21,0.39,0.39,0,0,0.274,0,0,0,0.226,0
0.667,0.824,0.258,0.498,0.498,0,0,0.239,0,0,0,0.135,-0.917
0.772,0.894,0.391,0.724,0.724,0,0,0.853,0,0,0,0.18,-0.683
1,0.988,0.681,0.998,0.998,0,0,0.595,0,0,0,0.18,1
1,0.957,0.88,0.907,0.907,0,0,0.457,0,0,0,0.165,1
1,0.896,0.931,0.717,0.717,0,0,0.454,0,0,0,0,1
1,0.735,0.504,0.394,0.394,0,0,0.278,0,0,0,0.0451,1
1,0.627,0.135,0.16,0.16,0,0,0,0,0,0,0,1
1,0.614,0.0637,0.0935,0.0935,0,0,0,0,0,0,0,1
1,0.585,0.028,0.061,0.061,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.568,0.0166,0.0502,0.0502,0,0,0,0,0,0,0.0451,1
0.978,0.608,0.0233,0.0681,0.0681,0,0,0,0,0,0,0,-0.0667
0.478,0.569,0.0176,0.057,0.057,0,0,0,0,0,0,0.0771,-1
0.144,0.591,0.025,0.0947,0.0947,0,0,0,0,0,0,0.207,-0.417
0.106,0.592,0.0282,0.0958,0.0958,0,0,0,0,0,0,0,0
0.333,0.651,0.0585,0.197,0.197,0,0,0,0,0,0,0.316,0
0.333,0.651,0.0654,0.196,0.196,0,0,0.197,0.246,0.0833,0,0.0902,0
0.333,0.651,0.0716,0.191,0.191,0,0,0.454,0,1,0,0.0451,0
0.333,0.651,0.0762,0.186,0.186,0,0,0.494,0,1,0,0.0451,0
0.606,0.721,0.138,0.291,0.291,0,0,0.537,0,0.367,0.567,0.0451,0
0.667,0.737,0.162,0.317,0.317,0,0,0.508,0,0,0.2,0.135,-0.3
0.478,0.695,0.129,0.251,0.251,0,0,0.145,0,0,0,0.0451,-1
0.417,0.7,0.134,0.257,0.257,0,0,0,0,0,0,0.135,-0.183
0.628,0.816,0.254,0.497,0.497,0,0,0.33,0.246,0.0833,0,0,1
1,0.99,0.493,0.912,0.912,0,0,0.485,0,0.183,0,0.135,1
0.728,0.873,0.492,0.74,0.74,0,0,0.33,0,0,0,0.361,-0.3
0.667,0.826,0.592,0.621,0.621,0,0,0.543,0,0,0,0,-0.1
0.939,0.873,0.873,0.669,0.669,0,0,0.466,0,0,0,0.18,-0.183
1,0.776,0.605,0.487,0.487,0,0,0.55,0,0,0,0,1
1,0.671,0.231,0.248,0.248,0,0,0.407,0,0,0,0.0451,1
1,0.6,0.0551,0.0856,0.0856,0,0,0,0,0,0,0.0451,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
0.811,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
0.667,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
0.644,0.614,0.0376,0.132,0.132,0,0,0,0,0,0,0.287,1
0.311,0.645,0.0554,0.187,0.187,0,0,0,0,0,0,0.147,-0.0667
0,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,-0.85
0,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,0
0,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,0
0.0222,0.571,0.021,0.0589,0.0589,0,0,0,0,0,0,0.0451,0
0.356,0.656,0.0941,0.193,0.193,0,0,0,0,0,0.0667,0.135,0
0.667,0.751,0.177,0.335,0.335,0,0,0,0,0,0.7,0.18,-0.717
0.939,0.877,0.291,0.533,0.533,0,0,0,0,0,0,0.451,-0.183
1,0.954,0.379,0.722,0.722,0,0,0,0,0,0,0.496,1
1,0.99,0.493,0.912,0.912,0,0,0,0,0,0.0667,0.271,1
1,0.988,0.681,0.998,0.998,0,0,0,0,0,0.183,0.18,1
1,0.957,0.88,0.907,0.907,0,0,0,0,0,0,0,1
1,0.84,0.762,0.608,0.608,0,0,0,0,0,0,0,1
1,0.692,0.375,0.31,0.31,0,0,0,0,0,0,0,1
1,0.578,0.0489,0.0803,0.0803,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.633,0.0391,0.167,0.167,0,0,0,0,0,0.517,0.312,1
0.622,0.622,0.0361,0.147,0.147,0,0,0,0,0,0,0.322,-0.817
0.333,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,-0.967
0.333,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,0
0.333,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,0
0.333,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,0
0.333,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,0
0.333,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,0
0.333,0.571,0.0212,0.0591,0.0591,0,0,0,0,0,0,0.0902,0
0.333,0.658,0.0965,0.193,0.193,0,0,0,0,0,0,0.226,0
0.333,0.675,0.113,0.22,0.22,0,0,0.365,0.246,0.333,0,0.18,0
0.356,0.704,0.146,0.291,0.291,0,0,0.417,0,0.483,0.0667,0.0902,-0.333
0.644,0.839,0.322,0.604,0.604,0,0,0,0,0,0.183,0.18,-1
0.522,0.784,0.381,0.546,0.546,0,0,0,0,0,0,0.135,-0.433
0.856,0.897,0.77,0.769,0.769,0,0,0,0,0,0,0,1
0.978,0.889,0.911,0.704,0.704,0,0,0,0,0,0.25,0.209,1
0.689,0.697,0.387,0.321,0.321,0,0,0,0,0,0,0.239,1
1,0.671,0.231,0.248,0.248,0,0,0,0,0,0,0.38,1
1,0.603,0.0593,0.0873,0.0873,0,0,0,0,0,0,0.18,1
1,0.577,0.0273,0.0568,0.0568,0,0,0,0,0,0,0,1
1,0.565,0.0186,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0186,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.599,0.0211,0.0515,0.0515,0,0,0,0,0,0,0.0451,1
1,0.622,0.0254,0.0837,0.0837,0,0,0,0,0,0,0.554,1
1,0.677,0.0438,0.219,0.219,0,0,0,0,0,0,0.0902,1
1,0.713,0.073,0.303,0.303,0,0,0,0,0,0,0.0902,1
0.922,0.756,0.138,0.372,0.372,0.26,0.233,0,0,0,0,0.317,1
0.667,0.737,0.161,0.345,0.345,0.736,0.3,0,0,0,0.733,0,1
0.589,0.717,0.173,0.307,0.307,0.227,0,0,0,0,0.3,0.0451,-0.233
0.578,0.714,0.193,0.291,0.291,0,0,0,0,0,0.25,0.0451,-0.2
0.339,0.652,0.128,0.187,0.187,0,0,0,0,0,0,0,0
0.411,0.671,0.175,0.213,0.213,0,0,0,0,0,0,0.0902,-0.433
0.339,0.652,0.166,0.186,0.186,0,0,0,0,0,0,0.271,-0.183
0.578,0.733,0.303,0.304,0.304,0,0,0,0,0,0,0,-0.183
0.994,0.903,0.534,0.577,0.577,0,0,0.239,0.246,0.267,0,0.316,1
1,0.963,0.558,0.755,0.755,0,0,0,0,0,0,0.316,1
0.756,0.887,0.479,0.712,0.712,0,0,0,0,0,0,0.18,1
0.667,0.845,0.55,0.683,0.683,0,0,0,0,0,0,0,1
0.667,0.822,0.662,0.602,0.602,0,0,0,0,0,0,0,1
0.667,0.777,0.651,0.472,0.472,0,0,0,0,0,0,0.273,1
0.422,0.671,0.325,0.273,0.273,0,0,0,0,0,0,0.0974,1
0.578,0.623,0.132,0.143,0.143,0,0,0,0,0,0,0,1
0.806,0.613,0.065,0.0865,0.0865,0,0,0,0,0,0,0,1
0.667,0.612,0.0369,0.0629,0.0629,0,0,0,0,0,0,0,1
0.667,0.577,0.0221,0.0524,0.0524,0,0,0,0,0,0,0,1
0.667,0.565,0.0186,0.0501,0.0501,0,0,0,0,0,0,0,1
0.667,0.565,0.0186,0.0501,0.0501,0,0,0,0,0,0,0,1
0.828,0.587,0.0216,0.0667,0.0667,0,0,0,0,0,0,0,1
0.922,0.607,0.0277,0.111,0.111,0,0,0,0,0,0,0.271,1
0.667,0.623,0.0418,0.149,0.149,0,0,0,0,0,0,0.448,1
0.994,0.732,0.118,0.331,0.331,0,0,0,0,0,0,0.675,1
1,0.737,0.161,0.345,0.345,0,0,0,0,0,0,0.267,1
0.922,0.717,0.173,0.307,0.307,0,0,0,0,0,0,0.129,1
0.667,0.714,0.193,0.291,0.291,0,0,0,0,0,0,0.322,1
0.667,0.737,0.234,0.319,0.319,0,0,0,0,0,0,0.749,1
0.667,0.737,0.27,0.315,0.315,0,0,0,0,0,0,0.296,1
0.667,0.737,0.309,0.318,0.318,0,0,0,0,0,0,0.581,1
0.911,0.756,0.343,0.34,0.34,0,0,0,0,0,0.233,0.0451,1
1,0.878,0.493,0.539,0.539,0,0,0,0,0,0.283,0.135,1
0.922,0.931,0.515,0.696,0.696,0,0,0,0,0,0,0.18,-0.233
0.667,0.851,0.43,0.645,0.645,0,0,0,0,0,0,0.135,-0.0667
0.744,0.877,0.617,0.758,0.758,0,0,0,0,0,0,0.135,-0.283
1,0.95,0.984,0.878,0.878,0,0,0,0,0,0,0.135,1
1,0.883,0.967,0.683,0.683,0,0,0,0,0,0,0,1
1,0.734,0.504,0.407,0.407,0,0,0,0,0,0,0,1
1,0.623,0.132,0.143,0.143,0,0,0,0,0,0,0,1
0.756,0.599,0.054,0.0785,0.0785,0,0,0,0,0,0,0,1
0.667,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
0.856,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
1,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
0.978,0.588,0.0184,0.0511,0.0511,0,0,0,0,0,0,0.229,1
0.667,0.565,0.0163,0.0501,0.0501,0,0,0,0,0,0,0,1
0.667,0.599,0.0277,0.108,0.108,0,0,0,0,0,0,0.311,1
0.644,0.63,0.0399,0.162,0.162,0,0,0,0,0,0,0.255,-0.0667
0.333,0.614,0.0376,0.132,0.132,0,0,0,0,0,0,0.0902,-0.817
0.333,0.651,0.0585,0.197,0.197,0,0,0,0,0,0.25,0,0
0.333,0.651,0.0654,0.196,0.196,0,0,0,0,0,0,0.0451,0
0.333,0.651,0.0716,0.191,0.191,0,0,0.586,0.246,0.267,0,0,0
0.333,0.651,0.0762,0.186,0.186,0,0,0.376,0,0,0,0.135,0
0.356,0.651,0.0828,0.183,0.183,0,0,0.365,0,0,0,0.226,-0.867
0.478,0.651,0.0891,0.184,0.184,0,0,0.229,0,0,0.25,0.406,-0.567
0.333,0.658,0.0965,0.193,0.193,0,0,0,0,0,0,0.18,-0.0167
0.167,0.616,0.0599,0.127,0.127,0,0,0,0,0,0,0.226,0
0.167,0.625,0.0712,0.148,0.148,0,0,0,0,0,0,0,-0.133
